1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
75.5,19.1,75.1,0,0,75.5,0,0.0,0,0,0,0,0,0
74.5,19.3,76.8,0,0,74.1,0,0.0,0,0,0,0,0,0
74.3,19.7,77.0,0,0,74.7,0,0.0,0,0,0,0,0,0
74.8,19.1,74.5,0,0,73.9,0,0.0,0,0,0,0,0,0
74.3,19.1,75.6,0,0,73.9,0,0.0,0,0,0,0,0,0
75.6,19.3,77.2,0,0,74.7,0,0.0,0,0,0,0,0,0
74.6,19.3,75.5,0,0,74.3,0,0.0,0,0,0,0,0,0
73.5,19.1,74.0,0,0,73.5,0,0.0,0,0,0,0,0,0
72.5,19.3,74.0,0,0,72.1,0,0.0,0,0,0,0,0,0
71.6,19.2,74.5,0,0,72.0,0,0.0,0,0,0,0,0,0
70.9,19.4,71.7,0,0,71.7,0,0.0,0,0,0,0,0,0
70.0,19.6,72.8,0,0,71.6,0,0.0,0,0,0,0,0,0
70.1,19.2,71.8,0,0,69.9,0,0.0,0,0,0,0,0,0
70.6,19.1,71.4,0,0,69.3,0,0.0,0,0,0,0,0,0
70.9,19.5,70.7,0,0,69.2,0,0.0,0,0,0,0,0,0
69.9,19.5,72.2,0,0,69.2,0,0.0,0,0,0,0,0,0
69.7,19.5,72.2,0,0,69.2,0,0.0,0,0,0,0,0,0
70.5,19.9,71.1,0,0,70.9,0,0.0,0,0,0,0,0,0
69.9,19.7,71.1,0,0,69.7,0,0.0,0,0,0,0,0,0
69.4,19.5,70.6,0,0,69.9,0,0.0,0,0,0,0,0,0
70.1,20.2,70.9,0,0,69.3,0,0.0,0,0,0,0,0,0
69.4,19.9,70.5,0,0,69.3,0,0.0,0,0,0,0,0,0
68.7,20.3,70.6,0,0,68.7,0,0.0,0,0,0,0,0,0
68.5,20.3,70.1,0,0,68.2,0,0.0,0,0,0,0,0,0
67.6,20.4,71.8,0,0,67.9,0,0.0,0,0,0,0,0,0
67.9,20.6,70.4,0,0,68.3,0,0.0,0,0,0,0,0,0
68.6,20.3,69.5,0,0,67.9,0,0.0,0,0,0,0,0,0
67.5,20.8,68.9,0,0,67.9,0,0.0,0,0,0,0,0,0
68.4,20.7,70.2,0,0,68.7,0,0.0,0,0,0,0,0,0
68.4,21.1,69.5,0,0,67.6,0,0.0,0,0,0,0,0,0
67.9,21.6,69.6,0,0,68.1,0,0.0,0,0,0,0,0,0
66.2,21.2,69.2,0,0,68.6,0,0.0,0,0,0,0,0,0
67.0,21.1,68.6,0,0,67.0,0,0.0,0,0,0,0,0,0
66.5,21.5,68.3,0,0,66.8,0,0.0,0,0,0,0,0,0
66.6,21.8,67.6,0,0,67.0,0,0.0,0,0,0,0,0,0
64.8,21.8,67.2,0,0,65.7,0,0.0,0,0,0,0,0,0
66.6,22.3,66.9,0,0,64.4,0,0.0,0,0,0,0,0,0
63.9,22.3,67.2,0,0,64.0,0,0.0,0,0,0,0,0,0
64.0,22.3,65.8,0,0,64.6,0,0.0,0,0,0,0,0,0
63.9,22.7,64.9,0,0,62.9,0,0.0,0,0,0,0,0,0
63.4,22.7,66.1,0,0,64.1,0,0.0,0,0,0,0,0,0
63.3,22.6,65.2,0,0,63.0,0,0.0,0,0,0,0,0,0
63.5,22.9,64.2,0,0,62.6,0,0.0,0,0,0,0,0,0
63.0,23.5,65.2,0,0,63.3,0,0.0,0,0,0,0,0,0
63.9,23.4,63.9,0,0,63.6,0,0.0,0,0,0,0,0,0
63.0,23.0,63.7,0,0,61.0,0,0.0,0,0,0,0,0,0
62.9,23.5,62.7,0,0,62.8,0,0.0,0,0,0,0,0,0
61.2,23.8,62.2,0,0,62.1,0,0.0,0,0,0,0,0,0
60.9,23.8,63.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.5,24.5,63.3,0,0,60.5,0,0.0,0,0,0,0,0,0
61.0,24.2,61.9,0,0,62.6,0,0.0,0,0,0,0,0,0
60.3,24.4,62.1,0,0,60.6,0,0.0,0,0,0,0,0,0
61.1,24.4,61.8,0,0,60.7,0,0.0,0,0,0,0,0,0
60.3,24.5,61.1,0,0,62.2,0,0.0,0,0,0,0,0,0
60.8,24.8,62.0,0,0,61.6,0,0.0,0,0,0,0,0,0
60.8,25.0,60.7,0,0,60.7,0,0.0,0,0,0,0,0,0
60.6,24.7,61.0,0,0,60.4,0,0.0,0,0,0,0,0,0
61.4,25.2,60.6,0,0,60.4,0,0.0,0,0,0,0,0,0
59.7,25.2,61.3,0,0,60.2,0,0.0,0,0,0,0,0,0
60.8,25.2,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.3,25.5,60.6,0,0,60.1,0,0.0,0,0,0,0,0,0
58.7,26.0,61.1,0,0,60.3,0,0.0,0,0,0,0,0,0
59.6,26.0,61.4,0,0,60.4,0,0.0,0,0,0,0,0,0
60.0,26.4,61.3,0,0,59.4,0,0.0,0,0,0,0,0,0
60.3,26.5,60.9,0,0,59.7,0,0.0,0,0,0,0,0,0
59.7,26.2,61.0,0,0,59.2,0,0.0,0,0,0,0,0,0
60.6,25.9,61.6,0,0,59.6,0,0.0,0,0,0,0,0,0
60.1,26.3,60.8,0,0,60.0,0,0.0,0,0,0,0,0,0
60.1,26.5,60.9,0,0,60.1,0,0.0,0,0,0,0,0,0
60.3,26.7,61.2,0,0,60.1,0,0.0,0,0,0,0,0,0
59.6,26.7,61.0,0,0,60.0,0,0.0,0,0,0,0,0,0
59.5,26.4,62.0,0,0,60.6,0,0.0,0,0,0,0,0,0
59.5,26.6,61.1,0,0,60.0,0,0.0,0,0,0,0,0,0
59.9,26.5,60.1,0,0,59.3,0,0.0,0,0,0,0,0,0
59.5,27.2,60.3,0,0,59.4,0,0.0,0,0,0,0,0,0
60.3,27.5,60.9,0,0,60.1,0,0.0,0,0,0,0,0,0
60.2,27.6,61.3,0,0,60.3,0,0.0,0,0,0,0,0,0
59.1,26.8,61.4,0,0,60.2,0,0.0,0,0,0,0,0,0
60.2,27.5,61.5,0,0,60.5,0,0.0,0,0,0,0,0,0
60.6,27.8,61.2,0,0,60.4,0,0.0,0,0,0,0,0,0
60.7,27.6,63.5,0,0,61.2,0,0.0,0,0,0,0,0,0
60.9,27.5,60.8,0,0,60.9,0,0.0,0,0,0,0,0,0
60.3,27.8,61.8,0,0,60.5,0,0.0,0,0,0,0,0,0
59.5,27.4,63.4,0,0,61.7,0,0.0,0,0,0,0,0,0
60.8,27.7,61.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.3,28.0,62.0,0,0,59.2,0,0.0,0,0,0,0,0,0
60.7,28.5,62.6,0,0,60.1,0,0.1,0,0,0,0,0,0
61.2,28.3,63.2,0,0,60.8,0,0.1,0,0,0,0,0,0
60.7,28.0,62.2,0,0,61.1,0,0.2,0,0,0,0,0,0
61.6,28.4,62.2,0,0,61.9,0,0.3,0,0,0,0,0,0
61.5,28.1,62.0,0,0,60.4,0,0.4,0,0,0,0,0,0
61.2,28.2,62.1,0,0,61.4,0,0.5,0,0,0,0,0,0
61.2,27.8,62.5,0,0,61.7,0,0.7,0,0,0,0,0,0
61.7,28.3,62.0,0,0,61.0,0,0.8,0,0,0,0,0,0
62.3,28.4,61.7,0,0,62.0,0,1.1,0,0,0,0,0,0
60.4,28.5,62.8,0,0,61.4,0,1.3,0,0,0,0,0,0
62.1,28.6,62.4,0,0,61.3,0,1.6,0,0,0,0,0,0
62.4,28.5,63.6,0,0,61.8,0,1.9,0,0,0,0,0,0
62.1,28.6,62.0,0,0,61.0,0,2.3,0,0,0,0,0,0
61.8,27.9,63.5,0,0,62.3,0,2.6,0,0,0,0,0,0
62.0,28.6,62.2,0,0,60.7,0,3.1,0,0,0,0,0,0
