1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
66.3,67.7,66.3,0,0,59.8,0.0,0,0.0,0,0,0,0,0,0
66.4,67.9,66.4,0,0,59.4,0.0,0,0.0,0,0,0,0,0,0
66.5,67.9,66.5,0,0,59.0,0.0,0,0.0,0,0,0,0,0,0
66.5,67.9,66.5,0,0,58.7,0.0,0,0.0,0,0,0,0,0,0
66.3,67.8,66.3,0,0,58.4,0.0,0,0.0,0,0,0,0,0,0
66.1,67.5,66.1,0,0,58.1,0.0,0,0.0,0,0,0,0,0,0
65.8,67.2,65.8,0,0,57.8,0.0,0,0.0,0,0,0,0,0,0
65.5,66.9,65.5,0,0,57.5,0.0,0,0.0,0,0,0,0,0,0
65.1,66.5,65.1,0,0,57.3,0.0,0,0.0,0,0,0,0,0,0
64.7,66.1,64.7,0,0,57.0,0.0,0,0.0,0,0,0,0,0,0
64.3,65.7,64.3,0,0,56.8,0.0,0,0.0,0,0,0,0,0,0
64.0,65.4,64.0,0,0,56.6,0.0,0,0.0,0,0,0,0,0,0
63.8,65.2,63.8,0,0,56.4,0.0,0,0.0,0,0,0,0,0,0
63.7,65.1,63.7,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
63.7,65.1,63.7,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
63.8,65.2,63.8,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
63.9,65.3,63.9,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
64.0,65.4,64.0,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
64.0,65.4,64.0,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
64.0,65.4,64.0,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
64.0,65.4,64.0,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
63.9,65.3,63.9,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
63.8,65.2,63.8,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.7,65.1,63.7,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.6,65.0,63.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.6,65.0,63.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.6,64.9,63.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.5,64.9,63.5,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
63.5,64.8,63.5,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
63.3,64.7,63.3,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
63.1,64.5,63.1,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
62.8,64.1,62.8,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
62.4,63.7,62.4,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
61.9,63.2,61.9,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
61.4,62.7,61.4,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
60.9,62.3,60.9,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
60.5,61.8,60.5,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
60.2,61.5,60.2,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
59.9,61.2,59.9,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
59.6,60.9,59.6,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
59.4,60.7,59.4,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
59.1,60.4,59.1,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
58.9,60.1,58.9,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
58.6,59.8,58.6,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
58.2,59.5,58.2,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
57.9,59.2,57.9,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
57.6,58.8,57.6,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
57.3,58.5,57.3,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
57.0,58.3,57.0,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
56.9,58.1,56.9,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
56.7,58.0,56.7,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
56.6,57.9,56.6,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
56.5,57.8,56.5,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
56.5,57.7,56.5,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
56.4,57.6,56.4,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
56.2,57.4,56.2,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
56.1,57.3,56.1,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
56.0,57.2,56.0,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
55.8,57.1,55.8,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
55.8,57.0,55.8,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
55.7,56.9,55.7,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
55.8,57.0,55.8,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
55.9,57.1,55.9,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
56.0,57.2,56.0,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
56.1,57.3,56.1,0,0,55.4,0.0,0,0.0,0,0,0,0,0,0
56.2,57.4,56.2,0,0,55.3,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,55.1,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,55.0,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,54.9,0.0,0,0.0,0,0,0,0,0,0
56.2,57.5,56.2,0,0,54.8,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,54.6,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,54.5,0.0,0,0.0,0,0,0,0,0,0
56.4,57.6,56.4,0,0,54.4,0.0,0,0.0,0,0,0,0,0,0
56.5,57.8,56.5,0,0,54.3,0.0,0,0.0,0,0,0,0,0,0
56.7,57.9,56.7,0,0,54.2,0.0,0,0.0,0,0,0,0,0,0
56.8,58.1,56.8,0,0,54.0,0.0,0,0.0,0,0,0,0,0,0
57.0,58.2,57.0,0,0,53.9,0.0,0,0.0,0,0,0,0,0,0
57.1,58.3,57.1,0,0,53.8,0.0,0,0.0,0,0,0,0,0,0
57.2,58.4,57.2,0,0,53.7,0.0,0,0.0,0,0,0,0,0,0
57.2,58.4,57.2,0,0,53.6,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,53.5,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,53.3,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,53.2,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,53.1,0.1,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,53.0,0.1,0,0.1,0,0,0,0,0,0
57.3,58.5,57.3,0,0,52.9,0.3,0,0.1,0,0,0,0,0,0
57.3,58.5,57.3,0,0,52.8,0.4,0,0.2,0,0,0,0,0,0
57.3,58.5,57.3,0,0,52.7,0.6,0,0.3,0,0,0,0,0,0
57.3,58.6,57.3,0,0,52.6,0.8,0,0.3,0,0,0,0,0,0
57.4,58.6,57.4,0,0,52.5,0.9,0,0.4,0,0,0,0,0,0
57.4,58.7,57.4,0,0,52.4,1.1,0,0.5,0,0,0,0,0,0
57.4,58.6,57.4,0,0,52.4,1.3,0,0.7,0,0,0,0,0,0
57.3,58.5,57.3,0,0,52.3,1.6,0,0.9,0,0,0,0,0,0
57.1,58.3,57.1,0,0,52.2,2.1,0,1.3,0,0,0,0,0,0
56.9,58.1,56.9,0,0,52.2,2.6,0,1.7,0,0,0,0,0,0
56.7,57.9,56.7,0,0,52.1,3.1,0,2.0,0,0,0,0,0,0
56.6,57.8,56.6,0,0,52.1,3.5,0,2.2,0,0,0,0,0,0
56.4,57.7,56.4,0,0,52.0,4.0,0,2.3,0,0,0,0,0,0
56.3,57.5,56.3,0,0,52.0,4.5,0,2.5,0,0,0,0,0,0
56.1,57.3,56.1,0,0,52.0,5.2,0,2.8,0,0,0,0,0,0
55.8,57.0,55.8,0,0,51.9,6.0,0,3.2,0,0,0,0,0,0
55.4,56.6,55.4,0,0,51.9,6.8,0,3.7,0,0,0,0,0,0
55.2,56.4,55.2,0,0,51.9,7.5,0,4.1,0,0,0,0,0,0
55.1,56.3,55.1,0,0,51.9,8.0,0,4.3,0,0,0,0,0,0
55.1,56.3,55.1,0,0,51.9,8.3,0,4.3,0,0,0,0,0,0
55.2,56.4,55.2,0,0,51.9,8.7,0,4.3,0,0,0,0,0,0
55.2,56.4,55.2,0,0,51.9,9.1,0,4.4,0,0,0,0,0,0
55.0,56.2,55.0,0,0,51.8,9.9,0,4.8,0,0,0,0,0,0
54.7,55.9,54.7,0,0,51.8,10.9,0,5.4,0,0,0,0,0,0
54.4,55.5,54.4,0,0,51.8,11.9,0,6.2,0,0,0,0,0,0
54.1,55.3,54.1,0,0,51.8,12.7,0,7.0,0,0,0,0,0,0
54.0,55.2,54.0,0,0,51.8,13.1,0,7.6,0,0,0,0,0,0
53.9,55.1,53.9,0,0,51.8,13.4,0,8.1,0,0,0,0,0,0
53.7,54.9,53.7,0,0,51.8,14.0,0,8.7,0,0,0,0,0,0
53.2,54.4,53.2,0,0,51.8,15.4,0,9.5,0,0,0,0,0,0
52.2,53.3,52.2,0,0,51.7,17.9,0,10.5,0,0,0,0,0,0
51.0,52.1,51.0,0,0,51.7,20.8,0,11.7,0,0,0,0,0,0
50.0,51.0,50.0,0,0,51.7,23.4,0,12.7,0,0,0,0,0,0
49.4,50.5,49.4,0,0,51.6,24.9,0,13.3,0,0,0,0,0,0
49.5,50.6,49.5,0,0,51.6,24.9,0,13.4,0,0,0,0,0,0
50.2,51.3,50.2,0,0,51.5,23.6,0,13.0,0,0,0,0,0,0
51.1,52.2,51.1,0,0,51.5,21.8,0,12.4,0,0,0,0,0,0
52.1,53.2,52.1,0,0,51.4,20.0,0,11.6,0,0,0,0,0,0
52.7,53.9,52.7,0,0,51.3,19.1,0,11.0,0,0,0,0,0,0
