1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
66.1,68.7,65.8,0,0,58.5,0.0,0,0.0,0,0,0,0,0,0
65.6,67.8,65.2,0,0,60.1,0.0,0,0.0,0,0,0,0,0,0
66.3,68.0,66.2,0,0,58.6,0.0,0,0.0,0,0,0,0,0,0
67.0,67.1,65.6,0,0,58.7,0.0,0,0.0,0,0,0,0,0,0
66.9,67.5,67.1,0,0,58.3,0.0,0,0.0,0,0,0,0,0,0
66.7,67.2,66.6,0,0,58.2,0.0,0,0.0,0,0,0,0,0,0
65.5,67.9,66.0,0,0,58.7,0.0,0,0.0,0,0,0,0,0,0
66.6,68.0,66.4,0,0,57.8,0.0,0,0.0,0,0,0,0,0,0
65.8,67.0,67.0,0,0,58.4,0.0,0,0.0,0,0,0,0,0,0
65.7,65.7,65.5,0,0,57.2,0.0,0,0.0,0,0,0,0,0,0
64.0,65.6,64.6,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
63.7,65.3,64.0,0,0,57.0,0.0,0,0.0,0,0,0,0,0,0
63.8,66.2,64.3,0,0,56.7,0.0,0,0.0,0,0,0,0,0,0
63.5,64.9,62.4,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
63.4,65.9,62.8,0,0,56.4,0.0,0,0.0,0,0,0,0,0,0
63.4,63.9,64.6,0,0,56.5,0.0,0,0.0,0,0,0,0,0,0
64.2,65.6,64.6,0,0,55.3,0.0,0,0.0,0,0,0,0,0,0
64.7,63.7,64.2,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
64.1,64.4,64.3,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
65.0,64.3,64.3,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
63.8,64.2,63.9,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
63.3,65.5,63.7,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
64.0,65.1,63.6,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
63.4,64.3,63.4,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
63.1,64.5,62.5,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
64.2,65.1,63.3,0,0,55.3,0.0,0,0.0,0,0,0,0,0,0
64.6,65.0,64.1,0,0,55.3,0.0,0,0.0,0,0,0,0,0,0
63.6,65.1,63.5,0,0,55.0,0.0,0,0.0,0,0,0,0,0,0
63.7,65.9,62.7,0,0,55.7,0.0,0,0.0,0,0,0,0,0,0
65.0,64.7,63.8,0,0,55.4,0.0,0,0.0,0,0,0,0,0,0
63.4,64.0,63.5,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
63.6,62.7,62.4,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
62.8,63.7,62.6,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
63.5,64.0,61.7,0,0,56.5,0.0,0,0.0,0,0,0,0,0,0
61.6,63.8,61.7,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
61.5,63.7,61.2,0,0,55.0,0.0,0,0.0,0,0,0,0,0,0
61.2,62.9,60.3,0,0,56.5,0.0,0,0.0,0,0,0,0,0,0
60.9,62.4,60.3,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
61.4,61.3,60.0,0,0,55.6,0.0,0,0.0,0,0,0,0,0,0
60.6,60.3,60.1,0,0,57.0,0.0,0,0.0,0,0,0,0,0,0
58.8,60.5,59.0,0,0,54.7,0.0,0,0.0,0,0,0,0,0,0
59.4,61.3,59.1,0,0,56.3,0.0,0,0.0,0,0,0,0,0,0
58.8,60.5,58.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
58.6,60.6,59.2,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
58.4,59.7,58.0,0,0,56.7,0.0,0,0.0,0,0,0,0,0,0
57.6,58.4,57.6,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
58.0,59.3,57.9,0,0,56.0,0.0,0,0.0,0,0,0,0,0,0
57.7,58.7,57.1,0,0,56.6,0.0,0,0.0,0,0,0,0,0,0
57.9,59.0,57.6,0,0,56.9,0.0,0,0.0,0,0,0,0,0,0
57.6,59.0,57.1,0,0,56.2,0.0,0,0.0,0,0,0,0,0,0
57.6,58.1,57.3,0,0,57.5,0.0,0,0.0,0,0,0,0,0,0
56.3,58.6,57.5,0,0,56.8,0.0,0,0.0,0,0,0,0,0,0
56.3,57.4,56.5,0,0,56.7,0.0,0,0.0,0,0,0,0,0,0
56.6,58.1,57.2,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
56.8,57.3,56.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
56.2,57.2,57.3,0,0,56.7,0.0,0,0.0,0,0,0,0,0,0
56.4,58.1,56.6,0,0,55.8,0.0,0,0.0,0,0,0,0,0,0
56.4,57.5,57.3,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
55.4,57.0,55.5,0,0,56.4,0.0,0,0.0,0,0,0,0,0,0
56.3,57.3,55.2,0,0,55.0,0.0,0,0.0,0,0,0,0,0,0
56.6,57.3,55.5,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
55.9,57.5,55.2,0,0,55.3,0.0,0,0.0,0,0,0,0,0,0
55.6,56.1,55.2,0,0,56.1,0.0,0,0.0,0,0,0,0,0,0
56.2,57.4,55.7,0,0,55.4,0.0,0,0.0,0,0,0,0,0,0
54.5,57.1,56.3,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
56.1,56.1,56.0,0,0,54.8,0.0,0,0.0,0,0,0,0,0,0
56.0,56.8,55.6,0,0,55.1,0.0,0,0.0,0,0,0,0,0,0
55.1,57.3,57.0,0,0,54.3,0.0,0,0.0,0,0,0,0,0,0
56.5,57.5,55.2,0,0,54.5,0.0,0,0.0,0,0,0,0,0,0
57.0,57.2,56.8,0,0,54.3,0.0,0,0.0,0,0,0,0,0,0
56.3,56.8,55.9,0,0,55.2,0.0,0,0.0,0,0,0,0,0,0
55.8,57.4,57.6,0,0,55.5,0.0,0,0.0,0,0,0,0,0,0
56.0,58.1,57.9,0,0,54.0,0.0,0,0.0,0,0,0,0,0,0
56.2,58.3,55.6,0,0,55.1,0.0,0,0.0,0,0,0,0,0,0
55.8,58.4,56.3,0,0,54.0,0.0,0,0.0,0,0,0,0,0,0
56.1,57.5,56.6,0,0,55.9,0.0,0,0.0,0,0,0,0,0,0
57.6,58.6,56.4,0,0,54.2,0.0,0,0.0,0,0,0,0,0,0
56.9,58.6,57.5,0,0,53.6,0.0,0,0.0,0,0,0,0,0,0
57.7,58.8,57.5,0,0,53.5,0.0,0,0.0,0,0,0,0,0,0
56.8,58.0,56.9,0,0,54.1,0.0,0,0.0,0,0,0,0,0,0
56.9,58.7,56.6,0,0,53.9,0.0,0,0.0,0,0,0,0,0,0
56.8,59.2,57.3,0,0,53.2,0.0,0,0.0,0,0,0,0,0,0
56.5,59.2,57.0,0,0,53.6,0.0,0,0.0,0,0,0,0,0,0
56.9,59.0,57.2,0,0,54.1,0.0,0,0.0,0,0,0,0,0,0
57.8,58.3,57.1,0,0,52.3,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.0,0,0,53.1,0.1,0,0.0,0,0,0,0,0,0
56.6,60.1,57.9,0,0,52.0,0.1,0,0.1,0,0,0,0,0,0
57.2,57.6,57.3,0,0,53.5,0.3,0,0.1,0,0,0,0,0,0
57.1,58.6,57.8,0,0,52.4,0.4,0,0.2,0,0,0,0,0,0
57.4,58.9,57.3,0,0,52.9,0.6,0,0.3,0,0,0,0,0,0
