gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
66.3,67.7,66.3,59.8,0.0,0.0
66.4,67.9,66.4,59.4,0.0,0.0
66.5,67.9,66.5,59.0,0.0,0.0
66.5,67.9,66.5,58.7,0.0,0.0
66.3,67.8,66.3,58.4,0.0,0.0
66.1,67.5,66.1,58.1,0.0,0.0
65.8,67.2,65.8,57.8,0.0,0.0
65.5,66.9,65.5,57.5,0.0,0.0
65.1,66.5,65.1,57.3,0.0,0.0
64.7,66.1,64.7,57.0,0.0,0.0
64.3,65.7,64.3,56.8,0.0,0.0
64.0,65.4,64.0,56.6,0.0,0.0
63.8,65.2,63.8,56.4,0.0,0.0
63.7,65.1,63.7,56.3,0.0,0.0
63.7,65.1,63.7,56.1,0.0,0.0
63.8,65.2,63.8,56.0,0.0,0.0
63.9,65.3,63.9,55.9,0.0,0.0
64.0,65.4,64.0,55.8,0.0,0.0
64.0,65.4,64.0,55.7,0.0,0.0
64.0,65.4,64.0,55.6,0.0,0.0
64.0,65.4,64.0,55.6,0.0,0.0
63.9,65.3,63.9,55.6,0.0,0.0
63.8,65.2,63.8,55.5,0.0,0.0
63.7,65.1,63.7,55.5,0.0,0.0
63.6,65.0,63.6,55.5,0.0,0.0
63.6,65.0,63.6,55.5,0.0,0.0
63.6,64.9,63.6,55.5,0.0,0.0
63.5,64.9,63.5,55.5,0.0,0.0
63.5,64.8,63.5,55.6,0.0,0.0
63.3,64.7,63.3,55.6,0.0,0.0
63.1,64.5,63.1,55.6,0.0,0.0
62.8,64.1,62.8,55.7,0.0,0.0
62.4,63.7,62.4,55.7,0.0,0.0
61.9,63.2,61.9,55.8,0.0,0.0
61.4,62.7,61.4,55.8,0.0,0.0
60.9,62.3,60.9,55.9,0.0,0.0
60.5,61.8,60.5,55.9,0.0,0.0
60.2,61.5,60.2,56.0,0.0,0.0
59.9,61.2,59.9,56.0,0.0,0.0
59.6,60.9,59.6,56.1,0.0,0.0
59.4,60.7,59.4,56.1,0.0,0.0
59.1,60.4,59.1,56.1,0.0,0.0
58.9,60.1,58.9,56.2,0.0,0.0
58.6,59.8,58.6,56.2,0.0,0.0
58.2,59.5,58.2,56.3,0.0,0.0
57.9,59.2,57.9,56.3,0.0,0.0
57.6,58.8,57.6,56.3,0.0,0.0
57.3,58.5,57.3,56.3,0.0,0.0
57.0,58.3,57.0,56.3,0.0,0.0
56.9,58.1,56.9,56.3,0.0,0.0
56.7,58.0,56.7,56.3,0.0,0.0
56.6,57.9,56.6,56.3,0.0,0.0
56.5,57.8,56.5,56.2,0.0,0.0
56.5,57.7,56.5,56.2,0.0,0.0
56.4,57.6,56.4,56.2,0.0,0.0
56.2,57.4,56.2,56.1,0.0,0.0
56.1,57.3,56.1,56.0,0.0,0.0
56.0,57.2,56.0,56.0,0.0,0.0
55.8,57.1,55.8,55.9,0.0,0.0
55.8,57.0,55.8,55.8,0.0,0.0
55.7,56.9,55.7,55.8,0.0,0.0
55.8,57.0,55.8,55.7,0.0,0.0
55.9,57.1,55.9,55.6,0.0,0.0
56.0,57.2,56.0,55.5,0.0,0.0
56.1,57.3,56.1,55.4,0.0,0.0
56.2,57.4,56.2,55.3,0.0,0.0
56.3,57.5,56.3,55.2,0.0,0.0
56.3,57.5,56.3,55.1,0.0,0.0
56.3,57.5,56.3,55.0,0.0,0.0
56.3,57.5,56.3,54.9,0.0,0.0
56.2,57.5,56.2,54.8,0.0,0.0
56.3,57.5,56.3,54.6,0.0,0.0
56.3,57.5,56.3,54.5,0.0,0.0
56.4,57.6,56.4,54.4,0.0,0.0
56.5,57.8,56.5,54.3,0.0,0.0
56.7,57.9,56.7,54.2,0.0,0.0
56.8,58.1,56.8,54.0,0.0,0.0
57.0,58.2,57.0,53.9,0.0,0.0
57.1,58.3,57.1,53.8,0.0,0.0
57.2,58.4,57.2,53.7,0.0,0.0
57.2,58.4,57.2,53.6,0.0,0.0
57.2,58.5,57.2,53.5,0.0,0.0
57.2,58.5,57.2,53.3,0.0,0.0
57.2,58.5,57.2,53.2,0.0,0.0
57.2,58.5,57.2,53.1,0.1,0.0
57.2,58.5,57.2,53.0,0.1,0.1
57.3,58.5,57.3,52.9,0.3,0.1
57.3,58.5,57.3,52.8,0.4,0.2
57.3,58.5,57.3,52.7,0.6,0.3
57.3,58.6,57.3,52.6,0.8,0.3
57.4,58.6,57.4,52.5,0.9,0.4
57.4,58.7,57.4,52.4,1.1,0.5
57.4,58.6,57.4,52.4,1.3,0.7
57.3,58.5,57.3,52.3,1.6,0.9
57.1,58.3,57.1,52.2,2.1,1.3
56.9,58.1,56.9,52.2,2.6,1.7
56.7,57.9,56.7,52.1,3.1,2.0
56.6,57.8,56.6,52.1,3.5,2.2
56.4,57.7,56.4,52.0,4.0,2.3
56.3,57.5,56.3,52.0,4.5,2.5
56.1,57.3,56.1,52.0,5.2,2.8
55.8,57.0,55.8,51.9,6.0,3.2
55.4,56.6,55.4,51.9,6.8,3.7
55.2,56.4,55.2,51.9,7.5,4.1
55.1,56.3,55.1,51.9,8.0,4.3
55.1,56.3,55.1,51.9,8.3,4.3
55.2,56.4,55.2,51.9,8.7,4.3
55.2,56.4,55.2,51.9,9.1,4.4
55.0,56.2,55.0,51.8,9.9,4.8
54.7,55.9,54.7,51.8,10.9,5.4
54.4,55.5,54.4,51.8,11.9,6.2
54.1,55.3,54.1,51.8,12.7,7.0
54.0,55.2,54.0,51.8,13.1,7.6
