1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
83.7,84.7,83.6,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
81.9,86.0,82.7,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
83.6,86.5,83.1,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
81.8,82.2,83.3,0,0,10.3,0.0,0,0.0,0,0,0,0,0,0
82.3,83.2,83.3,0,0,10.2,0.0,0,0.0,0,0,0,0,0,0
82.0,82.7,83.1,0,0,10.1,0.0,0,0.0,0,0,0,0,0,0
82.6,83.5,81.6,0,0,9.9,0.0,0,0.0,0,0,0,0,0,0
80.4,82.6,80.8,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
79.4,81.7,81.0,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
79.5,80.2,78.8,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
77.5,80.8,78.4,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
77.9,79.4,78.8,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
76.8,79.5,78.3,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
76.1,77.4,76.0,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
75.4,76.8,75.4,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
75.8,78.2,76.0,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
75.1,78.0,77.9,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
75.2,77.0,75.8,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
75.4,77.4,75.0,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
75.8,76.1,75.3,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
74.0,76.1,75.4,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
74.4,76.4,75.0,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
73.7,76.3,73.7,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
73.8,75.2,74.5,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
74.0,75.5,73.1,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
73.8,73.6,73.8,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
71.9,74.8,73.5,0,0,10.0,0.0,0,0.0,0,0,0,0,0,0
73.9,75.3,73.1,0,0,10.3,0.0,0,0.0,0,0,0,0,0,0
72.1,75.4,73.0,0,0,10.2,0.0,0,0.0,0,0,0,0,0,0
73.0,74.8,71.9,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
71.5,73.8,71.9,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
72.1,74.5,70.7,0,0,10.7,0.0,0,0.0,0,0,0,0,0,0
71.0,73.6,71.3,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
70.1,72.4,70.7,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
71.4,72.8,70.4,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
69.0,72.3,70.6,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
68.9,69.7,69.6,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
69.8,70.2,68.0,0,0,11.5,0.0,0,0.0,0,0,0,0,0,0
69.9,69.9,67.4,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
67.2,69.6,68.7,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
67.8,68.4,67.1,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
67.6,68.8,67.2,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
66.3,67.9,66.9,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
66.4,69.2,66.9,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
66.6,67.5,65.5,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
65.8,67.8,65.9,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
65.3,67.7,66.6,0,0,12.7,0.0,0,0.0,0,0,0,0,0,0
64.6,65.4,65.3,0,0,12.7,0.0,0,0.0,0,0,0,0,0,0
64.7,66.7,65.3,0,0,12.9,0.0,0,0.0,0,0,0,0,0,0
64.3,65.7,64.5,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
65.0,65.8,63.9,0,0,13.0,0.0,0,0.0,0,0,0,0,0,0
62.2,64.1,64.3,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.7,65.7,64.1,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
64.5,64.5,62.6,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
62.5,65.0,63.8,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
63.3,64.4,63.3,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
62.0,66.1,62.8,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.6,64.4,62.8,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.8,63.7,64.2,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
62.5,64.5,61.7,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
62.2,65.2,62.2,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
64.0,64.2,62.5,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
63.5,64.4,62.9,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
62.6,63.1,63.3,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
62.6,64.1,63.5,0,0,13.7,0.0,0,0.0,0,0,0,0,0,0
61.8,64.2,63.3,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
63.5,64.2,62.8,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
63.0,64.6,62.8,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
62.9,64.8,63.7,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
62.2,64.2,62.4,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
63.3,64.2,62.2,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
63.2,65.3,63.2,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
62.4,63.8,63.0,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.2,64.7,63.7,0,0,13.6,0.0,0,0.0,0,0,0,0,0,0
64.2,63.9,63.9,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
64.5,64.3,62.5,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.7,63.7,64.3,0,0,13.4,0.0,0,0.0,0,0,0,0,0,0
63.3,65.0,62.7,0,0,13.6,0.0,0,0.0,0,0,0,0,0,0
63.4,65.5,64.0,0,0,13.8,0.0,0,0.0,0,0,0,0,0,0
63.8,62.8,63.0,0,0,13.6,0.0,0,0.0,0,0,0,0,0,0
64.7,66.1,64.1,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
64.3,65.1,64.0,0,0,13.6,0.0,0,0.0,0,0,0,0,0,0
64.0,64.9,63.5,0,0,13.9,0.0,0,0.0,0,0,0,0,0,0
64.3,65.6,64.4,0,0,13.7,0.0,0,0.0,0,0,0,0,0,0
64.4,65.2,64.8,0,0,13.8,0.0,0,0.0,0,0,0,0,0,0
62.8,65.8,64.4,0,0,14.1,0.1,0,0.0,0,0,0,0,0,0
64.1,65.1,64.5,0,0,14.2,0.1,0,0.1,0,0,0,0,0,0
63.7,64.8,63.5,0,0,14.6,0.2,0,0.1,0,0,0,0,0,0
63.7,65.4,64.1,0,0,14.5,0.3,0,0.1,0,0,0,0,0,0
64.3,66.2,64.4,0,0,14.6,0.4,0,0.2,0,0,0,0,0,0
64.5,64.8,64.9,0,0,14.4,0.6,0,0.4,0,0,0,0,0,0
62.4,65.8,65.1,0,0,14.6,1.0,0,0.6,0,0,0,0,0,0
63.2,65.6,64.6,0,0,14.9,1.4,0,0.9,0,0,0,0,0,0
63.7,64.7,64.2,0,0,15.1,1.9,0,1.2,0,0,0,0,0,0
63.5,65.9,63.5,0,0,14.9,2.4,0,1.5,0,0,0,0,0,0
64.0,64.8,64.6,0,0,15.2,2.8,0,1.7,0,0,0,0,0,0
64.3,64.9,63.8,0,0,15.1,3.2,0,1.9,0,0,0,0,0,0
63.7,63.5,64.4,0,0,15.1,3.8,0,2.2,0,0,0,0,0,0
64.2,64.6,62.7,0,0,15.0,4.3,0,2.5,0,0,0,0,0,0
63.9,65.5,62.0,0,0,15.1,4.8,0,2.8,0,0,0,0,0,0
62.5,64.7,63.9,0,0,15.3,5.5,0,3.2,0,0,0,0,0,0
63.2,64.1,61.6,0,0,15.5,6.2,0,3.6,0,0,0,0,0,0
62.3,63.7,62.5,0,0,15.4,6.9,0,4.0,0,0,0,0,0,0
61.6,63.0,63.0,0,0,15.4,7.7,0,4.6,0,0,0,0,0,0
61.4,64.4,61.7,0,0,15.8,8.4,0,5.2,0,0,0,0,0,0
62.1,63.0,61.4,0,0,15.8,9.0,0,5.6,0,0,0,0,0,0
61.0,63.8,60.8,0,0,15.7,9.7,0,6.0,0,0,0,0,0,0
61.4,62.6,61.5,0,0,15.6,10.4,0,6.5,0,0,0,0,0,0
61.1,63.2,60.7,0,0,15.8,11.6,0,6.9,0,0,0,0,0,0
60.9,62.6,61.5,0,0,15.8,12.6,0,7.5,0,0,0,0,0,0
59.9,61.0,60.7,0,0,15.8,14.1,0,8.1,0,0,0,0,0,0
60.0,61.7,60.8,0,0,15.8,14.9,0,8.5,0,0,0,0,0,0
61.8,61.2,60.9,0,0,16.0,15.3,0,8.6,0,0,0,0,0,0
61.7,62.8,61.1,0,0,15.9,14.9,0,8.1,0,0,0,0,0,0
61.5,64.3,62.3,0,0,15.8,13.9,0,7.3,0,0,0,0,0,0
63.4,65.1,63.6,0,0,16.3,12.7,0,6.8,0,0,0,0,0,0
64.1,65.0,62.1,0,0,16.0,12.8,0,7.1,0,0,0,0,0,0
62.9,63.8,62.5,0,0,15.7,14.8,0,8.1,0,0,0,0,0,0
60.8,62.9,61.9,0,0,16.1,17.7,0,10.2,0,0,0,0,0,0
60.6,61.1,59.8,0,0,15.8,19.9,0,12.0,0,0,0,0,0,0
59.8,61.0,58.9,0,0,15.7,22.1,0,13.2,0,0,0,0,0,0
59.4,60.7,59.0,0,0,16.2,22.2,0,13.6,0,0,0,0,0,0
60.6,61.8,60.5,0,0,16.0,21.4,0,13.1,0,0,0,0,0,0
61.0,62.4,60.9,0,0,15.9,20.2,0,12.4,0,0,0,0,0,0
60.8,63.6,62.7,0,0,16.2,18.4,0,12.1,0,0,0,0,0,0
61.8,63.6,62.0,0,0,15.7,18.3,0,12.0,0,0,0,0,0,0
62.4,62.8,61.3,0,0,15.9,18.7,0,12.3,0,0,0,0,0,0
