1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
83.2,85.0,83.2,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
83.0,84.8,83.0,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
82.7,84.4,82.7,0,0,10.3,0.0,0,0.0,0,0,0,0,0,0
82.2,84.0,82.2,0,0,10.2,0.0,0,0.0,0,0,0,0,0,0
81.7,83.5,81.7,0,0,10.0,0.0,0,0.0,0,0,0,0,0,0
81.1,82.9,81.1,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
80.5,82.2,80.5,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
79.8,81.5,79.8,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
79.1,80.8,79.1,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
78.3,80.0,78.3,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
77.7,79.4,77.7,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
77.1,78.8,77.1,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
76.6,78.3,76.6,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
76.2,77.9,76.2,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
75.9,77.6,75.9,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
75.7,77.4,75.7,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
75.5,77.2,75.5,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
75.4,77.0,75.4,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
75.2,76.8,75.2,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
74.9,76.5,74.9,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
74.6,76.2,74.6,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
74.3,75.9,74.3,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
74.0,75.6,74.0,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
73.7,75.3,73.7,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
73.5,75.1,73.5,0,0,9.9,0.0,0,0.0,0,0,0,0,0,0
73.2,74.8,73.2,0,0,10.0,0.0,0,0.0,0,0,0,0,0,0
73.0,74.6,73.0,0,0,10.1,0.0,0,0.0,0,0,0,0,0,0
72.8,74.4,72.8,0,0,10.3,0.0,0,0.0,0,0,0,0,0,0
72.5,74.1,72.5,0,0,10.4,0.0,0,0.0,0,0,0,0,0,0
72.3,73.8,72.3,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
71.9,73.4,71.9,0,0,10.6,0.0,0,0.0,0,0,0,0,0,0
71.4,73.0,71.4,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
70.9,72.4,70.9,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
70.3,71.8,70.3,0,0,11.1,0.0,0,0.0,0,0,0,0,0,0
69.7,71.2,69.7,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
69.2,70.6,69.2,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
68.6,70.1,68.6,0,0,11.5,0.0,0,0.0,0,0,0,0,0,0
68.2,69.7,68.2,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
67.8,69.3,67.8,0,0,11.8,0.0,0,0.0,0,0,0,0,0,0
67.4,68.9,67.4,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
67.1,68.6,67.1,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
66.8,68.2,66.8,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
66.4,67.9,66.4,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
66.1,67.5,66.1,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
65.7,67.1,65.7,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
65.3,66.7,65.3,0,0,12.7,0.0,0,0.0,0,0,0,0,0,0
64.9,66.3,64.9,0,0,12.8,0.0,0,0.0,0,0,0,0,0,0
64.6,66.0,64.6,0,0,12.9,0.0,0,0.0,0,0,0,0,0,0
64.3,65.7,64.3,0,0,13.0,0.0,0,0.0,0,0,0,0,0,0
64.1,65.5,64.1,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
63.9,65.3,63.9,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
63.7,65.1,63.7,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
63.6,65.0,63.6,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
63.5,64.9,63.5,0,0,13.2,0.0,0,0.0,0,0,0,0,0,0
63.4,64.7,63.4,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.2,64.6,63.2,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.1,64.4,63.1,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.9,64.3,62.9,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.8,64.2,62.8,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.7,64.0,62.7,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.6,64.0,62.6,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.7,64.0,62.7,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.7,64.1,62.7,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.8,64.2,62.8,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
62.9,64.3,62.9,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.0,64.3,63.0,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.0,64.4,63.0,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
63.1,64.4,63.1,0,0,13.3,0.0,0,0.0,0,0,0,0,0,0
