1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
81.1,82.9,79.6,0,0,6.2,0.0,0,0.0,0,0,0,0,0,0
81.0,82.9,79.9,0,0,6.2,0.0,0,0.0,0,0,0,0,0,0
79.5,81.8,80.5,0,0,6.3,0.0,0,0.0,0,0,0,0,0,0
80.9,82.0,79.4,0,0,6.2,0.0,0,0.0,0,0,0,0,0,0
80.2,83.2,81.4,0,0,6.2,0.0,0,0.0,0,0,0,0,0,0
80.5,82.1,79.6,0,0,6.2,0.0,0,0.0,0,0,0,0,0,0
79.6,81.9,80.0,0,0,6.0,0.0,0,0.0,0,0,0,0,0,0
78.3,80.8,79.0,0,0,6.0,0.0,0,0.0,0,0,0,0,0,0
79.3,80.2,77.9,0,0,6.0,0.0,0,0.0,0,0,0,0,0,0
78.2,80.0,79.7,0,0,6.0,0.0,0,0.0,0,0,0,0,0,0
78.8,78.7,77.2,0,0,6.0,0.0,0,0.0,0,0,0,0,0,0
77.7,78.3,77.3,0,0,5.9,0.0,0,0.0,0,0,0,0,0,0
78.2,78.7,77.0,0,0,5.8,0.0,0,0.0,0,0,0,0,0,0
76.1,78.7,76.5,0,0,5.8,0.0,0,0.0,0,0,0,0,0,0
75.6,80.2,76.9,0,0,5.8,0.0,0,0.0,0,0,0,0,0,0
75.0,77.9,76.7,0,0,5.7,0.0,0,0.0,0,0,0,0,0,0
77.8,78.3,75.5,0,0,5.8,0.0,0,0.0,0,0,0,0,0,0
75.7,78.0,76.1,0,0,5.7,0.0,0,0.0,0,0,0,0,0,0
75.0,78.5,77.0,0,0,5.7,0.0,0,0.0,0,0,0,0,0,0
76.3,77.6,77.5,0,0,5.6,0.0,0,0.0,0,0,0,0,0,0
76.2,77.3,77.7,0,0,5.5,0.0,0,0.0,0,0,0,0,0,0
77.3,78.9,76.4,0,0,5.5,0.0,0,0.0,0,0,0,0,0,0
76.0,77.5,75.9,0,0,5.5,0.0,0,0.0,0,0,0,0,0,0
76.1,77.6,76.6,0,0,5.4,0.0,0,0.0,0,0,0,0,0,0
77.2,77.5,77.7,0,0,5.5,0.0,0,0.0,0,0,0,0,0,0
76.8,77.7,76.8,0,0,5.5,0.0,0,0.0,0,0,0,0,0,0
74.3,77.4,74.7,0,0,5.4,0.0,0,0.0,0,0,0,0,0,0
76.5,77.2,75.0,0,0,5.3,0.0,0,0.0,0,0,0,0,0,0
76.6,76.0,75.9,0,0,5.2,0.0,0,0.0,0,0,0,0,0,0
75.4,78.2,75.8,0,0,5.2,0.0,0,0.0,0,0,0,0,0,0
73.9,78.0,75.1,0,0,5.2,0.0,0,0.0,0,0,0,0,0,0
75.4,76.8,75.8,0,0,5.3,0.0,0,0.0,0,0,0,0,0,0
74.8,76.5,74.2,0,0,5.1,0.0,0,0.0,0,0,0,0,0,0
75.2,77.6,73.9,0,0,5.1,0.0,0,0.0,0,0,0,0,0,0
73.4,76.8,74.2,0,0,5.1,0.0,0,0.0,0,0,0,0,0,0
72.4,75.7,73.7,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
72.2,75.0,71.6,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
72.5,74.8,73.6,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
73.4,74.1,73.7,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
72.7,74.1,73.5,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
73.1,73.5,72.4,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
71.8,73.5,71.9,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
73.2,73.7,70.7,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
70.7,72.9,72.3,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
71.7,73.6,70.9,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
70.5,72.4,70.9,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
70.3,73.4,69.6,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.2,72.5,71.5,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.6,72.8,70.8,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.7,72.0,69.1,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.6,72.0,68.8,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
71.0,70.7,70.1,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
68.3,70.6,69.7,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.3,71.4,70.3,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.8,71.7,68.9,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
68.4,70.4,69.1,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
68.5,71.4,68.6,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.9,71.1,67.7,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.8,69.6,68.7,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
67.3,69.9,68.9,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.7,70.2,68.7,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.1,69.8,68.1,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
67.6,69.1,67.5,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.4,70.8,69.5,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.6,70.0,69.4,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.7,69.8,68.7,0,0,5.1,0.0,0,0.0,0,0,0,0,0,0
69.0,71.0,69.4,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
69.5,70.9,69.1,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.3,70.7,68.8,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
69.8,70.8,69.4,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
70.2,70.9,69.5,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
68.4,70.5,69.6,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.5,70.8,69.0,0,0,4.9,0.0,0,0.0,0,0,0,0,0,0
69.3,70.5,69.7,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
68.9,71.5,69.0,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
70.0,70.3,68.7,0,0,5.0,0.0,0,0.0,0,0,0,0,0,0
