1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
76.3,77.0,75.6,0,0,17.4,0.0,0,0.0,0,0,0,0,0,0
76.9,78.0,75.6,0,0,17.3,0.0,0,0.0,0,0,0,0,0,0
74.2,78.4,74.7,0,0,17.4,0.0,0,0.0,0,0,0,0,0,0
75.4,78.3,75.9,0,0,17.8,0.0,0,0.0,0,0,0,0,0,0
74.1,75.9,74.5,0,0,17.7,0.0,0,0.0,0,0,0,0,0,0
73.7,77.2,73.5,0,0,17.5,0.0,0,0.0,0,0,0,0,0,0
74.2,76.4,73.1,0,0,17.7,0.0,0,0.0,0,0,0,0,0,0
74.0,75.8,73.3,0,0,17.6,0.0,0,0.0,0,0,0,0,0,0
72.8,73.4,73.4,0,0,17.4,0.0,0,0.0,0,0,0,0,0,0
73.5,72.7,74.2,0,0,17.2,0.0,0,0.0,0,0,0,0,0,0
74.0,73.1,71.1,0,0,17.8,0.0,0,0.0,0,0,0,0,0,0
71.6,72.6,70.8,0,0,17.9,0.0,0,0.0,0,0,0,0,0,0
70.2,72.2,72.1,0,0,17.7,0.0,0,0.0,0,0,0,0,0,0
70.8,72.1,71.3,0,0,17.3,0.0,0,0.0,0,0,0,0,0,0
70.2,72.0,70.0,0,0,17.3,0.0,0,0.0,0,0,0,0,0,0
70.3,73.1,70.1,0,0,17.0,0.0,0,0.0,0,0,0,0,0,0
70.4,72.3,71.1,0,0,16.6,0.0,0,0.0,0,0,0,0,0,0
70.1,71.2,70.1,0,0,16.6,0.0,0,0.0,0,0,0,0,0,0
70.3,72.2,70.5,0,0,16.2,0.0,0,0.0,0,0,0,0,0,0
70.3,71.1,70.4,0,0,16.1,0.0,0,0.0,0,0,0,0,0,0
71.0,71.9,69.8,0,0,15.9,0.0,0,0.0,0,0,0,0,0,0
70.4,72.0,71.3,0,0,15.7,0.0,0,0.0,0,0,0,0,0,0
70.1,72.0,69.7,0,0,15.5,0.0,0,0.0,0,0,0,0,0,0
71.8,72.4,69.1,0,0,14.8,0.0,0,0.0,0,0,0,0,0,0
70.6,71.7,71.4,0,0,15.1,0.0,0,0.0,0,0,0,0,0,0
69.5,70.8,70.6,0,0,14.6,0.0,0,0.0,0,0,0,0,0,0
69.9,71.2,70.1,0,0,14.3,0.0,0,0.0,0,0,0,0,0,0
71.0,71.8,68.5,0,0,14.2,0.0,0,0.0,0,0,0,0,0,0
70.1,72.0,69.0,0,0,13.9,0.0,0,0.0,0,0,0,0,0,0
69.8,72.1,69.2,0,0,13.8,0.0,0,0.0,0,0,0,0,0,0
69.8,71.1,69.4,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
69.5,70.5,68.9,0,0,13.5,0.0,0,0.0,0,0,0,0,0,0
69.8,72.1,70.0,0,0,13.1,0.0,0,0.0,0,0,0,0,0,0
68.9,70.6,68.9,0,0,12.8,0.0,0,0.0,0,0,0,0,0,0
68.8,70.7,69.0,0,0,12.7,0.0,0,0.0,0,0,0,0,0,0
67.3,69.9,68.8,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
68.3,68.6,68.1,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
67.4,69.8,67.2,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
67.4,68.3,67.6,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
66.9,69.2,68.0,0,0,11.5,0.0,0,0.0,0,0,0,0,0,0
67.0,68.0,67.0,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
66.7,68.5,65.6,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
66.9,68.0,66.8,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
66.7,66.5,65.9,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
65.8,68.0,66.0,0,0,10.6,0.0,0,0.0,0,0,0,0,0,0
65.4,66.4,66.8,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
65.4,66.7,64.4,0,0,10.4,0.0,0,0.0,0,0,0,0,0,0
65.1,67.5,65.3,0,0,10.1,0.0,0,0.0,0,0,0,0,0,0
64.8,66.8,65.3,0,0,9.9,0.0,0,0.0,0,0,0,0,0,0
64.5,65.8,64.7,0,0,10.0,0.0,0,0.0,0,0,0,0,0,0
65.4,66.8,64.1,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
64.6,67.2,65.0,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
64.2,65.8,64.2,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
63.2,65.6,63.3,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
63.7,67.0,64.0,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
65.5,66.3,65.8,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
63.5,66.3,64.7,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
64.5,66.2,65.1,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
65.0,66.6,63.2,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
63.0,64.9,64.0,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
64.9,64.9,64.4,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
63.8,65.6,64.4,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
64.1,65.0,63.2,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
63.5,65.1,64.8,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
65.3,65.2,65.1,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
64.4,66.1,63.9,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
64.1,66.5,64.7,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
64.8,65.8,63.3,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
64.8,66.2,64.9,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
64.7,66.2,64.4,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
64.5,66.7,64.9,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
64.7,64.7,66.0,0,0,8.9,0.0,0,0.0,0,0,0,0,0,0
64.6,64.8,64.2,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
63.8,66.7,65.6,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
64.7,66.1,65.4,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
65.1,64.4,65.2,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
63.9,66.8,65.2,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
65.7,67.3,65.8,0,0,8.9,0.0,0,0.0,0,0,0,0,0,0
63.7,67.2,65.9,0,0,8.8,0.0,0,0.0,0,0,0,0,0,0
65.6,67.4,65.6,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
64.6,67.1,65.4,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
65.6,67.2,65.9,0,0,8.9,0.0,0,0.0,0,0,0,0,0,0
66.1,65.7,64.5,0,0,8.9,0.0,0,0.0,0,0,0,0,0,0
66.4,66.0,65.7,0,0,8.8,0.0,0,0.0,0,0,0,0,0,0
66.1,66.9,66.0,0,0,8.8,0.0,0,0.0,0,0,0,0,0,0
65.8,67.4,65.9,0,0,8.9,0.1,0,0.0,0,0,0,0,0,0
66.4,67.3,65.4,0,0,8.8,0.1,0,0.1,0,0,0,0,0,0
66.5,67.1,65.7,0,0,8.8,0.3,0,0.1,0,0,0,0,0,0
65.6,68.0,65.0,0,0,8.7,0.4,0,0.2,0,0,0,0,0,0
66.2,66.2,66.3,0,0,8.6,0.6,0,0.3,0,0,0,0,0,0
65.7,67.5,66.1,0,0,8.6,0.7,0,0.4,0,0,0,0,0,0
66.6,67.7,65.9,0,0,8.7,0.9,0,0.5,0,0,0,0,0,0
66.4,67.3,66.8,0,0,8.6,1.1,0,0.6,0,0,0,0,0,0
65.9,67.1,66.3,0,0,8.3,1.4,0,0.7,0,0,0,0,0,0
67.0,68.4,66.4,0,0,8.2,2.0,0,1.0,0,0,0,0,0,0
66.0,67.7,65.3,0,0,8.3,2.6,0,1.3,0,0,0,0,0,0
67.0,66.7,65.0,0,0,8.2,3.2,0,1.6,0,0,0,0,0,0
66.6,67.6,66.5,0,0,8.3,3.5,0,1.7,0,0,0,0,0,0
65.4,68.5,66.2,0,0,8.0,3.6,0,1.8,0,0,0,0,0,0
65.9,66.6,66.9,0,0,8.0,3.5,0,1.9,0,0,0,0,0,0
66.9,67.2,66.2,0,0,7.7,3.7,0,2.1,0,0,0,0,0,0
65.2,66.4,66.2,0,0,7.9,4.6,0,2.8,0,0,0,0,0,0
63.5,66.4,65.4,0,0,7.8,6.1,0,3.8,0,0,0,0,0,0
63.8,64.5,63.7,0,0,7.5,8.0,0,5.0,0,0,0,0,0,0
64.1,65.5,63.0,0,0,7.5,9.5,0,6.0,0,0,0,0,0,0
63.9,65.6,62.9,0,0,7.5,10.3,0,6.6,0,0,0,0,0,0
64.6,65.0,63.4,0,0,7.1,11.0,0,6.7,0,0,0,0,0,0
62.6,64.5,64.2,0,0,7.1,10.7,0,6.6,0,0,0,0,0,0
63.9,66.9,63.1,0,0,7.2,10.8,0,6.5,0,0,0,0,0,0
64.1,66.2,63.2,0,0,7.0,11.6,0,6.7,0,0,0,0,0,0
63.4,64.6,64.3,0,0,6.9,12.6,0,6.9,0,0,0,0,0,0
65.0,65.8,63.6,0,0,6.8,13.9,0,7.2,0,0,0,0,0,0
63.5,65.2,64.2,0,0,6.6,14.6,0,7.7,0,0,0,0,0,0
64.2,64.7,64.8,0,0,6.6,15.1,0,7.8,0,0,0,0,0,0
63.9,66.3,63.9,0,0,6.5,14.6,0,7.9,0,0,0,0,0,0
64.8,66.5,64.7,0,0,6.5,14.2,0,8.2,0,0,0,0,0,0
64.3,65.6,64.4,0,0,6.3,14.0,0,8.5,0,0,0,0,0,0
64.6,65.8,64.0,0,0,6.3,14.6,0,9.0,0,0,0,0,0,0
64.1,66.4,63.3,0,0,6.3,16.1,0,9.7,0,0,0,0,0,0
65.1,64.3,65.0,0,0,6.2,17.2,0,10.5,0,0,0,0,0,0
63.4,64.3,63.6,0,0,6.0,17.6,0,10.4,0,0,0,0,0,0
64.8,65.1,63.2,0,0,6.1,17.4,0,10.4,0,0,0,0,0,0
63.4,66.6,64.6,0,0,6.0,16.7,0,9.8,0,0,0,0,0,0
65.4,66.9,65.7,0,0,5.9,16.2,0,9.4,0,0,0,0,0,0
64.9,66.9,65.5,0,0,5.9,16.0,0,9.7,0,0,0,0,0,0
65.3,64.9,65.2,0,0,5.8,17.2,0,10.5,0,0,0,0,0,0
65.4,65.1,64.6,0,0,5.8,19.0,0,11.8,0,0,0,0,0,0
62.0,64.0,62.0,0,0,5.8,21.6,0,13.3,0,0,0,0,0,0
61.9,62.8,62.2,0,0,5.8,23.1,0,14.0,0,0,0,0,0,0
61.8,62.6,61.9,0,0,5.8,24.3,0,14.3,0,0,0,0,0,0
60.3,63.7,62.5,0,0,5.7,24.8,0,14.2,0,0,0,0,0,0
61.2,64.4,62.6,0,0,5.6,23.8,0,13.7,0,0,0,0,0,0
62.3,65.0,62.3,0,0,5.6,23.6,0,12.9,0,0,0,0,0,0
62.7,65.4,63.7,0,0,5.7,22.9,0,12.5,0,0,0,0,0,0
63.4,66.1,63.7,0,0,5.5,22.0,0,11.8,0,0,0,0,0,0
63.5,65.8,64.0,0,0,5.7,21.8,0,11.3,0,0,0,0,0,0
62.7,65.0,63.8,0,0,5.5,21.6,0,11.2,0,0,0,0,0,0
64.2,64.8,63.6,0,0,5.6,22.4,0,11.8,0,0,0,0,0,0
62.1,64.5,64.1,0,0,5.6,23.6,0,12.4,0,0,0,0,0,0
62.5,63.9,63.3,0,0,5.4,24.6,0,13.2,0,0,0,0,0,0
60.9,64.2,63.4,0,0,5.5,25.6,0,13.9,0,0,0,0,0,0
61.8,64.3,62.1,0,0,5.6,25.7,0,14.1,0,0,0,0,0,0
63.3,64.3,64.4,0,0,5.5,25.7,0,14.1,0,0,0,0,0,0
62.3,63.5,63.9,0,0,5.5,25.3,0,13.7,0,0,0,0,0,0
63.9,63.0,63.2,0,0,5.4,24.8,0,13.4,0,0,0,0,0,0
63.6,65.9,63.2,0,0,5.4,23.1,0,12.9,0,0,0,0,0,0
63.5,64.9,64.7,0,0,5.7,22.7,0,12.7,0,0,0,0,0,0
64.8,67.3,65.2,0,0,5.5,21.5,0,12.5,0,0,0,0,0,0
65.0,65.4,64.2,0,0,5.5,21.1,0,12.2,0,0,0,0,0,0
64.4,67.7,64.3,0,0,5.4,20.9,0,12.4,0,0,0,0,0,0
65.3,66.1,65.0,0,0,5.5,21.1,0,12.3,0,0,0,0,0,0
65.6,66.3,66.0,0,0,5.5,21.1,0,12.5,0,0,0,0,0,0
65.5,65.9,66.4,0,0,5.6,21.6,0,12.1,0,0,0,0,0,0
66.0,66.5,65.0,0,0,5.5,21.7,0,12.0,0,0,0,0,0,0
66.5,68.1,65.9,0,0,5.5,22.0,0,11.3,0,0,0,0,0,0
64.0,67.6,65.7,0,0,5.5,22.0,0,10.9,0,0,0,0,0,0
65.6,67.6,66.7,0,0,5.6,21.7,0,10.3,0,0,0,0,0,0
65.8,67.8,66.6,0,0,5.5,20.5,0,10.3,0,0,0,0,0,0
66.5,68.7,66.4,0,0,5.7,18.9,0,10.3,0,0,0,0,0,0
66.6,68.0,66.9,0,0,5.6,18.0,0,10.1,0,0,0,0,0,0
