1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
74.8,18.3,76.4,0,0,74.8,0,0.0,0,0,0,0,0,0
74.5,18.9,76.1,0,0,74.5,0,0.0,0,0,0,0,0,0
74.1,19.5,75.7,0,0,74.1,0,0.0,0,0,0,0,0,0
73.6,20.2,75.2,0,0,73.6,0,0.0,0,0,0,0,0,0
73.1,20.8,74.6,0,0,73.1,0,0.0,0,0,0,0,0,0
72.4,21.4,74.0,0,0,72.4,0,0.0,0,0,0,0,0,0
71.8,22.0,73.3,0,0,71.8,0,0.0,0,0,0,0,0,0
71.1,22.6,72.6,0,0,71.1,0,0.0,0,0,0,0,0,0
70.3,23.1,71.9,0,0,70.3,0,0.0,0,0,0,0,0,0
69.6,23.7,71.1,0,0,69.6,0,0.0,0,0,0,0,0,0
68.9,24.3,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
68.4,24.8,69.8,0,0,68.4,0,0.0,0,0,0,0,0,0
67.9,25.3,69.3,0,0,67.9,0,0.0,0,0,0,0,0,0
67.5,25.8,68.9,0,0,67.5,0,0.0,0,0,0,0,0,0
67.2,26.3,68.6,0,0,67.2,0,0.0,0,0,0,0,0,0
67.0,26.8,68.4,0,0,67.0,0,0.0,0,0,0,0,0,0
66.8,27.2,68.2,0,0,66.8,0,0.0,0,0,0,0,0,0
66.6,27.7,68.1,0,0,66.6,0,0.0,0,0,0,0,0,0
66.4,28.1,67.9,0,0,66.4,0,0.0,0,0,0,0,0,0
66.2,28.5,67.6,0,0,66.2,0,0.0,0,0,0,0,0,0
65.9,28.9,67.4,0,0,65.9,0,0.0,0,0,0,0,0,0
65.7,29.3,67.1,0,0,65.7,0,0.0,0,0,0,0,0,0
65.4,29.7,66.8,0,0,65.4,0,0.0,0,0,0,0,0,0
65.1,30.1,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
64.9,30.5,66.3,0,0,64.9,0,0.0,0,0,0,0,0,0
64.7,30.8,66.1,0,0,64.7,0,0.0,0,0,0,0,0,0
64.5,31.2,65.9,0,0,64.5,0,0.0,0,0,0,0,0,0
64.3,31.6,65.7,0,0,64.3,0,0.0,0,0,0,0,0,0
64.1,31.9,65.5,0,0,64.1,0,0.0,0,0,0,0,0,0
63.9,32.2,65.2,0,0,63.9,0,0.0,0,0,0,0,0,0
63.5,32.6,64.9,0,0,63.5,0,0.0,0,0,0,0,0,0
63.1,32.9,64.5,0,0,63.1,0,0.0,0,0,0,0,0,0
62.6,33.2,64.0,0,0,62.6,0,0.0,0,0,0,0,0,0
62.1,33.6,63.4,0,0,62.1,0,0.0,0,0,0,0,0,0
61.5,33.9,62.8,0,0,61.5,0,0.0,0,0,0,0,0,0
61.0,34.2,62.3,0,0,61.0,0,0.0,0,0,0,0,0,0
60.5,34.6,61.8,0,0,60.5,0,0.0,0,0,0,0,0,0
60.1,34.9,61.4,0,0,60.1,0,0.0,0,0,0,0,0,0
59.7,35.3,61.0,0,0,59.7,0,0.0,0,0,0,0,0,0
59.3,35.6,60.6,0,0,59.3,0,0.0,0,0,0,0,0,0
59.0,36.0,60.3,0,0,59.0,0,0.0,0,0,0,0,0,0
58.7,36.4,59.9,0,0,58.7,0,0.0,0,0,0,0,0,0
58.3,36.7,59.6,0,0,58.3,0,0.0,0,0,0,0,0,0
57.9,37.1,59.2,0,0,57.9,0,0.0,0,0,0,0,0,0
57.5,37.5,58.8,0,0,57.5,0,0.0,0,0,0,0,0,0
57.1,38.0,58.3,0,0,57.1,0,0.0,0,0,0,0,0,0
56.7,38.4,57.9,0,0,56.7,0,0.0,0,0,0,0,0,0
56.3,38.9,57.5,0,0,56.3,0,0.0,0,0,0,0,0,0
55.9,39.3,57.1,0,0,55.9,0,0.0,0,0,0,0,0,0
55.6,39.8,56.8,0,0,55.6,0,0.0,0,0,0,0,0,0
55.3,40.3,56.5,0,0,55.3,0,0.0,0,0,0,0,0,0
55.0,40.8,56.2,0,0,55.0,0,0.0,0,0,0,0,0,0
54.8,41.4,56.0,0,0,54.8,0,0.0,0,0,0,0,0,0
54.6,41.9,55.7,0,0,54.6,0,0.0,0,0,0,0,0,0
54.3,42.5,55.5,0,0,54.3,0,0.0,0,0,0,0,0,0
