1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
79.0,12.5,80.7,0,0,79.0,0,0.0,0,0,0,0,0,0
78.9,12.5,80.6,0,0,78.9,0,0.0,0,0,0,0,0,0
78.7,12.5,80.4,0,0,78.7,0,0.0,0,0,0,0,0,0
78.4,12.5,80.1,0,0,78.4,0,0.0,0,0,0,0,0,0
78.1,12.5,79.8,0,0,78.1,0,0.0,0,0,0,0,0,0
77.6,12.6,79.3,0,0,77.6,0,0.0,0,0,0,0,0,0
77.1,12.6,78.8,0,0,77.1,0,0.0,0,0,0,0,0,0
76.6,12.6,78.3,0,0,76.6,0,0.0,0,0,0,0,0,0
76.0,12.6,77.7,0,0,76.0,0,0.0,0,0,0,0,0,0
75.5,12.7,77.1,0,0,75.5,0,0.0,0,0,0,0,0,0
75.0,12.7,76.6,0,0,75.0,0,0.0,0,0,0,0,0,0
74.5,12.7,76.1,0,0,74.5,0,0.0,0,0,0,0,0,0
74.2,12.8,75.8,0,0,74.2,0,0.0,0,0,0,0,0,0
73.9,12.8,75.5,0,0,73.9,0,0.0,0,0,0,0,0,0
73.8,12.9,75.4,0,0,73.8,0,0.0,0,0,0,0,0,0
73.7,12.9,75.3,0,0,73.7,0,0.0,0,0,0,0,0,0
73.7,13.0,75.3,0,0,73.7,0,0.0,0,0,0,0,0,0
73.6,13.0,75.2,0,0,73.6,0,0.0,0,0,0,0,0,0
73.6,13.1,75.2,0,0,73.6,0,0.0,0,0,0,0,0,0
73.5,13.1,75.0,0,0,73.5,0,0.0,0,0,0,0,0,0
73.3,13.2,74.9,0,0,73.3,0,0.0,0,0,0,0,0,0
73.1,13.2,74.7,0,0,73.1,0,0.0,0,0,0,0,0,0
73.0,13.3,74.5,0,0,73.0,0,0.0,0,0,0,0,0,0
72.8,13.3,74.4,0,0,72.8,0,0.0,0,0,0,0,0,0
72.7,13.4,74.2,0,0,72.7,0,0.0,0,0,0,0,0,0
