gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
71.8,73.4,71.8,33.3,0.0,0.0
71.8,73.4,71.8,32.5,0.0,0.0
71.7,73.3,71.7,31.8,0.0,0.0
71.6,73.1,71.6,31.1,0.0,0.0
71.3,72.8,71.3,30.5,0.0,0.0
70.9,72.4,70.9,29.9,0.0,0.0
70.5,72.0,70.5,29.4,0.0,0.0
69.9,71.5,69.9,29.0,0.0,0.0
69.4,70.9,69.4,28.6,0.0,0.0
68.9,70.4,68.9,28.3,0.0,0.0
68.4,69.8,68.4,28.1,0.0,0.0
67.9,69.4,67.9,27.8,0.0,0.0
67.5,69.0,67.5,27.6,0.0,0.0
67.3,68.7,67.3,27.5,0.0,0.0
67.1,68.6,67.1,27.4,0.0,0.0
67.0,68.4,67.0,27.3,0.0,0.0
66.9,68.3,66.9,27.2,0.0,0.0
66.8,68.2,66.8,27.2,0.0,0.0
66.7,68.1,66.7,27.2,0.0,0.0
66.5,67.9,66.5,27.3,0.0,0.0
66.3,67.7,66.3,27.3,0.0,0.0
66.0,67.4,66.0,27.4,0.0,0.0
65.7,67.2,65.7,27.6,0.0,0.0
65.5,66.9,65.5,27.7,0.0,0.0
65.3,66.7,65.3,27.8,0.0,0.0
65.1,66.5,65.1,28.0,0.0,0.0
64.9,66.3,64.9,28.2,0.0,0.0
64.7,66.1,64.7,28.4,0.0,0.0
64.5,65.9,64.5,28.6,0.0,0.0
64.2,65.6,64.2,28.8,0.0,0.0
63.9,65.3,63.9,29.0,0.0,0.0
63.5,64.8,63.5,29.3,0.0,0.0
62.9,64.3,62.9,29.5,0.0,0.0
62.4,63.8,62.4,29.7,0.0,0.0
61.9,63.2,61.9,30.0,0.0,0.0
61.3,62.6,61.3,30.2,0.0,0.0
60.8,62.1,60.8,30.5,0.0,0.0
60.4,61.7,60.4,30.7,0.0,0.0
60.0,61.3,60.0,30.9,0.0,0.0
59.7,61.0,59.7,31.1,0.0,0.0
59.4,60.7,59.4,31.3,0.0,0.0
59.1,60.4,59.1,31.5,0.0,0.0
58.8,60.1,58.8,31.7,0.0,0.0
58.5,59.8,58.5,31.9,0.0,0.0
58.2,59.4,58.2,32.0,0.0,0.0
57.8,59.1,57.8,32.1,0.0,0.0
57.5,58.8,57.5,32.2,0.0,0.0
57.2,58.5,57.2,32.3,0.0,0.0
57.0,58.2,57.0,32.3,0.0,0.0
56.8,58.1,56.8,32.3,0.0,0.0
56.7,57.9,56.7,32.3,0.0,0.0
56.6,57.9,56.6,32.3,0.0,0.0
56.6,57.8,56.6,32.2,0.0,0.0
56.6,57.8,56.6,32.1,0.0,0.0
56.5,57.7,56.5,32.1,0.0,0.0
56.4,57.7,56.4,32.0,0.0,0.0
56.4,57.6,56.4,31.8,0.0,0.0
56.3,57.5,56.3,31.7,0.0,0.0
56.3,57.5,56.3,31.6,0.0,0.0
56.3,57.5,56.3,31.4,0.0,0.0
56.3,57.5,56.3,31.3,0.0,0.0
56.4,57.6,56.4,31.1,0.0,0.0
56.5,57.8,56.5,30.9,0.0,0.0
56.7,57.9,56.7,30.8,0.0,0.0
56.9,58.1,56.9,30.7,0.0,0.0
57.1,58.3,57.1,30.5,0.0,0.0
57.2,58.4,57.2,30.4,0.0,0.0
57.3,58.5,57.3,30.2,0.0,0.0
57.4,58.6,57.4,30.2,0.0,0.0
57.4,58.7,57.4,30.1,0.0,0.0
57.5,58.7,57.5,30.0,0.0,0.0
57.5,58.8,57.5,29.9,0.0,0.0
57.6,58.9,57.6,29.8,0.0,0.0
57.8,59.0,57.8,29.8,0.0,0.0
57.9,59.2,57.9,29.8,0.0,0.0
58.1,59.4,58.1,29.8,0.0,0.0
58.3,59.6,58.3,29.8,0.0,0.0
58.5,59.8,58.5,29.8,0.0,0.0
58.6,59.9,58.6,29.8,0.0,0.0
58.8,60.0,58.8,29.8,0.0,0.0
58.8,60.1,58.8,29.9,0.0,0.0
58.9,60.2,58.9,29.9,0.0,0.0
59.0,60.2,59.0,29.9,0.0,0.0
59.0,60.3,59.0,30.0,0.0,0.0
59.0,60.3,59.0,30.0,0.1,0.1
59.1,60.4,59.1,30.0,0.2,0.1
59.2,60.5,59.2,30.0,0.3,0.2
59.3,60.6,59.3,30.1,0.4,0.2
59.4,60.7,59.4,30.0,0.5,0.3
59.5,60.8,59.5,30.0,0.7,0.4
59.7,60.9,59.7,30.0,0.8,0.5
59.7,61.0,59.7,30.0,1.0,0.6
59.7,61.0,59.7,29.9,1.4,0.9
59.6,60.9,59.6,29.9,1.9,1.3
59.4,60.7,59.4,29.7,2.6,1.8
59.3,60.5,59.3,29.6,3.3,2.3
59.2,60.5,59.2,29.5,3.9,2.6
59.3,60.5,59.3,29.3,4.3,2.7
59.4,60.7,59.4,29.1,4.7,2.7
59.5,60.8,59.5,28.9,5.0,2.6
59.5,60.8,59.5,28.7,5.7,2.9
59.2,60.5,59.2,28.5,6.7,3.5
58.9,60.1,58.9,28.3,7.9,4.3
58.4,59.7,58.4,28.0,9.3,5.2
58.0,59.3,58.0,27.8,10.8,6.0
57.7,59.0,57.7,27.5,12.2,6.5
57.6,58.8,57.6,27.3,13.3,6.9
57.7,58.9,57.7,27.0,14.1,7.3
57.9,59.2,57.9,26.8,14.3,7.5
58.3,59.6,58.3,26.6,14.0,7.8
58.9,60.2,58.9,26.3,13.5,7.9
59.5,60.8,59.5,26.1,12.9,7.9
60.1,61.4,60.1,25.9,12.7,7.7
60.6,61.9,60.6,25.7,12.8,7.4
60.9,62.2,60.9,25.6,13.2,7.2
61.0,62.3,61.0,25.4,13.9,7.2
61.0,62.3,61.0,25.3,14.7,7.6
60.7,62.1,60.7,25.2,15.7,8.2
60.4,61.7,60.4,25.1,16.8,9.0
60.0,61.3,60.0,25.0,17.9,9.9
59.6,60.9,59.6,25.0,19.1,10.8
59.3,60.6,59.3,25.0,20.1,11.6
59.1,60.4,59.1,25.0,20.9,12.1
59.1,60.4,59.1,25.0,21.4,12.2
59.4,60.7,59.4,25.1,21.4,12.0
59.7,60.9,59.7,25.2,21.5,11.7
59.7,61.0,59.7,25.3,21.9,11.6
59.2,60.5,59.2,25.4,23.3,12.2
58.1,59.3,58.1,25.5,25.7,13.5
56.8,58.0,56.8,25.6,28.2,15.0
55.9,57.1,55.9,25.8,30.0,16.2
55.8,57.1,55.8,25.9,30.1,16.5
57.0,58.2,57.0,26.1,28.0,15.4
59.0,60.3,59.0,26.3,24.2,13.4
61.2,62.5,61.2,26.4,20.0,11.2
62.7,64.1,62.7,26.6,17.2,9.7
