1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
71.8,73.4,71.8,0,0,33.3,0.0,0,0.0,0,0,0,0,0,0
71.8,73.4,71.8,0,0,32.5,0.0,0,0.0,0,0,0,0,0,0
71.7,73.3,71.7,0,0,31.8,0.0,0,0.0,0,0,0,0,0,0
71.6,73.1,71.6,0,0,31.1,0.0,0,0.0,0,0,0,0,0,0
71.3,72.8,71.3,0,0,30.5,0.0,0,0.0,0,0,0,0,0,0
70.9,72.4,70.9,0,0,29.9,0.0,0,0.0,0,0,0,0,0,0
70.5,72.0,70.5,0,0,29.4,0.0,0,0.0,0,0,0,0,0,0
69.9,71.5,69.9,0,0,29.0,0.0,0,0.0,0,0,0,0,0,0
69.4,70.9,69.4,0,0,28.6,0.0,0,0.0,0,0,0,0,0,0
68.9,70.4,68.9,0,0,28.3,0.0,0,0.0,0,0,0,0,0,0
68.4,69.8,68.4,0,0,28.1,0.0,0,0.0,0,0,0,0,0,0
67.9,69.4,67.9,0,0,27.8,0.0,0,0.0,0,0,0,0,0,0
67.5,69.0,67.5,0,0,27.6,0.0,0,0.0,0,0,0,0,0,0
67.3,68.7,67.3,0,0,27.5,0.0,0,0.0,0,0,0,0,0,0
67.1,68.6,67.1,0,0,27.4,0.0,0,0.0,0,0,0,0,0,0
67.0,68.4,67.0,0,0,27.3,0.0,0,0.0,0,0,0,0,0,0
66.9,68.3,66.9,0,0,27.2,0.0,0,0.0,0,0,0,0,0,0
66.8,68.2,66.8,0,0,27.2,0.0,0,0.0,0,0,0,0,0,0
66.7,68.1,66.7,0,0,27.2,0.0,0,0.0,0,0,0,0,0,0
66.5,67.9,66.5,0,0,27.3,0.0,0,0.0,0,0,0,0,0,0
66.3,67.7,66.3,0,0,27.3,0.0,0,0.0,0,0,0,0,0,0
66.0,67.4,66.0,0,0,27.4,0.0,0,0.0,0,0,0,0,0,0
65.7,67.2,65.7,0,0,27.6,0.0,0,0.0,0,0,0,0,0,0
65.5,66.9,65.5,0,0,27.7,0.0,0,0.0,0,0,0,0,0,0
65.3,66.7,65.3,0,0,27.8,0.0,0,0.0,0,0,0,0,0,0
65.1,66.5,65.1,0,0,28.0,0.0,0,0.0,0,0,0,0,0,0
64.9,66.3,64.9,0,0,28.2,0.0,0,0.0,0,0,0,0,0,0
64.7,66.1,64.7,0,0,28.4,0.0,0,0.0,0,0,0,0,0,0
64.5,65.9,64.5,0,0,28.6,0.0,0,0.0,0,0,0,0,0,0
64.2,65.6,64.2,0,0,28.8,0.0,0,0.0,0,0,0,0,0,0
63.9,65.3,63.9,0,0,29.0,0.0,0,0.0,0,0,0,0,0,0
63.5,64.8,63.5,0,0,29.3,0.0,0,0.0,0,0,0,0,0,0
62.9,64.3,62.9,0,0,29.5,0.0,0,0.0,0,0,0,0,0,0
62.4,63.8,62.4,0,0,29.7,0.0,0,0.0,0,0,0,0,0,0
61.9,63.2,61.9,0,0,30.0,0.0,0,0.0,0,0,0,0,0,0
61.3,62.6,61.3,0,0,30.2,0.0,0,0.0,0,0,0,0,0,0
60.8,62.1,60.8,0,0,30.5,0.0,0,0.0,0,0,0,0,0,0
60.4,61.7,60.4,0,0,30.7,0.0,0,0.0,0,0,0,0,0,0
60.0,61.3,60.0,0,0,30.9,0.0,0,0.0,0,0,0,0,0,0
59.7,61.0,59.7,0,0,31.1,0.0,0,0.0,0,0,0,0,0,0
59.4,60.7,59.4,0,0,31.3,0.0,0,0.0,0,0,0,0,0,0
59.1,60.4,59.1,0,0,31.5,0.0,0,0.0,0,0,0,0,0,0
58.8,60.1,58.8,0,0,31.7,0.0,0,0.0,0,0,0,0,0,0
58.5,59.8,58.5,0,0,31.9,0.0,0,0.0,0,0,0,0,0,0
58.2,59.4,58.2,0,0,32.0,0.0,0,0.0,0,0,0,0,0,0
57.8,59.1,57.8,0,0,32.1,0.0,0,0.0,0,0,0,0,0,0
57.5,58.8,57.5,0,0,32.2,0.0,0,0.0,0,0,0,0,0,0
57.2,58.5,57.2,0,0,32.3,0.0,0,0.0,0,0,0,0,0,0
57.0,58.2,57.0,0,0,32.3,0.0,0,0.0,0,0,0,0,0,0
56.8,58.1,56.8,0,0,32.3,0.0,0,0.0,0,0,0,0,0,0
56.7,57.9,56.7,0,0,32.3,0.0,0,0.0,0,0,0,0,0,0
56.6,57.9,56.6,0,0,32.3,0.0,0,0.0,0,0,0,0,0,0
56.6,57.8,56.6,0,0,32.2,0.0,0,0.0,0,0,0,0,0,0
56.6,57.8,56.6,0,0,32.1,0.0,0,0.0,0,0,0,0,0,0
56.5,57.7,56.5,0,0,32.1,0.0,0,0.0,0,0,0,0,0,0
56.4,57.7,56.4,0,0,32.0,0.0,0,0.0,0,0,0,0,0,0
56.4,57.6,56.4,0,0,31.8,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,31.7,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,31.6,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,31.4,0.0,0,0.0,0,0,0,0,0,0
56.3,57.5,56.3,0,0,31.3,0.0,0,0.0,0,0,0,0,0,0
56.4,57.6,56.4,0,0,31.1,0.0,0,0.0,0,0,0,0,0,0
56.5,57.8,56.5,0,0,30.9,0.0,0,0.0,0,0,0,0,0,0
56.7,57.9,56.7,0,0,30.8,0.0,0,0.0,0,0,0,0,0,0
56.9,58.1,56.9,0,0,30.7,0.0,0,0.0,0,0,0,0,0,0
57.1,58.3,57.1,0,0,30.5,0.0,0,0.0,0,0,0,0,0,0
57.2,58.4,57.2,0,0,30.4,0.0,0,0.0,0,0,0,0,0,0
57.3,58.5,57.3,0,0,30.2,0.0,0,0.0,0,0,0,0,0,0
57.4,58.6,57.4,0,0,30.2,0.0,0,0.0,0,0,0,0,0,0
57.4,58.7,57.4,0,0,30.1,0.0,0,0.0,0,0,0,0,0,0
57.5,58.7,57.5,0,0,30.0,0.0,0,0.0,0,0,0,0,0,0
57.5,58.8,57.5,0,0,29.9,0.0,0,0.0,0,0,0,0,0,0
57.6,58.9,57.6,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
57.8,59.0,57.8,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
57.9,59.2,57.9,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.1,59.4,58.1,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.3,59.6,58.3,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.5,59.8,58.5,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.6,59.9,58.6,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.8,60.0,58.8,0,0,29.8,0.0,0,0.0,0,0,0,0,0,0
58.8,60.1,58.8,0,0,29.9,0.0,0,0.0,0,0,0,0,0,0
58.9,60.2,58.9,0,0,29.9,0.0,0,0.0,0,0,0,0,0,0
59.0,60.2,59.0,0,0,29.9,0.0,0,0.0,0,0,0,0,0,0
59.0,60.3,59.0,0,0,30.0,0.0,0,0.0,0,0,0,0,0,0
59.0,60.3,59.0,0,0,30.0,0.1,0,0.1,0,0,0,0,0,0
59.1,60.4,59.1,0,0,30.0,0.2,0,0.1,0,0,0,0,0,0
59.2,60.5,59.2,0,0,30.0,0.3,0,0.2,0,0,0,0,0,0
59.3,60.6,59.3,0,0,30.1,0.4,0,0.2,0,0,0,0,0,0
59.4,60.7,59.4,0,0,30.0,0.5,0,0.3,0,0,0,0,0,0
59.5,60.8,59.5,0,0,30.0,0.7,0,0.4,0,0,0,0,0,0
59.7,60.9,59.7,0,0,30.0,0.8,0,0.5,0,0,0,0,0,0
59.7,61.0,59.7,0,0,30.0,1.0,0,0.6,0,0,0,0,0,0
59.7,61.0,59.7,0,0,29.9,1.4,0,0.9,0,0,0,0,0,0
59.6,60.9,59.6,0,0,29.9,1.9,0,1.3,0,0,0,0,0,0
59.4,60.7,59.4,0,0,29.7,2.6,0,1.8,0,0,0,0,0,0
59.3,60.5,59.3,0,0,29.6,3.3,0,2.3,0,0,0,0,0,0
59.2,60.5,59.2,0,0,29.5,3.9,0,2.6,0,0,0,0,0,0
59.3,60.5,59.3,0,0,29.3,4.3,0,2.7,0,0,0,0,0,0
59.4,60.7,59.4,0,0,29.1,4.7,0,2.7,0,0,0,0,0,0
59.5,60.8,59.5,0,0,28.9,5.0,0,2.6,0,0,0,0,0,0
59.5,60.8,59.5,0,0,28.7,5.7,0,2.9,0,0,0,0,0,0
59.2,60.5,59.2,0,0,28.5,6.7,0,3.5,0,0,0,0,0,0
58.9,60.1,58.9,0,0,28.3,7.9,0,4.3,0,0,0,0,0,0
58.4,59.7,58.4,0,0,28.0,9.3,0,5.2,0,0,0,0,0,0
58.0,59.3,58.0,0,0,27.8,10.8,0,6.0,0,0,0,0,0,0
57.7,59.0,57.7,0,0,27.5,12.2,0,6.5,0,0,0,0,0,0
57.6,58.8,57.6,0,0,27.3,13.3,0,6.9,0,0,0,0,0,0
57.7,58.9,57.7,0,0,27.0,14.1,0,7.3,0,0,0,0,0,0
57.9,59.2,57.9,0,0,26.8,14.3,0,7.5,0,0,0,0,0,0
58.3,59.6,58.3,0,0,26.6,14.0,0,7.8,0,0,0,0,0,0
58.9,60.2,58.9,0,0,26.3,13.5,0,7.9,0,0,0,0,0,0
59.5,60.8,59.5,0,0,26.1,12.9,0,7.9,0,0,0,0,0,0
60.1,61.4,60.1,0,0,25.9,12.7,0,7.7,0,0,0,0,0,0
60.6,61.9,60.6,0,0,25.7,12.8,0,7.4,0,0,0,0,0,0
60.9,62.2,60.9,0,0,25.6,13.2,0,7.2,0,0,0,0,0,0
61.0,62.3,61.0,0,0,25.4,13.9,0,7.2,0,0,0,0,0,0
61.0,62.3,61.0,0,0,25.3,14.7,0,7.6,0,0,0,0,0,0
60.7,62.1,60.7,0,0,25.2,15.7,0,8.2,0,0,0,0,0,0
60.4,61.7,60.4,0,0,25.1,16.8,0,9.0,0,0,0,0,0,0
60.0,61.3,60.0,0,0,25.0,17.9,0,9.9,0,0,0,0,0,0
59.6,60.9,59.6,0,0,25.0,19.1,0,10.8,0,0,0,0,0,0
59.3,60.6,59.3,0,0,25.0,20.1,0,11.6,0,0,0,0,0,0
59.1,60.4,59.1,0,0,25.0,20.9,0,12.1,0,0,0,0,0,0
59.1,60.4,59.1,0,0,25.0,21.4,0,12.2,0,0,0,0,0,0
59.4,60.7,59.4,0,0,25.1,21.4,0,12.0,0,0,0,0,0,0
59.7,60.9,59.7,0,0,25.2,21.5,0,11.7,0,0,0,0,0,0
59.7,61.0,59.7,0,0,25.3,21.9,0,11.6,0,0,0,0,0,0
59.2,60.5,59.2,0,0,25.4,23.3,0,12.2,0,0,0,0,0,0
58.1,59.3,58.1,0,0,25.5,25.7,0,13.5,0,0,0,0,0,0
56.8,58.0,56.8,0,0,25.6,28.2,0,15.0,0,0,0,0,0,0
55.9,57.1,55.9,0,0,25.8,30.0,0,16.2,0,0,0,0,0,0
55.8,57.1,55.8,0,0,25.9,30.1,0,16.5,0,0,0,0,0,0
57.0,58.2,57.0,0,0,26.1,28.0,0,15.4,0,0,0,0,0,0
59.0,60.3,59.0,0,0,26.3,24.2,0,13.4,0,0,0,0,0,0
61.2,62.5,61.2,0,0,26.4,20.0,0,11.2,0,0,0,0,0,0
62.7,64.1,62.7,0,0,26.6,17.2,0,9.7,0,0,0,0,0,0
62.7,64.1,62.7,0,0,26.8,17.3,0,9.9,0,0,0,0,0,0
61.5,62.9,61.5,0,0,27.0,19.8,0,11.2,0,0,0,0,0,0
59.9,61.2,59.9,0,0,27.2,23.2,0,13.1,0,0,0,0,0,0
58.4,59.6,58.4,0,0,27.3,26.4,0,14.9,0,0,0,0,0,0
57.4,58.6,57.4,0,0,27.5,28.5,0,16.0,0,0,0,0,0,0
56.9,58.1,56.9,0,0,27.6,29.7,0,16.7,0,0,0,0,0,0
56.8,58.0,56.8,0,0,27.7,30.0,0,16.9,0,0,0,0,0,0
57.1,58.3,57.1,0,0,27.9,29.7,0,16.7,0,0,0,0,0,0
