1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
73.5,29.9,75.1,0,0,73.5,0,0.0,0,0,0,0,0,0
73.3,30.5,74.8,0,0,73.3,0,0.0,0,0,0,0,0,0
72.9,31.0,74.5,0,0,72.9,0,0.0,0,0,0,0,0,0
72.4,31.5,74.0,0,0,72.4,0,0.0,0,0,0,0,0,0
71.9,32.0,73.5,0,0,71.9,0,0.0,0,0,0,0,0,0
71.3,32.4,72.9,0,0,71.3,0,0.0,0,0,0,0,0,0
70.7,32.9,72.2,0,0,70.7,0,0.0,0,0,0,0,0,0
70.0,33.4,71.5,0,0,70.0,0,0.0,0,0,0,0,0,0
69.3,33.8,70.8,0,0,69.3,0,0.0,0,0,0,0,0,0
68.6,34.3,70.1,0,0,68.6,0,0.0,0,0,0,0,0,0
67.9,34.7,69.4,0,0,67.9,0,0.0,0,0,0,0,0,0
67.4,35.1,68.8,0,0,67.4,0,0.0,0,0,0,0,0,0
66.9,35.5,68.3,0,0,66.9,0,0.0,0,0,0,0,0,0
66.5,35.9,68.0,0,0,66.5,0,0.0,0,0,0,0,0,0
66.3,36.3,67.7,0,0,66.3,0,0.0,0,0,0,0,0,0
66.1,36.6,67.5,0,0,66.1,0,0.0,0,0,0,0,0,0
66.0,37.0,67.4,0,0,66.0,0,0.0,0,0,0,0,0,0
65.8,37.3,67.3,0,0,65.8,0,0.0,0,0,0,0,0,0
65.7,37.6,67.1,0,0,65.7,0,0.0,0,0,0,0,0,0
65.5,37.9,66.9,0,0,65.5,0,0.0,0,0,0,0,0,0
65.3,38.2,66.7,0,0,65.3,0,0.0,0,0,0,0,0,0
65.0,38.5,66.4,0,0,65.0,0,0.0,0,0,0,0,0,0
64.8,38.8,66.2,0,0,64.8,0,0.0,0,0,0,0,0,0
64.5,39.0,65.9,0,0,64.5,0,0.0,0,0,0,0,0,0
64.3,39.3,65.7,0,0,64.3,0,0.0,0,0,0,0,0,0
64.2,39.5,65.6,0,0,64.2,0,0.0,0,0,0,0,0,0
64.0,39.7,65.4,0,0,64.0,0,0.0,0,0,0,0,0,0
63.9,40.0,65.3,0,0,63.9,0,0.0,0,0,0,0,0,0
63.7,40.1,65.1,0,0,63.7,0,0.0,0,0,0,0,0,0
63.5,40.3,64.9,0,0,63.5,0,0.0,0,0,0,0,0,0
63.2,40.5,64.6,0,0,63.2,0,0.0,0,0,0,0,0,0
62.9,40.7,64.2,0,0,62.9,0,0.0,0,0,0,0,0,0
62.4,40.8,63.8,0,0,62.4,0,0.0,0,0,0,0,0,0
61.9,40.9,63.3,0,0,61.9,0,0.0,0,0,0,0,0,0
61.4,41.1,62.8,0,0,61.4,0,0.0,0,0,0,0,0,0
60.9,41.2,62.3,0,0,60.9,0,0.0,0,0,0,0,0,0
60.5,41.3,61.8,0,0,60.5,0,0.0,0,0,0,0,0,0
60.2,41.4,61.5,0,0,60.2,0,0.0,0,0,0,0,0,0
59.9,41.4,61.2,0,0,59.9,0,0.0,0,0,0,0,0,0
59.6,41.5,60.9,0,0,59.6,0,0.0,0,0,0,0,0,0
59.4,41.6,60.7,0,0,59.4,0,0.0,0,0,0,0,0,0
59.1,41.6,60.4,0,0,59.1,0,0.0,0,0,0,0,0,0
58.9,41.6,60.2,0,0,58.9,0,0.0,0,0,0,0,0,0
58.6,41.7,59.9,0,0,58.6,0,0.0,0,0,0,0,0,0
58.3,41.7,59.6,0,0,58.3,0,0.0,0,0,0,0,0,0
58.0,41.7,59.3,0,0,58.0,0,0.0,0,0,0,0,0,0
57.7,41.7,59.0,0,0,57.7,0,0.0,0,0,0,0,0,0
57.5,41.7,58.7,0,0,57.5,0,0.0,0,0,0,0,0,0
57.3,41.6,58.5,0,0,57.3,0,0.0,0,0,0,0,0,0
57.1,41.6,58.4,0,0,57.1,0,0.0,0,0,0,0,0,0
57.0,41.6,58.3,0,0,57.0,0,0.0,0,0,0,0,0,0
56.9,41.5,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
56.9,41.5,58.1,0,0,56.9,0,0.0,0,0,0,0,0,0
56.8,41.4,58.1,0,0,56.8,0,0.0,0,0,0,0,0,0
56.8,41.3,58.0,0,0,56.8,0,0.0,0,0,0,0,0,0
56.7,41.3,57.9,0,0,56.7,0,0.0,0,0,0,0,0,0
56.6,41.2,57.8,0,0,56.6,0,0.0,0,0,0,0,0,0
56.5,41.2,57.7,0,0,56.5,0,0.0,0,0,0,0,0,0
56.4,41.1,57.6,0,0,56.4,0,0.0,0,0,0,0,0,0
56.4,41.1,57.6,0,0,56.4,0,0.0,0,0,0,0,0,0
56.4,41.0,57.6,0,0,56.4,0,0.0,0,0,0,0,0,0
56.4,41.0,57.6,0,0,56.4,0,0.0,0,0,0,0,0,0
56.5,40.9,57.7,0,0,56.5,0,0.0,0,0,0,0,0,0
56.6,40.9,57.9,0,0,56.6,0,0.0,0,0,0,0,0,0
56.8,40.9,58.0,0,0,56.8,0,0.0,0,0,0,0,0,0
56.9,40.9,58.1,0,0,56.9,0,0.0,0,0,0,0,0,0
56.9,40.9,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
57.0,40.9,58.2,0,0,57.0,0,0.0,0,0,0,0,0,0
57.0,41.0,58.2,0,0,57.0,0,0.0,0,0,0,0,0,0
56.9,41.0,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
56.9,41.1,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
56.9,41.2,58.1,0,0,56.9,0,0.0,0,0,0,0,0,0
