1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
73.6,28.8,74.7,0,0,73.5,0,0.0,0,0,0,0,0,0
72.9,29.4,74.9,0,0,73.4,0,0.0,0,0,0,0,0,0
72.8,30.7,75.3,0,0,73.0,0,0.0,0,0,0,0,0,0
72.7,31.1,75.8,0,0,72.3,0,0.0,0,0,0,0,0,0
72.0,31.8,73.3,0,0,73.2,0,0.0,0,0,0,0,0,0
71.9,32.1,73.1,0,0,71.5,0,0.0,0,0,0,0,0,0
71.9,32.7,73.3,0,0,71.0,0,0.0,0,0,0,0,0,0
70.0,32.3,71.4,0,0,71.6,0,0.0,0,0,0,0,0,0
70.6,33.4,71.6,0,0,70.6,0,0.0,0,0,0,0,0,0
69.4,33.5,70.5,0,0,69.2,0,0.0,0,0,0,0,0,0
68.9,34.5,69.7,0,0,69.0,0,0.0,0,0,0,0,0,0
67.7,33.9,69.3,0,0,67.5,0,0.0,0,0,0,0,0,0
67.3,34.5,68.1,0,0,67.2,0,0.0,0,0,0,0,0,0
67.1,35.5,68.3,0,0,67.3,0,0.0,0,0,0,0,0,0
67.2,35.7,68.0,0,0,67.1,0,0.0,0,0,0,0,0,0
65.4,36.7,68.7,0,0,66.7,0,0.0,0,0,0,0,0,0
66.7,36.3,67.3,0,0,66.7,0,0.0,0,0,0,0,0,0
67.1,37.3,66.4,0,0,65.0,0,0.0,0,0,0,0,0,0
65.3,37.6,66.6,0,0,64.5,0,0.0,0,0,0,0,0,0
65.3,38.1,66.3,0,0,66.5,0,0.0,0,0,0,0,0,0
65.6,38.2,68.0,0,0,65.2,0,0.0,0,0,0,0,0,0
66.7,38.3,65.3,0,0,65.8,0,0.0,0,0,0,0,0,0
63.9,38.7,66.6,0,0,63.9,0,0.0,0,0,0,0,0,0
64.7,38.1,65.8,0,0,64.9,0,0.0,0,0,0,0,0,0
64.6,38.6,65.5,0,0,64.3,0,0.0,0,0,0,0,0,0
64.1,39.1,65.1,0,0,64.6,0,0.0,0,0,0,0,0,0
63.0,39.8,66.5,0,0,64.8,0,0.0,0,0,0,0,0,0
64.2,40.9,65.4,0,0,64.4,0,0.0,0,0,0,0,0,0
64.3,40.1,64.9,0,0,64.4,0,0.0,0,0,0,0,0,0
63.9,39.1,66.1,0,0,63.7,0,0.0,0,0,0,0,0,0
63.3,39.5,64.1,0,0,63.8,0,0.0,0,0,0,0,0,0
62.7,40.2,64.5,0,0,63.1,0,0.0,0,0,0,0,0,0
62.2,40.1,64.7,0,0,63.1,0,0.0,0,0,0,0,0,0
62.5,40.5,64.2,0,0,62.6,0,0.0,0,0,0,0,0,0
62.3,41.0,63.3,0,0,62.8,0,0.0,0,0,0,0,0,0
61.4,40.4,63.7,0,0,61.1,0,0.0,0,0,0,0,0,0
61.5,41.1,63.4,0,0,59.8,0,0.0,0,0,0,0,0,0
61.1,41.6,61.9,0,0,60.4,0,0.0,0,0,0,0,0,0
59.9,41.3,61.1,0,0,61.4,0,0.0,0,0,0,0,0,0
60.4,41.9,61.5,0,0,59.9,0,0.0,0,0,0,0,0,0
59.7,41.2,61.0,0,0,59.3,0,0.0,0,0,0,0,0,0
58.3,42.0,61.0,0,0,59.5,0,0.0,0,0,0,0,0,0
59.4,42.9,60.0,0,0,58.4,0,0.0,0,0,0,0,0,0
58.6,41.4,60.2,0,0,59.0,0,0.0,0,0,0,0,0,0
59.7,42.3,60.1,0,0,58.8,0,0.0,0,0,0,0,0,0
58.5,41.3,60.5,0,0,57.2,0,0.0,0,0,0,0,0,0
58.5,41.3,59.7,0,0,57.7,0,0.0,0,0,0,0,0,0
57.6,42.0,58.0,0,0,57.6,0,0.0,0,0,0,0,0,0
57.4,42.3,59.2,0,0,57.7,0,0.0,0,0,0,0,0,0
57.4,42.0,58.7,0,0,58.0,0,0.0,0,0,0,0,0,0
57.4,41.7,58.0,0,0,57.5,0,0.0,0,0,0,0,0,0
56.7,41.8,58.4,0,0,56.5,0,0.0,0,0,0,0,0,0
56.9,41.5,57.7,0,0,56.7,0,0.0,0,0,0,0,0,0
57.5,40.8,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
57.3,40.9,58.7,0,0,58.0,0,0.0,0,0,0,0,0,0
56.4,41.8,57.6,0,0,56.9,0,0.0,0,0,0,0,0,0
56.5,42.2,57.2,0,0,57.1,0,0.0,0,0,0,0,0,0
56.4,41.5,58.2,0,0,56.8,0,0.0,0,0,0,0,0,0
56.6,41.6,57.1,0,0,55.7,0,0.0,0,0,0,0,0,0
56.0,41.5,57.1,0,0,56.2,0,0.0,0,0,0,0,0,0
57.3,40.9,57.6,0,0,56.0,0,0.0,0,0,0,0,0,0
56.5,41.1,57.2,0,0,55.6,0,0.0,0,0,0,0,0,0
57.1,41.1,56.4,0,0,56.9,0,0.0,0,0,0,0,0,0
57.8,40.8,57.8,0,0,58.0,0,0.0,0,0,0,0,0,0
57.3,40.1,58.7,0,0,56.7,0,0.0,0,0,0,0,0,0
57.0,40.7,57.1,0,0,55.9,0,0.0,0,0,0,0,0,0
55.5,40.9,58.8,0,0,57.2,0,0.0,0,0,0,0,0,0
56.2,40.4,58.0,0,0,56.7,0,0.0,0,0,0,0,0,0
56.7,41.3,58.7,0,0,57.0,0,0.0,0,0,0,0,0,0
56.3,40.6,58.7,0,0,57.5,0,0.0,0,0,0,0,0,0
56.9,41.3,58.0,0,0,56.3,0,0.0,0,0,0,0,0,0
57.2,40.7,57.7,0,0,56.8,0,0.0,0,0,0,0,0,0
56.9,41.2,57.1,0,0,57.6,0,0.0,0,0,0,0,0,0
57.1,41.4,58.0,0,0,55.3,0,0.0,0,0,0,0,0,0
57.3,41.5,58.5,0,0,57.6,0,0.0,0,0,0,0,0,0
56.9,42.1,59.0,0,0,56.3,0,0.0,0,0,0,0,0,0
56.7,41.9,57.6,0,0,56.8,0,0.0,0,0,0,0,0,0
58.0,42.2,57.9,0,0,58.2,0,0.0,0,0,0,0,0,0
57.5,41.9,58.2,0,0,56.9,0,0.0,0,0,0,0,0,0
57.7,42.7,58.4,0,0,56.2,0,0.0,0,0,0,0,0,0
57.7,42.2,59.1,0,0,57.8,0,0.0,0,0,0,0,0,0
57.2,42.2,58.5,0,0,57.3,0,0.0,0,0,0,0,0,0
57.8,43.6,58.6,0,0,57.7,0,0.0,0,0,0,0,0,0
57.1,43.5,57.9,0,0,58.2,0,0.0,0,0,0,0,0,0
57.6,43.1,58.7,0,0,57.1,0,0.0,0,0,0,0,0,0
57.8,44.1,58.4,0,0,57.2,0,0.1,0,0,0,0,0,0
57.3,43.7,58.9,0,0,56.8,0,0.1,0,0,0,0,0,0
57.8,44.7,58.3,0,0,57.4,0,0.2,0,0,0,0,0,0
57.1,44.7,59.2,0,0,57.8,0,0.3,0,0,0,0,0,0
56.7,45.1,58.4,0,0,58.1,0,0.4,0,0,0,0,0,0
56.8,44.2,59.5,0,0,57.2,0,0.5,0,0,0,0,0,0
57.9,45.3,57.4,0,0,57.5,0,0.6,0,0,0,0,0,0
