1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
70.6,35.8,70.7,0,0,70.4,0,0.0,0,0,0,0,0,0
70.0,36.5,71.4,0,0,69.1,0,0.0,0,0,0,0,0,0
69.2,36.9,69.9,0,0,68.0,0,0.0,0,0,0,0,0,0
69.3,37.0,70.4,0,0,68.1,0,0.0,0,0,0,0,0,0
68.7,37.8,70.0,0,0,69.1,0,0.0,0,0,0,0,0,0
68.6,39.2,69.4,0,0,67.9,0,0.0,0,0,0,0,0,0
66.7,39.5,68.9,0,0,67.8,0,0.0,0,0,0,0,0,0
66.8,39.3,67.2,0,0,66.8,0,0.0,0,0,0,0,0,0
67.4,40.3,67.6,0,0,66.0,0,0.0,0,0,0,0,0,0
64.5,40.9,66.8,0,0,65.1,0,0.0,0,0,0,0,0,0
66.2,40.7,66.2,0,0,65.7,0,0.0,0,0,0,0,0,0
64.3,41.6,65.2,0,0,63.6,0,0.0,0,0,0,0,0,0
63.8,41.4,64.0,0,0,64.1,0,0.0,0,0,0,0,0,0
63.2,41.6,64.0,0,0,64.2,0,0.0,0,0,0,0,0,0
63.1,41.9,62.6,0,0,62.1,0,0.0,0,0,0,0,0,0
62.6,43.1,64.6,0,0,63.1,0,0.0,0,0,0,0,0,0
62.9,42.6,62.8,0,0,61.8,0,0.0,0,0,0,0,0,0
63.4,43.0,63.1,0,0,62.9,0,0.0,0,0,0,0,0,0
62.3,42.7,62.8,0,0,62.4,0,0.0,0,0,0,0,0,0
62.2,43.3,63.9,0,0,62.3,0,0.0,0,0,0,0,0,0
60.9,43.7,63.2,0,0,62.6,0,0.0,0,0,0,0,0,0
60.7,43.8,62.1,0,0,60.3,0,0.0,0,0,0,0,0,0
61.9,44.7,62.3,0,0,61.8,0,0.0,0,0,0,0,0,0
61.1,44.0,62.4,0,0,61.3,0,0.0,0,0,0,0,0,0
61.4,45.0,62.8,0,0,61.7,0,0.0,0,0,0,0,0,0
61.1,45.0,61.3,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,44.2,62.8,0,0,61.1,0,0.0,0,0,0,0,0,0
60.1,44.0,61.6,0,0,60.5,0,0.0,0,0,0,0,0,0
61.2,43.0,61.8,0,0,61.4,0,0.0,0,0,0,0,0,0
59.4,44.1,61.9,0,0,61.0,0,0.0,0,0,0,0,0,0
60.6,43.4,62.7,0,0,61.3,0,0.0,0,0,0,0,0,0
60.6,44.3,61.8,0,0,60.6,0,0.0,0,0,0,0,0,0
59.3,43.5,61.4,0,0,59.7,0,0.0,0,0,0,0,0,0
59.4,43.6,60.7,0,0,59.7,0,0.0,0,0,0,0,0,0
58.5,44.0,60.5,0,0,60.8,0,0.0,0,0,0,0,0,0
59.8,43.1,60.2,0,0,58.6,0,0.0,0,0,0,0,0,0
57.9,43.4,59.8,0,0,58.1,0,0.0,0,0,0,0,0,0
58.7,43.1,58.9,0,0,58.4,0,0.0,0,0,0,0,0,0
57.7,43.5,58.5,0,0,57.9,0,0.0,0,0,0,0,0,0
57.5,42.6,59.3,0,0,58.2,0,0.0,0,0,0,0,0,0
56.9,43.0,59.0,0,0,57.8,0,0.0,0,0,0,0,0,0
57.5,42.7,58.8,0,0,57.2,0,0.0,0,0,0,0,0,0
56.3,42.8,58.7,0,0,57.6,0,0.0,0,0,0,0,0,0
56.8,42.1,59.2,0,0,57.8,0,0.0,0,0,0,0,0,0
58.3,42.3,58.8,0,0,57.5,0,0.0,0,0,0,0,0,0
56.0,42.2,58.4,0,0,56.1,0,0.0,0,0,0,0,0,0
56.8,43.1,58.1,0,0,56.1,0,0.0,0,0,0,0,0,0
56.2,41.6,58.4,0,0,56.2,0,0.0,0,0,0,0,0,0
57.2,41.7,57.6,0,0,56.1,0,0.0,0,0,0,0,0,0
55.0,41.0,56.1,0,0,55.5,0,0.0,0,0,0,0,0,0
55.2,41.6,56.8,0,0,57.3,0,0.0,0,0,0,0,0,0
56.1,41.6,57.1,0,0,55.7,0,0.0,0,0,0,0,0,0
55.7,40.3,57.9,0,0,56.1,0,0.0,0,0,0,0,0,0
56.0,39.9,57.6,0,0,56.2,0,0.0,0,0,0,0,0,0
54.9,40.5,56.7,0,0,56.3,0,0.0,0,0,0,0,0,0
55.8,40.0,57.4,0,0,56.1,0,0.0,0,0,0,0,0,0
56.3,40.6,57.1,0,0,55.1,0,0.0,0,0,0,0,0,0
56.5,39.4,57.0,0,0,55.7,0,0.0,0,0,0,0,0,0
55.6,39.4,56.5,0,0,56.1,0,0.0,0,0,0,0,0,0
56.2,39.8,56.7,0,0,55.7,0,0.0,0,0,0,0,0,0
56.2,39.9,56.5,0,0,55.4,0,0.0,0,0,0,0,0,0
56.2,39.5,56.2,0,0,55.7,0,0.0,0,0,0,0,0,0
55.2,39.7,55.5,0,0,55.3,0,0.0,0,0,0,0,0,0
55.7,39.3,56.4,0,0,56.4,0,0.0,0,0,0,0,0,0
56.1,38.7,57.5,0,0,55.3,0,0.0,0,0,0,0,0,0
55.9,39.1,57.1,0,0,55.3,0,0.0,0,0,0,0,0,0
