gen_0_4,gen_1_0,gen_2_1,gen_5_2,gen_7_3
69.6,71.1,69.6,36.5,0.0
69.3,70.8,69.3,37.1,0.0
68.9,70.4,68.9,37.7,0.0
68.4,69.9,68.4,38.2,0.0
67.9,69.4,67.9,38.8,0.0
67.3,68.8,67.3,39.3,0.0
66.7,68.1,66.7,39.7,0.0
66.0,67.4,66.0,40.2,0.0
65.3,66.7,65.3,40.6,0.0
64.6,66.1,64.6,41.0,0.0
64.0,65.4,64.0,41.3,0.0
63.5,64.9,63.5,41.7,0.0
63.1,64.4,63.1,42.0,0.0
62.7,64.1,62.7,42.3,0.0
62.5,63.9,62.5,42.5,0.0
62.4,63.8,62.4,42.8,0.0
62.3,63.7,62.3,43.0,0.0
62.2,63.6,62.2,43.2,0.0
62.1,63.5,62.1,43.4,0.0
62.0,63.3,62.0,43.5,0.0
61.8,63.2,61.8,43.6,0.0
61.6,63.0,61.6,43.7,0.0
61.4,62.8,61.4,43.8,0.0
61.3,62.6,61.3,43.9,0.0
61.2,62.5,61.2,43.9,0.0
61.1,62.4,61.1,44.0,0.0
61.0,62.3,61.0,44.0,0.0
60.9,62.3,60.9,44.0,0.0
60.8,62.2,60.8,44.0,0.0
60.7,62.0,60.7,43.9,0.0
60.5,61.8,60.5,43.9,0.0
60.2,61.5,60.2,43.8,0.0
59.8,61.1,59.8,43.8,0.0
59.4,60.7,59.4,43.7,0.0
59.0,60.3,59.0,43.6,0.0
58.6,59.9,58.6,43.5,0.0
58.3,59.5,58.3,43.4,0.0
58.0,59.2,58.0,43.2,0.0
57.8,59.0,57.8,43.1,0.0
57.6,58.8,57.6,43.0,0.0
57.4,58.7,57.4,42.8,0.0
57.3,58.5,57.3,42.7,0.0
57.1,58.3,57.1,42.5,0.0
56.9,58.1,56.9,42.3,0.0
56.7,57.9,56.7,42.2,0.0
56.4,57.6,56.4,42.0,0.0
56.2,57.4,56.2,41.8,0.0
56.0,57.2,56.0,41.6,0.0
55.9,57.1,55.9,41.5,0.0
55.8,57.0,55.8,41.3,0.0
55.7,56.9,55.7,41.1,0.0
55.7,56.9,55.7,40.9,0.0
55.7,56.9,55.7,40.7,0.0
55.7,56.9,55.7,40.6,0.0
55.6,56.8,55.6,40.4,0.0
55.6,56.8,55.6,40.2,0.0
55.5,56.7,55.5,40.1,0.0
55.5,56.7,55.5,39.9,0.0
55.4,56.6,55.4,39.8,0.0
55.4,56.6,55.4,39.7,0.0
55.4,56.6,55.4,39.6,0.0
55.5,56.7,55.5,39.5,0.0
55.6,56.8,55.6,39.4,0.0
55.7,56.9,55.7,39.3,0.0
55.9,57.1,55.9,39.3,0.0
56.0,57.2,56.0,39.2,0.0
56.1,57.3,56.1,39.2,0.0
56.1,57.3,56.1,39.2,0.0
56.1,57.3,56.1,39.3,0.0
56.1,57.3,56.1,39.3,0.0
56.1,57.3,56.1,39.4,0.0
56.0,57.3,56.0,39.5,0.0
56.1,57.3,56.1,39.6,0.0
56.1,57.3,56.1,39.7,0.0
56.2,57.4,56.2,39.9,0.0
56.3,57.5,56.3,40.1,0.0
56.4,57.6,56.4,40.3,0.0
56.5,57.7,56.5,40.5,0.0
56.5,57.7,56.5,40.8,0.0
56.5,57.7,56.5,41.0,0.0
56.5,57.7,56.5,41.3,0.0
56.4,57.7,56.4,41.5,0.0
56.4,57.6,56.4,41.8,0.0
56.3,57.6,56.3,42.1,0.0
56.3,57.5,56.3,42.3,0.1
56.3,57.5,56.3,42.6,0.1
56.3,57.5,56.3,42.9,0.2
56.3,57.5,56.3,43.1,0.3
56.3,57.5,56.3,43.4,0.4
56.3,57.6,56.3,43.6,0.5
56.4,57.6,56.4,43.8,0.6
56.4,57.6,56.4,44.0,0.8
56.4,57.6,56.4,44.2,1.0
56.4,57.6,56.4,44.4,1.3
56.4,57.6,56.4,44.5,1.6
56.4,57.6,56.4,44.6,1.9
56.4,57.6,56.4,44.7,2.3
56.3,57.6,56.3,44.8,2.8
56.3,57.5,56.3,44.8,3.2
56.3,57.5,56.3,44.8,3.7
56.2,57.5,56.2,44.8,4.2
56.2,57.4,56.2,44.8,4.8
56.2,57.4,56.2,44.7,5.4
56.2,57.5,56.2,44.7,5.9
56.3,57.5,56.3,44.6,6.5
56.3,57.6,56.3,44.5,7.1
56.4,57.6,56.4,44.4,7.7
56.5,57.7,56.5,44.3,8.3
56.6,57.9,56.6,44.2,8.9
56.8,58.0,56.8,44.1,9.4
56.9,58.2,56.9,44.0,10.0
57.1,58.4,57.1,43.9,10.6
57.3,58.5,57.3,43.7,11.1
57.4,58.7,57.4,43.6,11.6
57.6,58.8,57.6,43.5,12.1
57.7,59.0,57.7,43.4,12.6
57.8,59.1,57.8,43.3,13.0
58.0,59.2,58.0,43.2,13.5
58.1,59.3,58.1,43.1,13.9
58.1,59.4,58.1,43.0,14.3
58.2,59.5,58.2,43.0,14.7
58.3,59.6,58.3,42.9,15.0
58.4,59.7,58.4,42.9,15.4
58.5,59.8,58.5,42.8,15.7
58.6,59.9,58.6,42.8,16.0
58.7,60.0,58.7,42.8,16.2
58.7,60.0,58.7,42.8,16.5
58.8,60.0,58.8,42.9,16.7
58.8,60.1,58.8,42.9,16.9
58.8,60.0,58.8,42.9,17.1
58.8,60.0,58.8,43.0,17.3
58.7,60.0,58.7,43.1,17.4
58.7,60.0,58.7,43.2,17.6
58.8,60.0,58.8,43.3,17.7
58.8,60.1,58.8,43.4,17.8
58.8,60.1,58.8,43.5,17.9
58.9,60.1,58.9,43.6,18.0
58.9,60.2,58.9,43.8,18.0
59.0,60.2,59.0,43.9,18.0
59.0,60.3,59.0,44.1,18.1
59.0,60.3,59.0,44.2,18.0
59.1,60.4,59.1,44.4,18.0
59.1,60.4,59.1,44.6,18.0
59.2,60.4,59.2,44.8,17.9
59.2,60.5,59.2,45.1,17.8
59.2,60.5,59.2,45.3,17.7
59.3,60.6,59.3,45.5,17.5
59.3,60.6,59.3,45.8,17.4
59.4,60.7,59.4,46.0,17.2
59.5,60.8,59.5,46.2,17.0
59.6,60.9,59.6,46.5,16.8
59.8,61.1,59.8,46.7,16.5
59.9,61.2,59.9,47.0,16.3
60.1,61.4,60.1,47.2,16.0
60.2,61.5,60.2,47.4,15.7
60.2,61.5,60.2,47.6,15.4
60.1,61.4,60.1,47.8,15.1
59.9,61.2,59.9,47.9,14.7
59.6,60.9,59.6,48.1,14.4
59.2,60.5,59.2,48.2,14.0
58.8,60.1,58.8,48.3,13.6
58.4,59.6,58.4,48.4,13.2
58.0,59.2,58.0,48.5,12.8
57.6,58.9,57.6,48.5,12.4
57.3,58.6,57.3,48.5,11.9
57.1,58.4,57.1,48.5,11.5
57.0,58.2,57.0,48.4,11.0
56.8,58.1,56.8,48.3,10.5
56.8,58.0,56.8,48.2,10.1
56.8,58.0,56.8,48.0,9.6
56.8,58.1,56.8,47.8,9.0
56.9,58.1,56.9,47.6,8.5
57.0,58.2,57.0,47.3,8.0
57.0,58.2,57.0,47.0,7.5
57.0,58.3,57.0,46.7,7.0
57.0,58.2,57.0,46.4,6.5
56.9,58.2,56.9,46.1,6.0
56.9,58.1,56.9,45.7,5.5
56.8,58.0,56.8,45.4,5.0
56.8,58.0,56.8,45.1,4.5
56.8,58.0,56.8,44.7,4.1
56.8,58.1,56.8,44.4,3.6
56.9,58.2,56.9,44.1,3.2
57.0,58.3,57.0,43.8,2.8
57.2,58.4,57.2,43.5,2.4
57.3,58.5,57.3,43.2,2.1
57.4,58.6,57.4,43.0,1.7
57.4,58.7,57.4,42.8,1.4
57.4,58.7,57.4,42.6,1.1
57.4,58.7,57.4,42.4,0.9
57.4,58.6,57.4,42.3,0.7
57.3,58.5,57.3,42.2,0.5
57.2,58.5,57.2,42.2,0.3
57.2,58.4,57.2,42.2,0.2
57.1,58.4,57.1,42.3,0.1
57.1,58.3,57.1,42.4,0.0
57.0,58.3,57.0,42.5,0.0
57.0,58.2,57.0,42.6,0.0
56.9,58.1,56.9,42.8,0.0
56.8,58.1,56.8,43.0,0.0
56.8,58.0,56.8,43.2,0.0
56.7,58.0,56.7,43.4,0.0
56.7,57.9,56.7,43.6,0.0
56.7,57.9,56.7,43.9,0.0
56.7,57.9,56.7,44.1,0.0
56.8,58.0,56.8,44.4,0.0
56.9,58.1,56.9,44.6,0.0
57.0,58.2,57.0,44.9,0.0
57.2,58.4,57.2,45.1,0.0
57.4,58.7,57.4,45.3,0.0
57.7,59.0,57.7,45.5,0.0
58.1,59.4,58.1,45.7,0.0
58.5,59.8,58.5,45.8,0.0
