gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
77.7,79.3,77.7,11.8,0.0,0.0
77.7,79.4,77.7,12.0,0.0,0.0
77.7,79.3,77.7,12.2,0.0,0.0
77.5,79.2,77.5,12.4,0.0,0.0
77.3,79.0,77.3,12.6,0.0,0.0
77.0,78.6,77.0,12.8,0.0,0.0
76.6,78.3,76.6,13.0,0.0,0.0
76.2,77.8,76.2,13.2,0.0,0.0
75.7,77.4,75.7,13.4,0.0,0.0
75.3,76.9,75.3,13.6,0.0,0.0
74.9,76.5,74.9,13.8,0.0,0.0
74.5,76.1,74.5,14.0,0.0,0.0
74.3,75.9,74.3,14.2,0.0,0.0
74.1,75.7,74.1,14.4,0.0,0.0
74.0,75.6,74.0,14.6,0.0,0.0
74.0,75.6,74.0,14.8,0.0,0.0
74.1,75.7,74.1,15.0,0.0,0.0
74.1,75.7,74.1,15.2,0.0,0.0
74.1,75.7,74.1,15.4,0.0,0.0
74.0,75.6,74.0,15.6,0.0,0.0
74.0,75.6,74.0,15.8,0.0,0.0
73.8,75.4,73.8,16.0,0.0,0.0
73.7,75.3,73.7,16.2,0.0,0.0
73.6,75.2,73.6,16.4,0.0,0.0
73.5,75.1,73.5,16.6,0.0,0.0
73.4,75.0,73.4,16.8,0.0,0.0
73.4,75.0,73.4,17.0,0.0,0.0
73.3,74.9,73.3,17.2,0.0,0.0
73.2,74.8,73.2,17.4,0.0,0.0
73.1,74.6,73.1,17.6,0.0,0.0
72.8,74.4,72.8,17.8,0.0,0.0
72.5,74.0,72.5,18.0,0.0,0.0
72.1,73.6,72.1,18.2,0.0,0.0
71.6,73.1,71.6,18.5,0.0,0.0
71.1,72.6,71.1,18.6,0.0,0.0
70.6,72.1,70.6,18.9,0.0,0.0
70.2,71.7,70.2,19.0,0.0,0.0
69.8,71.3,69.8,19.3,0.0,0.0
69.5,71.0,69.5,19.5,0.0,0.0
69.2,70.7,69.2,19.6,0.0,0.0
68.9,70.4,68.9,19.9,0.0,0.0
68.7,70.2,68.7,20.0,0.0,0.0
68.4,69.8,68.4,20.3,0.0,0.0
68.0,69.5,68.0,20.4,0.0,0.0
67.7,69.1,67.7,20.7,0.0,0.0
67.3,68.8,67.3,20.9,0.0,0.0
67.0,68.4,67.0,21.1,0.0,0.0
66.6,68.1,66.6,21.3,0.0,0.0
66.3,67.8,66.3,21.5,0.0,0.0
66.1,67.5,66.1,21.7,0.0,0.0
65.9,67.3,65.9,21.9,0.0,0.0
65.7,67.2,65.7,22.1,0.0,0.0
65.6,67.0,65.6,22.3,0.0,0.0
65.4,66.8,65.4,22.5,0.0,0.0
65.3,66.7,65.3,22.7,0.0,0.0
65.1,66.5,65.1,22.9,0.0,0.0
64.8,66.3,64.8,23.1,0.0,0.0
64.6,66.0,64.6,23.3,0.0,0.0
