gen_0_4,gen_1_0,gen_2_1,gen_5_2,gen_7_3
78.2,79.9,78.2,10.5,0.0
78.1,79.8,78.1,10.5,0.0
77.9,79.6,77.9,10.5,0.0
77.6,79.3,77.6,10.5,0.0
77.3,79.0,77.3,10.5,0.0
76.9,78.5,76.9,10.5,0.0
76.4,78.0,76.4,10.5,0.0
75.9,77.5,75.9,10.4,0.0
75.3,77.0,75.3,10.4,0.0
74.8,76.4,74.8,10.4,0.0
74.3,75.9,74.3,10.3,0.0
73.9,75.5,73.9,10.3,0.0
73.6,75.2,73.6,10.3,0.0
73.4,75.0,73.4,10.2,0.0
73.3,74.9,73.3,10.2,0.0
73.2,74.8,73.2,10.1,0.0
73.2,74.8,73.2,10.0,0.0
73.2,74.8,73.2,10.0,0.0
73.2,74.8,73.2,9.9,0.0
73.1,74.7,73.1,9.9,0.0
73.0,74.6,73.0,9.8,0.0
72.9,74.5,72.9,9.7,0.0
72.8,74.3,72.8,9.7,0.0
72.6,74.2,72.6,9.6,0.0
72.5,74.1,72.5,9.5,0.0
72.5,74.0,72.5,9.5,0.0
72.4,74.0,72.4,9.4,0.0
72.4,74.0,72.4,9.3,0.0
72.3,73.9,72.3,9.3,0.0
72.2,73.8,72.2,9.2,0.0
72.0,73.6,72.0,9.2,0.0
71.7,73.2,71.7,9.1,0.0
71.3,72.9,71.3,9.0,0.0
70.9,72.4,70.9,9.0,0.0
70.5,72.0,70.5,8.9,0.0
70.1,71.6,70.1,8.9,0.0
69.7,71.2,69.7,8.8,0.0
69.4,70.9,69.4,8.8,0.0
69.1,70.6,69.1,8.7,0.0
68.9,70.4,68.9,8.7,0.0
68.7,70.2,68.7,8.6,0.0
68.5,70.0,68.5,8.6,0.0
68.3,69.8,68.3,8.5,0.0
68.0,69.5,68.0,8.5,0.0
67.8,69.2,67.8,8.5,0.0
67.5,69.0,67.5,8.4,0.0
67.2,68.7,67.2,8.4,0.0
67.0,68.4,67.0,8.4,0.0
66.8,68.2,66.8,8.4,0.0
66.6,68.1,66.6,8.3,0.0
66.5,67.9,66.5,8.3,0.0
66.4,67.9,66.4,8.3,0.0
66.4,67.8,66.4,8.3,0.0
66.3,67.7,66.3,8.3,0.0
66.2,67.6,66.2,8.3,0.0
66.1,67.5,66.1,8.3,0.0
66.0,67.4,66.0,8.3,0.0
65.9,67.3,65.9,8.3,0.0
65.8,67.2,65.8,8.3,0.0
65.7,67.1,65.7,8.3,0.0
65.7,67.1,65.7,8.3,0.0
65.7,67.2,65.7,8.3,0.0
65.8,67.2,65.8,8.3,0.0
65.9,67.4,65.9,8.3,0.0
66.0,67.5,66.0,8.3,0.0
