1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
77.6,10.6,78.7,0,0,76.2,0,0.0,0,0,0,0,0,0
77.5,10.5,81.0,0,0,78.2,0,0.0,0,0,0,0,0,0
78.7,10.5,78.3,0,0,79.3,0,0.0,0,0,0,0,0,0
78.2,10.4,80.1,0,0,78.9,0,0.0,0,0,0,0,0,0
75.9,10.4,80.8,0,0,76.8,0,0.0,0,0,0,0,0,0
77.1,10.5,79.1,0,0,78.2,0,0.0,0,0,0,0,0,0
76.6,10.6,78.6,0,0,76.2,0,0.0,0,0,0,0,0,0
75.1,10.4,77.6,0,0,76.2,0,0.0,0,0,0,0,0,0
75.2,10.4,77.9,0,0,75.8,0,0.0,0,0,0,0,0,0
74.9,10.5,77.1,0,0,75.4,0,0.0,0,0,0,0,0,0
74.2,10.4,76.0,0,0,74.3,0,0.0,0,0,0,0,0,0
74.2,10.4,76.0,0,0,74.1,0,0.0,0,0,0,0,0,0
75.3,10.2,76.1,0,0,74.0,0,0.0,0,0,0,0,0,0
72.9,10.5,75.9,0,0,73.5,0,0.0,0,0,0,0,0,0
72.9,10.2,74.2,0,0,73.8,0,0.0,0,0,0,0,0,0
74.5,10.2,74.7,0,0,73.8,0,0.0,0,0,0,0,0,0
73.5,9.9,75.6,0,0,73.7,0,0.0,0,0,0,0,0,0
74.1,9.9,74.2,0,0,74.4,0,0.0,0,0,0,0,0,0
74.1,9.8,74.2,0,0,74.1,0,0.0,0,0,0,0,0,0
71.4,10.0,74.9,0,0,72.9,0,0.0,0,0,0,0,0,0
73.6,10.0,74.4,0,0,73.2,0,0.0,0,0,0,0,0,0
72.0,9.9,75.2,0,0,73.3,0,0.0,0,0,0,0,0,0
73.4,9.7,73.4,0,0,72.7,0,0.0,0,0,0,0,0,0
72.2,9.8,74.8,0,0,73.0,0,0.0,0,0,0,0,0,0
73.7,9.5,74.7,0,0,71.9,0,0.0,0,0,0,0,0,0
72.7,9.6,74.0,0,0,72.7,0,0.0,0,0,0,0,0,0
74.2,9.4,73.2,0,0,71.5,0,0.0,0,0,0,0,0,0
72.5,9.4,74.5,0,0,72.7,0,0.0,0,0,0,0,0,0
73.9,9.3,73.7,0,0,73.1,0,0.0,0,0,0,0,0,0
71.6,9.3,73.8,0,0,73.3,0,0.0,0,0,0,0,0,0
71.2,9.2,72.1,0,0,71.9,0,0.0,0,0,0,0,0,0
72.8,9.0,73.5,0,0,71.8,0,0.0,0,0,0,0,0,0
71.5,9.0,75.0,0,0,70.9,0,0.0,0,0,0,0,0,0
70.5,9.2,73.5,0,0,70.4,0,0.0,0,0,0,0,0,0
69.2,8.9,72.7,0,0,71.3,0,0.0,0,0,0,0,0,0
70.3,8.8,71.3,0,0,71.2,0,0.0,0,0,0,0,0,0
70.5,8.9,71.6,0,0,71.1,0,0.0,0,0,0,0,0,0
69.2,8.7,71.2,0,0,70.3,0,0.0,0,0,0,0,0,0
70.1,8.8,70.8,0,0,69.0,0,0.0,0,0,0,0,0,0
68.7,8.8,70.4,0,0,69.5,0,0.0,0,0,0,0,0,0
69.9,8.8,71.0,0,0,68.9,0,0.0,0,0,0,0,0,0
69.2,8.8,70.1,0,0,67.7,0,0.0,0,0,0,0,0,0
68.4,8.5,70.8,0,0,67.7,0,0.0,0,0,0,0,0,0
67.4,8.5,69.1,0,0,68.9,0,0.0,0,0,0,0,0,0
69.1,8.4,70.1,0,0,67.7,0,0.0,0,0,0,0,0,0
68.6,8.4,67.9,0,0,67.4,0,0.0,0,0,0,0,0,0
66.9,8.4,69.2,0,0,66.7,0,0.0,0,0,0,0,0,0
66.8,8.4,68.2,0,0,66.6,0,0.0,0,0,0,0,0,0
66.3,8.5,68.8,0,0,66.3,0,0.0,0,0,0,0,0,0
65.9,8.4,68.7,0,0,65.9,0,0.0,0,0,0,0,0,0
65.6,8.5,68.7,0,0,65.2,0,0.0,0,0,0,0,0,0
66.5,8.3,68.4,0,0,67.6,0,0.0,0,0,0,0,0,0
66.8,8.3,68.3,0,0,66.1,0,0.0,0,0,0,0,0,0
65.4,8.5,67.0,0,0,66.2,0,0.0,0,0,0,0,0,0
66.5,8.3,67.7,0,0,65.7,0,0.0,0,0,0,0,0,0
66.0,8.4,68.9,0,0,66.1,0,0.0,0,0,0,0,0,0
65.7,8.4,68.5,0,0,66.9,0,0.0,0,0,0,0,0,0
67.3,8.5,67.6,0,0,65.5,0,0.0,0,0,0,0,0,0
