1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
69.8,38.2,72.5,0,0,70.9,0,0.0,0,0,0,0,0,0
70.5,37.5,71.7,0,0,70.3,0,0.0,0,0,0,0,0,0
70.9,36.8,71.2,0,0,70.4,0,0.0,0,0,0,0,0,0
70.8,36.5,73.9,0,0,71.0,0,0.0,0,0,0,0,0,0
70.2,35.6,72.3,0,0,70.7,0,0.0,0,0,0,0,0,0
71.1,35.1,72.4,0,0,69.5,0,0.0,0,0,0,0,0,0
70.2,34.7,72.0,0,0,69.9,0,0.0,0,0,0,0,0,0
70.9,33.7,71.6,0,0,70.3,0,0.0,0,0,0,0,0,0
69.4,33.2,72.4,0,0,71.2,0,0.0,0,0,0,0,0,0
68.3,33.1,71.4,0,0,69.2,0,0.0,0,0,0,0,0,0
68.7,32.2,70.2,0,0,67.5,0,0.0,0,0,0,0,0,0
67.9,31.2,69.8,0,0,67.6,0,0.0,0,0,0,0,0,0
68.8,31.3,69.1,0,0,67.9,0,0.0,0,0,0,0,0,0
68.7,30.0,69.1,0,0,67.2,0,0.0,0,0,0,0,0,0
68.8,30.1,70.1,0,0,68.2,0,0.0,0,0,0,0,0,0
68.8,29.6,68.0,0,0,67.7,0,0.0,0,0,0,0,0,0
69.2,29.1,69.6,0,0,68.5,0,0.0,0,0,0,0,0,0
69.0,28.6,69.5,0,0,68.2,0,0.0,0,0,0,0,0,0
69.6,28.3,70.4,0,0,68.6,0,0.0,0,0,0,0,0,0
68.6,27.4,69.6,0,0,68.1,0,0.0,0,0,0,0,0,0
70.3,27.1,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
69.8,26.6,70.9,0,0,68.9,0,0.0,0,0,0,0,0,0
67.6,26.1,70.4,0,0,69.0,0,0.0,0,0,0,0,0,0
68.5,25.3,70.6,0,0,69.0,0,0.0,0,0,0,0,0,0
70.4,24.3,70.5,0,0,68.5,0,0.0,0,0,0,0,0,0
68.3,24.3,71.0,0,0,67.8,0,0.0,0,0,0,0,0,0
68.3,24.2,69.7,0,0,68.3,0,0.0,0,0,0,0,0,0
68.1,24.2,69.7,0,0,69.0,0,0.0,0,0,0,0,0,0
69.5,23.5,71.3,0,0,69.8,0,0.0,0,0,0,0,0,0
68.8,23.3,70.1,0,0,69.9,0,0.0,0,0,0,0,0,0
70.1,22.9,71.0,0,0,68.5,0,0.0,0,0,0,0,0,0
69.5,22.3,70.8,0,0,69.7,0,0.0,0,0,0,0,0,0
67.5,21.8,70.5,0,0,67.8,0,0.0,0,0,0,0,0,0
68.6,21.8,69.0,0,0,69.8,0,0.0,0,0,0,0,0,0
69.1,21.2,68.5,0,0,67.2,0,0.0,0,0,0,0,0,0
68.4,21.1,68.6,0,0,67.2,0,0.0,0,0,0,0,0,0
67.7,20.5,68.7,0,0,66.9,0,0.0,0,0,0,0,0,0
66.5,20.5,68.7,0,0,67.7,0,0.0,0,0,0,0,0,0
66.9,20.1,68.0,0,0,65.8,0,0.0,0,0,0,0,0,0
66.6,19.5,68.2,0,0,66.8,0,0.0,0,0,0,0,0,0
66.9,19.3,68.1,0,0,66.7,0,0.0,0,0,0,0,0,0
67.6,19.1,68.4,0,0,66.0,0,0.0,0,0,0,0,0,0
66.1,19.1,68.6,0,0,66.2,0,0.0,0,0,0,0,0,0
66.2,18.7,67.0,0,0,65.9,0,0.0,0,0,0,0,0,0
66.8,18.6,67.3,0,0,67.5,0,0.0,0,0,0,0,0,0
66.4,18.7,66.5,0,0,66.5,0,0.0,0,0,0,0,0,0
65.3,18.1,67.4,0,0,65.3,0,0.0,0,0,0,0,0,0
65.2,17.7,66.8,0,0,65.6,0,0.0,0,0,0,0,0,0
64.4,17.6,66.5,0,0,65.6,0,0.0,0,0,0,0,0,0
65.5,17.7,65.7,0,0,65.2,0,0.0,0,0,0,0,0,0
65.7,17.0,65.7,0,0,65.9,0,0.0,0,0,0,0,0,0
64.9,17.1,66.7,0,0,65.0,0,0.0,0,0,0,0,0,0
65.6,16.8,66.8,0,0,65.6,0,0.0,0,0,0,0,0,0
65.2,16.8,65.4,0,0,64.4,0,0.0,0,0,0,0,0,0
64.3,16.7,64.7,0,0,63.7,0,0.0,0,0,0,0,0,0
64.6,16.5,66.0,0,0,64.8,0,0.0,0,0,0,0,0,0
63.8,16.5,66.5,0,0,64.2,0,0.0,0,0,0,0,0,0
65.1,16.0,66.0,0,0,64.4,0,0.0,0,0,0,0,0,0
63.8,16.0,64.7,0,0,64.8,0,0.0,0,0,0,0,0,0
65.0,15.8,65.1,0,0,64.0,0,0.0,0,0,0,0,0,0
64.3,15.7,66.0,0,0,64.3,0,0.0,0,0,0,0,0,0
64.9,15.4,64.1,0,0,65.2,0,0.0,0,0,0,0,0,0
63.4,15.4,64.5,0,0,64.4,0,0.0,0,0,0,0,0,0
64.4,15.2,65.6,0,0,65.9,0,0.0,0,0,0,0,0,0
65.3,15.2,66.6,0,0,64.9,0,0.0,0,0,0,0,0,0
65.3,14.8,66.2,0,0,64.7,0,0.0,0,0,0,0,0,0
65.7,15.0,67.2,0,0,66.0,0,0.0,0,0,0,0,0,0
65.6,14.8,66.2,0,0,65.0,0,0.0,0,0,0,0,0,0
64.0,14.9,66.8,0,0,65.7,0,0.0,0,0,0,0,0,0
65.8,14.2,66.1,0,0,65.2,0,0.0,0,0,0,0,0,0
65.9,14.1,66.1,0,0,65.4,0,0.0,0,0,0,0,0,0
65.3,13.7,68.3,0,0,65.2,0,0.0,0,0,0,0,0,0
