1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
70.6,37.5,72.2,0,0,70.6,0,0.0,0,0,0,0,0,0
70.8,36.9,72.3,0,0,70.8,0,0.0,0,0,0,0,0,0
70.8,36.3,72.3,0,0,70.8,0,0.0,0,0,0,0,0,0
70.7,35.7,72.2,0,0,70.7,0,0.0,0,0,0,0,0,0
70.5,35.0,72.1,0,0,70.5,0,0.0,0,0,0,0,0,0
70.3,34.4,71.8,0,0,70.3,0,0.0,0,0,0,0,0,0
70.0,33.9,71.5,0,0,70.0,0,0.0,0,0,0,0,0,0
69.7,33.3,71.2,0,0,69.7,0,0.0,0,0,0,0,0,0
69.3,32.7,70.8,0,0,69.3,0,0.0,0,0,0,0,0,0
68.9,32.1,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
68.6,31.6,70.1,0,0,68.6,0,0.0,0,0,0,0,0,0
68.4,31.0,69.9,0,0,68.4,0,0.0,0,0,0,0,0,0
68.2,30.5,69.7,0,0,68.2,0,0.0,0,0,0,0,0,0
68.2,29.9,69.6,0,0,68.2,0,0.0,0,0,0,0,0,0
68.2,29.4,69.7,0,0,68.2,0,0.0,0,0,0,0,0,0
68.3,28.9,69.8,0,0,68.3,0,0.0,0,0,0,0,0,0
68.5,28.4,69.9,0,0,68.5,0,0.0,0,0,0,0,0,0
68.6,27.9,70.1,0,0,68.6,0,0.0,0,0,0,0,0,0
68.7,27.4,70.2,0,0,68.7,0,0.0,0,0,0,0,0,0
68.8,26.9,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.8,26.5,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.8,26.0,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.8,25.6,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.8,25.1,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.8,24.7,70.3,0,0,68.8,0,0.0,0,0,0,0,0,0
68.9,24.3,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
68.9,23.9,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
69.0,23.5,70.5,0,0,69.0,0,0.0,0,0,0,0,0,0
69.0,23.1,70.5,0,0,69.0,0,0.0,0,0,0,0,0,0
69.0,22.7,70.5,0,0,69.0,0,0.0,0,0,0,0,0,0
68.9,22.4,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
68.7,22.0,70.2,0,0,68.7,0,0.0,0,0,0,0,0,0
68.4,21.7,69.9,0,0,68.4,0,0.0,0,0,0,0,0,0
68.1,21.3,69.6,0,0,68.1,0,0.0,0,0,0,0,0,0
67.7,21.0,69.2,0,0,67.7,0,0.0,0,0,0,0,0,0
67.4,20.7,68.9,0,0,67.4,0,0.0,0,0,0,0,0,0
67.1,20.4,68.6,0,0,67.1,0,0.0,0,0,0,0,0,0
66.9,20.1,68.3,0,0,66.9,0,0.0,0,0,0,0,0,0
66.7,19.8,68.1,0,0,66.7,0,0.0,0,0,0,0,0,0
66.6,19.6,68.0,0,0,66.6,0,0.0,0,0,0,0,0,0
66.4,19.3,67.9,0,0,66.4,0,0.0,0,0,0,0,0,0
