1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
77.3,24.6,81.3,0,0,78.6,0,0.0,0,0,0,0,0,0
78.4,23.6,80.0,0,0,77.4,0,0.0,0,0,0,0,0,0
79.1,23.0,79.7,0,0,77.4,0,0.0,0,0,0,0,0,0
77.6,23.3,78.8,0,0,78.3,0,0.0,0,0,0,0,0,0
76.7,23.0,78.5,0,0,78.0,0,0.0,0,0,0,0,0,0
77.5,22.3,80.3,0,0,78.6,0,0.0,0,0,0,0,0,0
77.5,21.9,77.8,0,0,76.7,0,0.0,0,0,0,0,0,0
78.2,21.6,78.2,0,0,77.2,0,0.0,0,0,0,0,0,0
76.8,21.4,79.6,0,0,75.8,0,0.0,0,0,0,0,0,0
75.7,21.0,77.9,0,0,75.4,0,0.0,0,0,0,0,0,0
75.9,20.8,77.0,0,0,74.6,0,0.0,0,0,0,0,0,0
75.5,21.0,77.5,0,0,73.8,0,0.0,0,0,0,0,0,0
75.5,20.8,77.2,0,0,74.9,0,0.0,0,0,0,0,0,0
76.1,20.6,73.6,0,0,75.2,0,0.0,0,0,0,0,0,0
73.1,20.5,76.2,0,0,74.5,0,0.0,0,0,0,0,0,0
74.7,20.9,76.5,0,0,73.5,0,0.0,0,0,0,0,0,0
74.1,20.1,76.8,0,0,74.2,0,0.0,0,0,0,0,0,0
73.4,20.4,75.6,0,0,73.4,0,0.0,0,0,0,0,0,0
74.5,20.8,74.2,0,0,73.3,0,0.0,0,0,0,0,0,0
73.9,20.6,76.2,0,0,74.3,0,0.0,0,0,0,0,0,0
73.4,20.7,73.8,0,0,72.8,0,0.0,0,0,0,0,0,0
73.5,20.7,74.6,0,0,73.1,0,0.0,0,0,0,0,0,0
72.5,20.6,75.4,0,0,73.4,0,0.0,0,0,0,0,0,0
72.5,20.9,74.7,0,0,73.4,0,0.0,0,0,0,0,0,0
73.5,21.2,74.3,0,0,71.4,0,0.0,0,0,0,0,0,0
73.0,21.0,74.3,0,0,73.0,0,0.0,0,0,0,0,0,0
72.5,21.4,74.4,0,0,72.6,0,0.0,0,0,0,0,0,0
72.5,21.2,74.0,0,0,73.0,0,0.0,0,0,0,0,0,0
72.0,21.5,73.2,0,0,71.0,0,0.0,0,0,0,0,0,0
72.5,21.3,72.8,0,0,71.8,0,0.0,0,0,0,0,0,0
72.1,21.6,73.7,0,0,71.6,0,0.0,0,0,0,0,0,0
72.2,22.2,73.2,0,0,71.8,0,0.0,0,0,0,0,0,0
71.3,22.0,72.7,0,0,71.5,0,0.0,0,0,0,0,0,0
69.5,22.3,73.2,0,0,70.4,0,0.0,0,0,0,0,0,0
71.4,22.4,71.4,0,0,70.5,0,0.0,0,0,0,0,0,0
69.0,22.7,71.7,0,0,69.6,0,0.0,0,0,0,0,0,0
68.9,22.7,72.2,0,0,69.7,0,0.0,0,0,0,0,0,0
69.4,22.7,69.4,0,0,69.1,0,0.0,0,0,0,0,0,0
69.0,23.1,70.0,0,0,69.1,0,0.0,0,0,0,0,0,0
68.9,23.1,70.0,0,0,68.4,0,0.0,0,0,0,0,0,0
68.1,23.1,69.2,0,0,67.8,0,0.0,0,0,0,0,0,0
68.0,23.3,68.8,0,0,68.2,0,0.0,0,0,0,0,0,0
66.1,23.4,68.6,0,0,67.8,0,0.0,0,0,0,0,0,0
67.5,23.7,67.6,0,0,65.4,0,0.0,0,0,0,0,0,0
68.6,23.5,68.8,0,0,65.3,0,0.0,0,0,0,0,0,0
67.4,23.5,67.9,0,0,66.8,0,0.0,0,0,0,0,0,0
67.3,23.5,67.3,0,0,66.3,0,0.0,0,0,0,0,0,0
64.8,23.8,67.0,0,0,64.7,0,0.0,0,0,0,0,0,0
66.1,23.9,66.5,0,0,65.0,0,0.0,0,0,0,0,0,0
65.8,24.6,67.2,0,0,64.3,0,0.0,0,0,0,0,0,0
65.5,24.0,67.2,0,0,65.4,0,0.0,0,0,0,0,0,0
64.7,23.8,66.3,0,0,65.7,0,0.0,0,0,0,0,0,0
64.5,23.8,65.7,0,0,65.1,0,0.0,0,0,0,0,0,0
65.9,24.0,66.7,0,0,65.9,0,0.0,0,0,0,0,0,0
65.5,23.6,66.3,0,0,63.8,0,0.0,0,0,0,0,0,0
64.1,23.5,66.5,0,0,63.9,0,0.0,0,0,0,0,0,0
65.8,23.7,65.2,0,0,65.2,0,0.0,0,0,0,0,0,0
64.8,23.8,66.8,0,0,63.6,0,0.0,0,0,0,0,0,0
64.3,23.3,66.0,0,0,65.4,0,0.0,0,0,0,0,0,0
63.8,23.1,65.4,0,0,64.4,0,0.0,0,0,0,0,0,0
64.8,23.1,66.2,0,0,65.4,0,0.0,0,0,0,0,0,0
64.1,22.6,65.9,0,0,65.6,0,0.0,0,0,0,0,0,0
64.0,23.1,65.7,0,0,64.5,0,0.0,0,0,0,0,0,0
63.8,23.0,65.8,0,0,64.5,0,0.0,0,0,0,0,0,0
64.7,22.8,66.9,0,0,65.3,0,0.0,0,0,0,0,0,0
64.6,22.4,66.7,0,0,65.7,0,0.0,0,0,0,0,0,0
65.9,22.5,65.6,0,0,64.2,0,0.0,0,0,0,0,0,0
65.2,22.5,66.7,0,0,65.6,0,0.0,0,0,0,0,0,0
65.2,22.0,65.2,0,0,64.8,0,0.0,0,0,0,0,0,0
65.1,22.1,66.3,0,0,66.1,0,0.0,0,0,0,0,0,0
65.7,22.1,67.1,0,0,66.6,0,0.0,0,0,0,0,0,0
64.8,22.2,66.7,0,0,66.8,0,0.0,0,0,0,0,0,0
64.8,22.2,67.8,0,0,66.0,0,0.0,0,0,0,0,0,0
66.0,21.9,66.8,0,0,66.0,0,0.0,0,0,0,0,0,0
65.0,22.0,67.6,0,0,66.6,0,0.0,0,0,0,0,0,0
65.5,22.2,67.6,0,0,65.0,0,0.0,0,0,0,0,0,0
64.3,22.0,66.9,0,0,65.5,0,0.0,0,0,0,0,0,0
66.5,22.0,68.4,0,0,66.3,0,0.0,0,0,0,0,0,0
65.9,22.2,68.4,0,0,66.4,0,0.0,0,0,0,0,0,0
66.2,22.0,68.3,0,0,66.1,0,0.0,0,0,0,0,0,0
66.7,22.4,67.9,0,0,67.5,0,0.0,0,0,0,0,0,0
67.4,22.0,67.2,0,0,66.7,0,0.0,0,0,0,0,0,0
66.3,22.6,68.0,0,0,65.6,0,0.0,0,0,0,0,0,0
66.4,22.4,67.2,0,0,65.9,0,0.0,0,0,0,0,0,0
66.3,22.8,67.8,0,0,66.3,0,0.0,0,0,0,0,0,0
68.2,22.5,68.3,0,0,67.3,0,0.0,0,0,0,0,0,0
65.5,22.6,68.6,0,0,67.9,0,0.1,0,0,0,0,0,0
66.2,22.9,67.2,0,0,65.1,0,0.1,0,0,0,0,0,0
66.9,22.7,68.8,0,0,66.0,0,0.2,0,0,0,0,0,0
66.4,23.6,67.6,0,0,66.6,0,0.2,0,0,0,0,0,0
66.7,23.1,68.7,0,0,67.1,0,0.3,0,0,0,0,0,0
67.5,22.8,68.3,0,0,67.0,0,0.4,0,0,0,0,0,0
66.4,22.9,68.8,0,0,66.9,0,0.6,0,0,0,0,0,0
67.3,23.6,68.3,0,0,67.0,0,0.7,0,0,0,0,0,0
67.1,23.0,68.1,0,0,67.6,0,0.9,0,0,0,0,0,0
66.3,23.4,69.7,0,0,68.1,0,1.1,0,0,0,0,0,0
67.0,23.3,69.5,0,0,67.7,0,1.4,0,0,0,0,0,0
66.9,23.4,68.8,0,0,66.9,0,1.7,0,0,0,0,0,0
67.1,23.3,69.4,0,0,67.3,0,2.0,0,0,0,0,0,0
67.3,23.3,69.1,0,0,67.2,0,2.4,0,0,0,0,0,0
68.8,22.8,68.9,0,0,67.1,0,2.8,0,0,0,0,0,0
69.0,23.4,69.5,0,0,67.1,0,3.1,0,0,0,0,0,0
67.1,23.2,69.7,0,0,67.4,0,3.6,0,0,0,0,0,0
66.9,23.0,69.1,0,0,67.3,0,4.1,0,0,0,0,0,0
66.7,22.6,69.2,0,0,67.4,0,4.6,0,0,0,0,0,0
66.2,23.0,68.9,0,0,67.7,0,5.1,0,0,0,0,0,0
68.6,22.7,68.4,0,0,67.1,0,5.7,0,0,0,0,0,0
67.6,23.0,67.6,0,0,69.2,0,6.1,0,0,0,0,0,0
67.9,22.6,68.7,0,0,67.5,0,6.7,0,0,0,0,0,0
68.7,22.4,69.6,0,0,68.1,0,7.4,0,0,0,0,0,0
68.9,22.4,70.5,0,0,67.4,0,7.8,0,0,0,0,0,0
67.2,22.5,70.7,0,0,67.6,0,8.4,0,0,0,0,0,0
68.3,22.6,68.9,0,0,68.7,0,8.9,0,0,0,0,0,0
69.0,22.4,70.1,0,0,68.4,0,9.5,0,0,0,0,0,0
69.3,22.1,69.3,0,0,68.5,0,10.1,0,0,0,0,0,0
67.8,22.2,70.0,0,0,69.3,0,10.5,0,0,0,0,0,0
67.8,22.0,70.0,0,0,68.9,0,11.2,0,0,0,0,0,0
68.9,22.5,71.2,0,0,68.8,0,11.7,0,0,0,0,0,0
69.1,21.9,71.8,0,0,69.0,0,12.4,0,0,0,0,0,0
69.5,22.1,70.0,0,0,69.0,0,12.8,0,0,0,0,0,0
69.4,22.3,71.2,0,0,68.7,0,13.3,0,0,0,0,0,0
70.2,22.3,70.7,0,0,69.2,0,14.0,0,0,0,0,0,0
70.2,22.2,71.2,0,0,69.6,0,14.2,0,0,0,0,0,0
70.3,22.7,70.7,0,0,69.5,0,14.7,0,0,0,0,0,0
68.3,22.0,70.6,0,0,69.9,0,15.0,0,0,0,0,0,0
68.6,22.7,71.2,0,0,70.6,0,15.4,0,0,0,0,0,0
69.0,22.5,71.8,0,0,69.9,0,16.1,0,0,0,0,0,0
68.6,22.8,71.1,0,0,69.7,0,16.5,0,0,0,0,0,0
67.9,23.4,71.4,0,0,69.6,0,16.8,0,0,0,0,0,0
69.3,23.0,69.8,0,0,70.3,0,17.0,0,0,0,0,0,0
68.3,23.2,71.2,0,0,68.9,0,17.2,0,0,0,0,0,0
70.5,23.8,71.5,0,0,69.0,0,17.4,0,0,0,0,0,0
68.4,23.9,70.4,0,0,69.6,0,18.0,0,0,0,0,0,0
69.5,23.9,70.5,0,0,69.4,0,18.3,0,0,0,0,0,0
70.3,24.1,70.4,0,0,69.7,0,18.4,0,0,0,0,0,0
68.1,23.9,69.1,0,0,68.7,0,19.0,0,0,0,0,0,0
69.6,24.2,69.6,0,0,68.0,0,18.6,0,0,0,0,0,0
67.8,24.5,71.3,0,0,68.5,0,18.8,0,0,0,0,0,0
68.1,24.4,70.8,0,0,68.0,0,19.3,0,0,0,0,0,0
68.8,24.5,71.5,0,0,68.8,0,19.4,0,0,0,0,0,0
69.7,24.9,70.6,0,0,69.9,0,19.8,0,0,0,0,0,0
69.7,25.2,70.2,0,0,69.0,0,19.8,0,0,0,0,0,0
69.7,24.8,70.0,0,0,69.4,0,19.7,0,0,0,0,0,0
68.9,25.1,71.3,0,0,69.3,0,19.8,0,0,0,0,0,0
69.1,25.2,72.1,0,0,68.4,0,19.5,0,0,0,0,0,0
67.8,25.0,70.7,0,0,69.3,0,19.2,0,0,0,0,0,0
69.8,25.5,69.3,0,0,69.1,0,19.6,0,0,0,0,0,0
70.3,25.4,70.9,0,0,68.5,0,19.0,0,0,0,0,0,0
69.6,25.2,70.8,0,0,69.9,0,19.5,0,0,0,0,0,0
69.2,25.4,71.1,0,0,70.1,0,19.0,0,0,0,0,0,0
70.7,25.2,71.2,0,0,68.5,0,19.1,0,0,0,0,0,0
68.7,25.1,71.8,0,0,68.8,0,18.8,0,0,0,0,0,0
70.3,24.6,71.4,0,0,70.0,0,18.7,0,0,0,0,0,0
71.6,24.6,72.3,0,0,70.0,0,18.4,0,0,0,0,0,0
70.8,24.9,71.7,0,0,71.0,0,18.3,0,0,0,0,0,0
71.6,24.7,71.8,0,0,70.1,0,18.1,0,0,0,0,0,0
70.7,24.6,73.4,0,0,71.9,0,17.7,0,0,0,0,0,0
72.0,24.2,71.5,0,0,71.3,0,17.7,0,0,0,0,0,0
70.6,24.2,73.7,0,0,72.0,0,16.8,0,0,0,0,0,0
71.1,24.1,72.6,0,0,70.6,0,16.8,0,0,0,0,0,0
70.7,24.3,71.9,0,0,70.1,0,16.0,0,0,0,0,0,0
70.6,23.9,71.4,0,0,70.7,0,15.8,0,0,0,0,0,0
71.0,24.0,71.7,0,0,69.6,0,15.6,0,0,0,0,0,0
69.2,23.6,71.5,0,0,70.1,0,15.2,0,0,0,0,0,0
69.4,23.4,70.4,0,0,69.8,0,14.2,0,0,0,0,0,0
69.9,23.7,70.1,0,0,69.1,0,14.1,0,0,0,0,0,0
67.5,23.2,69.4,0,0,68.3,0,13.5,0,0,0,0,0,0
68.9,23.4,70.9,0,0,67.5,0,12.9,0,0,0,0,0,0
68.1,22.9,68.2,0,0,67.7,0,12.4,0,0,0,0,0,0
67.4,23.3,69.9,0,0,68.2,0,11.9,0,0,0,0,0,0
68.9,23.2,69.9,0,0,67.7,0,11.4,0,0,0,0,0,0
67.3,23.1,69.4,0,0,67.5,0,10.7,0,0,0,0,0,0
67.1,23.3,69.0,0,0,67.6,0,10.3,0,0,0,0,0,0
