1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
78.1,23.9,79.8,0,0,78.1,0,0.0,0,0,0,0,0,0
78.2,23.4,79.9,0,0,78.2,0,0.0,0,0,0,0,0,0
78.1,23.0,79.8,0,0,78.1,0,0.0,0,0,0,0,0,0
77.9,22.6,79.6,0,0,77.9,0,0.0,0,0,0,0,0,0
77.7,22.2,79.4,0,0,77.7,0,0.0,0,0,0,0,0,0
77.3,21.9,79.0,0,0,77.3,0,0.0,0,0,0,0,0,0
76.9,21.6,78.6,0,0,76.9,0,0.0,0,0,0,0,0,0
76.5,21.4,78.1,0,0,76.5,0,0.0,0,0,0,0,0,0
76.0,21.2,77.6,0,0,76.0,0,0.0,0,0,0,0,0,0
75.4,21.0,77.1,0,0,75.4,0,0.0,0,0,0,0,0,0
75.0,20.9,76.6,0,0,75.0,0,0.0,0,0,0,0,0,0
74.6,20.7,76.2,0,0,74.6,0,0.0,0,0,0,0,0,0
74.2,20.6,75.9,0,0,74.2,0,0.0,0,0,0,0,0,0
74.0,20.6,75.6,0,0,74.0,0,0.0,0,0,0,0,0,0
73.9,20.5,75.5,0,0,73.9,0,0.0,0,0,0,0,0,0
73.9,20.5,75.5,0,0,73.9,0,0.0,0,0,0,0,0,0
73.8,20.5,75.4,0,0,73.8,0,0.0,0,0,0,0,0,0
73.8,20.5,75.4,0,0,73.8,0,0.0,0,0,0,0,0,0
73.8,20.5,75.4,0,0,73.8,0,0.0,0,0,0,0,0,0
73.6,20.6,75.2,0,0,73.6,0,0.0,0,0,0,0,0,0
73.5,20.6,75.1,0,0,73.5,0,0.0,0,0,0,0,0,0
73.3,20.7,74.9,0,0,73.3,0,0.0,0,0,0,0,0,0
73.1,20.8,74.7,0,0,73.1,0,0.0,0,0,0,0,0,0
72.9,20.9,74.5,0,0,72.9,0,0.0,0,0,0,0,0,0
72.8,21.0,74.3,0,0,72.8,0,0.0,0,0,0,0,0,0
72.6,21.1,74.2,0,0,72.6,0,0.0,0,0,0,0,0,0
72.5,21.3,74.1,0,0,72.5,0,0.0,0,0,0,0,0,0
72.4,21.4,74.0,0,0,72.4,0,0.0,0,0,0,0,0,0
72.3,21.6,73.8,0,0,72.3,0,0.0,0,0,0,0,0,0
72.1,21.7,73.6,0,0,72.1,0,0.0,0,0,0,0,0,0
71.8,21.9,73.3,0,0,71.8,0,0.0,0,0,0,0,0,0
71.4,22.0,72.9,0,0,71.4,0,0.0,0,0,0,0,0,0
70.9,22.2,72.5,0,0,70.9,0,0.0,0,0,0,0,0,0
70.4,22.4,71.9,0,0,70.4,0,0.0,0,0,0,0,0,0
69.9,22.5,71.4,0,0,69.9,0,0.0,0,0,0,0,0,0
69.4,22.7,70.9,0,0,69.4,0,0.0,0,0,0,0,0,0
68.9,22.8,70.4,0,0,68.9,0,0.0,0,0,0,0,0,0
68.5,23.0,70.0,0,0,68.5,0,0.0,0,0,0,0,0,0
68.2,23.1,69.7,0,0,68.2,0,0.0,0,0,0,0,0,0
67.9,23.3,69.4,0,0,67.9,0,0.0,0,0,0,0,0,0
67.6,23.4,69.1,0,0,67.6,0,0.0,0,0,0,0,0,0
67.4,23.5,68.8,0,0,67.4,0,0.0,0,0,0,0,0,0
67.1,23.6,68.5,0,0,67.1,0,0.0,0,0,0,0,0,0
66.8,23.7,68.2,0,0,66.8,0,0.0,0,0,0,0,0,0
66.5,23.8,67.9,0,0,66.5,0,0.0,0,0,0,0,0,0
66.1,23.9,67.6,0,0,66.1,0,0.0,0,0,0,0,0,0
65.8,23.9,67.2,0,0,65.8,0,0.0,0,0,0,0,0,0
65.5,23.9,67.0,0,0,65.5,0,0.0,0,0,0,0,0,0
