gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
84.3,86.1,84.3,10.6,0.0,0.0
84.2,86.1,84.2,10.7,0.0,0.0
84.1,85.9,84.1,10.8,0.0,0.0
83.8,85.6,83.8,10.9,0.0,0.0
83.5,85.3,83.5,11.0,0.0,0.0
83.0,84.8,83.0,11.2,0.0,0.0
82.5,84.3,82.5,11.2,0.0,0.0
82.0,83.8,82.0,11.3,0.0,0.0
81.5,83.2,81.5,11.3,0.0,0.0
80.9,82.7,80.9,11.3,0.0,0.0
80.4,82.2,80.4,11.4,0.0,0.0
80.0,81.7,80.0,11.4,0.0,0.0
79.7,81.4,79.7,11.5,0.0,0.0
79.5,81.2,79.5,11.5,0.0,0.0
79.4,81.1,79.4,11.5,0.0,0.0
79.3,81.0,79.3,11.5,0.0,0.0
79.3,81.0,79.3,11.6,0.0,0.0
79.3,81.1,79.3,11.5,0.0,0.0
79.3,81.0,79.3,11.6,0.0,0.0
79.3,81.0,79.3,11.5,0.0,0.0
79.1,80.9,79.1,11.5,0.0,0.0
79.0,80.7,79.0,11.5,0.0,0.0
78.9,80.6,78.9,11.5,0.0,0.0
78.7,80.5,78.7,11.5,0.0,0.0
78.6,80.3,78.6,11.4,0.0,0.0
78.6,80.3,78.6,11.5,0.0,0.0
78.5,80.2,78.5,11.4,0.0,0.0
78.5,80.2,78.5,11.4,0.0,0.0
78.4,80.1,78.4,11.4,0.0,0.0
78.2,79.9,78.2,11.4,0.0,0.0
78.0,79.7,78.0,11.3,0.0,0.0
77.7,79.4,77.7,11.3,0.0,0.0
77.3,78.9,77.3,11.3,0.0,0.0
76.8,78.5,76.8,11.2,0.0,0.0
76.3,78.0,76.3,11.2,0.0,0.0
75.9,77.5,75.9,11.2,0.0,0.0
75.4,77.1,75.4,11.2,0.0,0.0
75.1,76.7,75.1,11.2,0.0,0.0
74.8,76.4,74.8,11.2,0.0,0.0
74.5,76.1,74.5,11.2,0.0,0.0
74.3,75.9,74.3,11.2,0.0,0.0
74.0,75.6,74.0,11.2,0.0,0.0
73.8,75.4,73.8,11.2,0.0,0.0
73.5,75.1,73.5,11.2,0.0,0.0
73.1,74.7,73.1,11.3,0.0,0.0
72.8,74.3,72.8,11.3,0.0,0.0
72.4,74.0,72.4,11.4,0.0,0.0
72.1,73.7,72.1,11.4,0.0,0.0
71.9,73.4,71.9,11.4,0.0,0.0
71.6,73.2,71.6,11.5,0.0,0.0
71.5,73.0,71.5,11.6,0.0,0.0
71.3,72.9,71.3,11.7,0.0,0.0
71.2,72.7,71.2,11.7,0.0,0.0
71.1,72.6,71.1,11.9,0.0,0.0
70.9,72.5,70.9,12.0,0.0,0.0
70.7,72.3,70.7,12.1,0.0,0.0
70.5,72.1,70.5,12.2,0.0,0.0
70.3,71.9,70.3,12.3,0.0,0.0
70.2,71.7,70.2,12.4,0.0,0.0
70.0,71.5,70.0,12.6,0.0,0.0
69.9,71.5,69.9,12.6,0.0,0.0
69.9,71.4,69.9,12.8,0.0,0.0
69.9,71.4,69.9,12.9,0.0,0.0
69.9,71.5,69.9,13.1,0.0,0.0
70.0,71.5,70.0,13.2,0.0,0.0
70.0,71.5,70.0,13.3,0.0,0.0
70.0,71.5,70.0,13.5,0.0,0.0
70.0,71.5,70.0,13.6,0.0,0.0
69.9,71.4,69.9,13.7,0.0,0.0
69.8,71.3,69.8,13.9,0.0,0.0
69.7,71.2,69.7,14.0,0.0,0.0
69.7,71.2,69.7,14.1,0.0,0.0
69.6,71.1,69.6,14.3,0.0,0.0
69.6,71.2,69.6,14.4,0.0,0.0
69.7,71.2,69.7,14.5,0.0,0.0
69.8,71.3,69.8,14.6,0.0,0.0
69.9,71.4,69.9,14.8,0.0,0.0
70.0,71.5,70.0,14.9,0.0,0.0
70.0,71.5,70.0,15.0,0.0,0.0
70.0,71.5,70.0,15.1,0.0,0.0
70.0,71.5,70.0,15.2,0.0,0.0
69.9,71.5,69.9,15.3,0.0,0.0
69.9,71.4,69.9,15.4,0.0,0.0
69.8,71.3,69.8,15.5,0.0,0.0
69.8,71.3,69.8,15.6,0.1,0.0
69.7,71.2,69.7,15.7,0.2,0.1
69.7,71.2,69.7,15.8,0.3,0.1
69.7,71.2,69.7,15.9,0.5,0.2
69.6,71.1,69.6,16.0,0.6,0.3
69.6,71.1,69.6,16.0,0.9,0.5
69.5,71.0,69.5,16.1,1.1,0.7
69.4,70.9,69.4,16.2,1.5,0.9
69.3,70.8,69.3,16.2,1.9,1.1
69.2,70.7,69.2,16.3,2.3,1.3
69.0,70.5,69.0,16.4,2.8,1.4
68.8,70.3,68.8,16.4,3.3,1.6
68.7,70.2,68.7,16.5,3.7,1.9
68.6,70.0,68.6,16.5,4.0,2.2
68.4,69.9,68.4,16.5,4.3,2.5
68.2,69.7,68.2,16.6,4.7,2.9
67.9,69.4,67.9,16.6,5.3,3.3
67.6,69.1,67.6,16.7,6.2,3.8
67.3,68.7,67.3,16.7,7.1,4.3
66.9,68.4,66.9,16.8,7.9,4.7
66.8,68.2,66.8,16.7,8.6,5.1
66.7,68.1,66.7,16.8,9.0,5.4
66.6,68.1,66.6,16.8,9.4,5.7
