1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
71.5,31.4,73.0,0,0,71.5,0,0.0,0,0,0,0,0,0
71.1,32.3,72.6,0,0,71.1,0,0.0,0,0,0,0,0,0
70.6,33.1,72.2,0,0,70.6,0,0.0,0,0,0,0,0,0
70.1,33.8,71.6,0,0,70.1,0,0.0,0,0,0,0,0,0
69.6,34.4,71.1,0,0,69.6,0,0.0,0,0,0,0,0,0
69.0,35.0,70.4,0,0,69.0,0,0.0,0,0,0,0,0,0
68.3,35.4,69.8,0,0,68.3,0,0.0,0,0,0,0,0,0
67.7,35.8,69.1,0,0,67.7,0,0.0,0,0,0,0,0,0
67.0,36.1,68.5,0,0,67.0,0,0.0,0,0,0,0,0,0
66.4,36.3,67.9,0,0,66.4,0,0.0,0,0,0,0,0,0
65.9,36.4,67.3,0,0,65.9,0,0.0,0,0,0,0,0,0
65.4,36.5,66.9,0,0,65.4,0,0.0,0,0,0,0,0,0
65.1,36.5,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
64.9,36.4,66.3,0,0,64.9,0,0.0,0,0,0,0,0,0
64.8,36.3,66.2,0,0,64.8,0,0.0,0,0,0,0,0,0
64.8,36.1,66.2,0,0,64.8,0,0.0,0,0,0,0,0,0
64.9,35.8,66.3,0,0,64.9,0,0.0,0,0,0,0,0,0
65.0,35.5,66.4,0,0,65.0,0,0.0,0,0,0,0,0,0
65.0,35.2,66.4,0,0,65.0,0,0.0,0,0,0,0,0,0
65.1,34.8,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
65.1,34.4,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
65.1,33.9,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
65.1,33.5,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
65.1,33.0,66.5,0,0,65.1,0,0.0,0,0,0,0,0,0
65.2,32.4,66.6,0,0,65.2,0,0.0,0,0,0,0,0,0
65.3,31.9,66.7,0,0,65.3,0,0.0,0,0,0,0,0,0
65.4,31.3,66.8,0,0,65.4,0,0.0,0,0,0,0,0,0
65.5,30.8,66.9,0,0,65.5,0,0.0,0,0,0,0,0,0
65.6,30.2,67.0,0,0,65.6,0,0.0,0,0,0,0,0,0
65.6,29.6,67.1,0,0,65.6,0,0.0,0,0,0,0,0,0
65.6,29.1,67.0,0,0,65.6,0,0.0,0,0,0,0,0,0
65.5,28.5,66.9,0,0,65.5,0,0.0,0,0,0,0,0,0
65.3,28.0,66.7,0,0,65.3,0,0.0,0,0,0,0,0,0
65.0,27.4,66.4,0,0,65.0,0,0.0,0,0,0,0,0,0
64.7,26.9,66.1,0,0,64.7,0,0.0,0,0,0,0,0,0
64.5,26.4,65.9,0,0,64.5,0,0.0,0,0,0,0,0,0
64.2,25.9,65.6,0,0,64.2,0,0.0,0,0,0,0,0,0
64.1,25.4,65.5,0,0,64.1,0,0.0,0,0,0,0,0,0
63.9,25.0,65.3,0,0,63.9,0,0.0,0,0,0,0,0,0
63.9,24.6,65.2,0,0,63.9,0,0.0,0,0,0,0,0,0
63.8,24.2,65.1,0,0,63.8,0,0.0,0,0,0,0,0,0
63.7,23.8,65.0,0,0,63.7,0,0.0,0,0,0,0,0,0
63.5,23.5,64.9,0,0,63.5,0,0.0,0,0,0,0,0,0
63.4,23.2,64.7,0,0,63.4,0,0.0,0,0,0,0,0,0
63.2,23.0,64.5,0,0,63.2,0,0.0,0,0,0,0,0,0
62.9,22.8,64.3,0,0,62.9,0,0.0,0,0,0,0,0,0
62.7,22.6,64.1,0,0,62.7,0,0.0,0,0,0,0,0,0
62.5,22.5,63.9,0,0,62.5,0,0.0,0,0,0,0,0,0
62.3,22.4,63.7,0,0,62.3,0,0.0,0,0,0,0,0,0
62.2,22.4,63.5,0,0,62.2,0,0.0,0,0,0,0,0,0
62.1,22.4,63.4,0,0,62.1,0,0.0,0,0,0,0,0,0
62.0,22.4,63.3,0,0,62.0,0,0.0,0,0,0,0,0,0
61.9,22.4,63.2,0,0,61.9,0,0.0,0,0,0,0,0,0
61.8,22.5,63.1,0,0,61.8,0,0.0,0,0,0,0,0,0
61.7,22.7,63.0,0,0,61.7,0,0.0,0,0,0,0,0,0
61.5,22.8,62.8,0,0,61.5,0,0.0,0,0,0,0,0,0
61.3,23.0,62.7,0,0,61.3,0,0.0,0,0,0,0,0,0
61.2,23.1,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.0,23.3,62.3,0,0,61.0,0,0.0,0,0,0,0,0,0
60.9,23.5,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.8,23.7,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,23.9,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,24.2,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,24.4,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.9,24.6,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.9,24.8,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.9,25.0,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.9,25.2,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.9,25.3,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
60.8,25.5,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,25.6,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,25.7,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,25.7,62.1,0,0,60.8,0,0.0,0,0,0,0,0,0
60.9,25.7,62.2,0,0,60.9,0,0.0,0,0,0,0,0,0
61.0,25.7,62.4,0,0,61.0,0,0.0,0,0,0,0,0,0
61.2,25.7,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.4,25.6,62.7,0,0,61.4,0,0.0,0,0,0,0,0,0
61.6,25.5,62.9,0,0,61.6,0,0.0,0,0,0,0,0,0
61.7,25.4,63.1,0,0,61.7,0,0.0,0,0,0,0,0,0
