1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
71.9,30.2,72.7,0,0,71.9,0,0.0,0,0,0,0,0,0
71.4,32.2,73.3,0,0,72.2,0,0.0,0,0,0,0,0,0
72.1,31.8,71.6,0,0,71.5,0,0.0,0,0,0,0,0,0
70.8,32.8,73.2,0,0,71.4,0,0.0,0,0,0,0,0,0
70.9,33.6,71.0,0,0,69.5,0,0.0,0,0,0,0,0,0
69.2,34.1,70.1,0,0,70.0,0,0.0,0,0,0,0,0,0
68.4,35.1,72.2,0,0,68.7,0,0.0,0,0,0,0,0,0
69.1,35.2,70.0,0,0,68.8,0,0.0,0,0,0,0,0,0
68.0,36.5,68.2,0,0,67.7,0,0.0,0,0,0,0,0,0
65.6,36.1,69.0,0,0,67.0,0,0.0,0,0,0,0,0,0
65.9,36.0,67.7,0,0,65.2,0,0.0,0,0,0,0,0,0
65.4,36.5,66.9,0,0,65.7,0,0.0,0,0,0,0,0,0
65.4,36.2,66.4,0,0,64.9,0,0.0,0,0,0,0,0,0
65.1,35.9,67.5,0,0,64.8,0,0.0,0,0,0,0,0,0
65.0,36.6,64.8,0,0,65.2,0,0.0,0,0,0,0,0,0
65.5,36.9,66.0,0,0,65.1,0,0.0,0,0,0,0,0,0
66.3,36.2,67.4,0,0,65.1,0,0.0,0,0,0,0,0,0
64.9,35.2,67.3,0,0,64.8,0,0.0,0,0,0,0,0,0
66.8,35.7,66.9,0,0,65.1,0,0.0,0,0,0,0,0,0
64.7,35.0,67.0,0,0,64.7,0,0.0,0,0,0,0,0,0
64.7,35.4,67.4,0,0,64.9,0,0.0,0,0,0,0,0,0
65.3,34.1,67.1,0,0,65.4,0,0.0,0,0,0,0,0,0
64.7,33.9,65.7,0,0,63.4,0,0.0,0,0,0,0,0,0
65.3,34.0,65.7,0,0,64.7,0,0.0,0,0,0,0,0,0
65.4,33.0,66.5,0,0,64.6,0,0.0,0,0,0,0,0,0
66.0,32.3,66.6,0,0,64.7,0,0.0,0,0,0,0,0,0
66.1,31.8,67.1,0,0,64.2,0,0.0,0,0,0,0,0,0
65.4,31.5,66.5,0,0,66.0,0,0.0,0,0,0,0,0,0
64.5,30.9,66.9,0,0,65.4,0,0.0,0,0,0,0,0,0
66.5,30.2,67.2,0,0,65.3,0,0.0,0,0,0,0,0,0
66.6,30.3,66.0,0,0,65.8,0,0.0,0,0,0,0,0,0
66.0,28.6,66.8,0,0,65.6,0,0.0,0,0,0,0,0,0
65.3,28.3,65.5,0,0,65.3,0,0.0,0,0,0,0,0,0
64.7,28.0,66.1,0,0,64.8,0,0.0,0,0,0,0,0,0
63.9,27.5,67.3,0,0,64.9,0,0.0,0,0,0,0,0,0
64.7,26.8,66.7,0,0,63.7,0,0.0,0,0,0,0,0,0
64.7,26.6,65.8,0,0,64.5,0,0.0,0,0,0,0,0,0
64.5,25.4,65.2,0,0,64.6,0,0.0,0,0,0,0,0,0
64.4,25.4,64.6,0,0,63.2,0,0.0,0,0,0,0,0,0
62.4,25.2,64.5,0,0,62.6,0,0.0,0,0,0,0,0,0
64.5,24.4,65.8,0,0,63.0,0,0.0,0,0,0,0,0,0
65.1,24.2,64.7,0,0,64.4,0,0.0,0,0,0,0,0,0
64.3,23.5,65.5,0,0,64.8,0,0.0,0,0,0,0,0,0
62.8,23.9,65.2,0,0,62.9,0,0.0,0,0,0,0,0,0
62.8,23.0,64.6,0,0,63.0,0,0.0,0,0,0,0,0,0
62.8,22.9,64.6,0,0,63.8,0,0.0,0,0,0,0,0,0
62.2,22.7,63.3,0,0,62.8,0,0.0,0,0,0,0,0,0
61.3,22.8,64.4,0,0,63.2,0,0.0,0,0,0,0,0,0
63.0,22.4,63.2,0,0,63.4,0,0.0,0,0,0,0,0,0
62.0,22.6,63.4,0,0,62.1,0,0.0,0,0,0,0,0,0
62.8,22.2,63.3,0,0,62.8,0,0.0,0,0,0,0,0,0
61.2,22.3,63.7,0,0,62.1,0,0.0,0,0,0,0,0,0
61.9,22.4,64.2,0,0,62.7,0,0.0,0,0,0,0,0,0
61.3,22.4,63.4,0,0,60.7,0,0.0,0,0,0,0,0,0
61.4,22.5,62.8,0,0,61.4,0,0.0,0,0,0,0,0,0
61.3,22.8,63.8,0,0,61.3,0,0.0,0,0,0,0,0,0
61.2,23.0,63.8,0,0,61.3,0,0.0,0,0,0,0,0,0
60.6,23.1,63.3,0,0,61.7,0,0.0,0,0,0,0,0,0
60.8,23.3,62.4,0,0,62.4,0,0.0,0,0,0,0,0,0
60.7,23.4,61.4,0,0,61.2,0,0.0,0,0,0,0,0,0
61.3,23.7,61.8,0,0,61.4,0,0.0,0,0,0,0,0,0
60.6,24.0,62.0,0,0,60.2,0,0.0,0,0,0,0,0,0
61.2,23.8,61.6,0,0,60.8,0,0.0,0,0,0,0,0,0
60.8,24.4,62.7,0,0,61.1,0,0.0,0,0,0,0,0,0
60.5,24.3,61.3,0,0,60.7,0,0.0,0,0,0,0,0,0
60.1,24.7,61.8,0,0,60.1,0,0.0,0,0,0,0,0,0
60.7,24.5,61.1,0,0,61.2,0,0.0,0,0,0,0,0,0
61.3,24.9,61.9,0,0,61.0,0,0.0,0,0,0,0,0,0
61.8,25.4,62.7,0,0,61.3,0,0.0,0,0,0,0,0,0
60.8,25.1,60.7,0,0,60.3,0,0.0,0,0,0,0,0,0
60.5,25.6,61.8,0,0,60.6,0,0.0,0,0,0,0,0,0
60.1,25.6,62.4,0,0,59.9,0,0.0,0,0,0,0,0,0
61.1,25.2,60.6,0,0,60.6,0,0.0,0,0,0,0,0,0
61.0,25.7,61.7,0,0,60.6,0,0.0,0,0,0,0,0,0
61.4,25.8,62.3,0,0,60.4,0,0.0,0,0,0,0,0,0
61.5,26.0,62.8,0,0,61.0,0,0.0,0,0,0,0,0,0
60.6,25.8,62.5,0,0,60.8,0,0.0,0,0,0,0,0,0
62.0,25.7,62.2,0,0,60.3,0,0.0,0,0,0,0,0,0
62.1,25.3,63.1,0,0,61.4,0,0.0,0,0,0,0,0,0
62.3,25.3,62.3,0,0,62.6,0,0.0,0,0,0,0,0,0
61.8,25.2,63.3,0,0,61.4,0,0.0,0,0,0,0,0,0
62.4,25.4,64.1,0,0,62.3,0,0.0,0,0,0,0,0,0
62.7,25.1,62.9,0,0,62.5,0,0.0,0,0,0,0,0,0
62.4,25.0,63.8,0,0,61.6,0,0.0,0,0,0,0,0,0
62.4,24.7,63.2,0,0,62.9,0,0.0,0,0,0,0,0,0
62.4,24.2,64.1,0,0,62.5,0,0.1,0,0,0,0,0,0
62.8,24.4,63.6,0,0,61.8,0,0.1,0,0,0,0,0,0
62.5,24.1,63.6,0,0,62.8,0,0.2,0,0,0,0,0,0
63.3,23.6,63.6,0,0,62.4,0,0.3,0,0,0,0,0,0
63.2,23.7,63.7,0,0,62.9,0,0.4,0,0,0,0,0,0
65.2,23.2,64.0,0,0,63.6,0,0.6,0,0,0,0,0,0
62.7,22.8,65.0,0,0,63.5,0,0.8,0,0,0,0,0,0
62.1,23.2,65.0,0,0,64.2,0,1.0,0,0,0,0,0,0
63.6,22.9,66.2,0,0,63.5,0,1.2,0,0,0,0,0,0
64.0,22.9,65.5,0,0,64.0,0,1.5,0,0,0,0,0,0
63.6,21.7,64.6,0,0,63.2,0,1.9,0,0,0,0,0,0
63.1,22.3,66.0,0,0,64.1,0,2.3,0,0,0,0,0,0
63.3,22.2,65.3,0,0,63.3,0,2.6,0,0,0,0,0,0
62.9,22.1,64.9,0,0,63.8,0,3.2,0,0,0,0,0,0
64.4,21.8,65.5,0,0,63.7,0,3.6,0,0,0,0,0,0
63.8,21.6,65.4,0,0,63.5,0,4.2,0,0,0,0,0,0
64.2,21.4,65.5,0,0,63.4,0,4.7,0,0,0,0,0,0
64.5,21.6,65.9,0,0,63.6,0,5.3,0,0,0,0,0,0
64.5,21.5,65.0,0,0,62.5,0,6.0,0,0,0,0,0,0
63.9,21.6,64.7,0,0,65.0,0,6.6,0,0,0,0,0,0
62.2,21.5,65.8,0,0,63.6,0,7.2,0,0,0,0,0,0
64.4,21.5,64.8,0,0,63.6,0,7.6,0,0,0,0,0,0
64.0,21.4,65.2,0,0,64.2,0,8.3,0,0,0,0,0,0
65.5,21.2,65.7,0,0,63.7,0,9.0,0,0,0,0,0,0
64.6,21.3,66.4,0,0,64.6,0,9.5,0,0,0,0,0,0
63.9,21.5,66.3,0,0,64.5,0,9.9,0,0,0,0,0,0
65.3,21.0,66.2,0,0,63.5,0,10.6,0,0,0,0,0,0
64.9,21.2,64.9,0,0,65.4,0,11.0,0,0,0,0,0,0
64.5,21.4,66.4,0,0,64.9,0,11.5,0,0,0,0,0,0
65.1,21.2,66.3,0,0,65.2,0,12.2,0,0,0,0,0,0
64.8,21.3,66.6,0,0,64.5,0,12.5,0,0,0,0,0,0
64.8,21.2,66.0,0,0,64.3,0,12.9,0,0,0,0,0,0
64.9,21.3,65.9,0,0,65.3,0,13.4,0,0,0,0,0,0
65.5,21.7,65.5,0,0,64.8,0,13.8,0,0,0,0,0,0
65.3,21.3,67.1,0,0,66.0,0,14.1,0,0,0,0,0,0
65.5,21.6,66.4,0,0,65.7,0,14.3,0,0,0,0,0,0
64.6,21.8,66.2,0,0,66.9,0,14.6,0,0,0,0,0,0
67.4,21.6,67.5,0,0,65.2,0,15.2,0,0,0,0,0,0
65.6,22.2,67.2,0,0,65.9,0,15.2,0,0,0,0,0,0
65.2,22.7,66.2,0,0,66.0,0,15.4,0,0,0,0,0,0
65.0,22.2,66.8,0,0,65.4,0,15.8,0,0,0,0,0,0
65.4,22.3,67.6,0,0,65.8,0,16.1,0,0,0,0,0,0
66.0,22.6,66.5,0,0,66.2,0,15.9,0,0,0,0,0,0
65.4,22.2,67.5,0,0,65.1,0,16.2,0,0,0,0,0,0
66.0,22.5,67.6,0,0,65.2,0,16.6,0,0,0,0,0,0
65.7,22.8,67.1,0,0,67.3,0,16.7,0,0,0,0,0,0
65.7,23.0,67.9,0,0,66.5,0,16.7,0,0,0,0,0,0
65.9,22.6,66.7,0,0,64.3,0,16.5,0,0,0,0,0,0
64.1,23.4,66.3,0,0,65.8,0,16.7,0,0,0,0,0,0
66.1,23.2,68.4,0,0,65.3,0,16.8,0,0,0,0,0,0
65.4,23.2,67.9,0,0,65.5,0,17.2,0,0,0,0,0,0
64.5,23.3,67.9,0,0,64.8,0,17.0,0,0,0,0,0,0
66.9,23.3,66.5,0,0,65.5,0,17.1,0,0,0,0,0,0
66.6,23.5,67.2,0,0,65.0,0,17.4,0,0,0,0,0,0
66.0,23.0,68.6,0,0,66.5,0,17.0,0,0,0,0,0,0
66.8,23.0,66.5,0,0,66.6,0,16.9,0,0,0,0,0,0
67.7,23.6,68.2,0,0,66.5,0,17.1,0,0,0,0,0,0
66.5,23.3,66.3,0,0,65.0,0,17.3,0,0,0,0,0,0
65.9,23.0,67.6,0,0,66.0,0,17.2,0,0,0,0,0,0
67.2,22.9,67.1,0,0,67.1,0,17.0,0,0,0,0,0,0
65.9,23.1,67.7,0,0,66.1,0,16.5,0,0,0,0,0,0
67.0,22.7,67.7,0,0,67.8,0,16.7,0,0,0,0,0,0
67.5,22.4,69.3,0,0,67.8,0,16.5,0,0,0,0,0,0
68.0,22.5,68.0,0,0,67.3,0,16.5,0,0,0,0,0,0
66.3,22.3,69.5,0,0,67.6,0,16.3,0,0,0,0,0,0
68.0,22.3,69.7,0,0,67.5,0,16.2,0,0,0,0,0,0
67.9,21.7,70.2,0,0,67.6,0,15.9,0,0,0,0,0,0
68.4,21.3,69.2,0,0,68.6,0,15.7,0,0,0,0,0,0
68.6,21.4,70.9,0,0,68.2,0,15.5,0,0,0,0,0,0
68.4,21.2,70.0,0,0,68.4,0,15.5,0,0,0,0,0,0
68.7,20.8,70.1,0,0,68.7,0,15.3,0,0,0,0,0,0
69.9,20.7,70.5,0,0,68.4,0,14.9,0,0,0,0,0,0
70.0,20.4,71.0,0,0,68.5,0,14.5,0,0,0,0,0,0
69.6,19.9,70.7,0,0,70.4,0,14.3,0,0,0,0,0,0
69.9,19.9,71.7,0,0,69.7,0,14.1,0,0,0,0,0,0
67.0,19.8,70.4,0,0,68.1,0,13.6,0,0,0,0,0,0
68.3,19.6,69.6,0,0,68.8,0,13.1,0,0,0,0,0,0
67.6,19.3,69.4,0,0,67.6,0,13.1,0,0,0,0,0,0
67.5,19.3,69.2,0,0,68.4,0,12.5,0,0,0,0,0,0
67.3,19.2,68.6,0,0,67.9,0,12.2,0,0,0,0,0,0
66.6,18.6,69.1,0,0,67.3,0,11.9,0,0,0,0,0,0
68.1,18.9,69.0,0,0,66.3,0,11.6,0,0,0,0,0,0
67.2,18.6,68.6,0,0,66.0,0,11.1,0,0,0,0,0,0
67.6,18.8,67.4,0,0,65.9,0,10.6,0,0,0,0,0,0
65.1,18.6,68.1,0,0,66.1,0,10.2,0,0,0,0,0,0
66.5,18.8,68.1,0,0,67.0,0,9.9,0,0,0,0,0,0
66.5,18.6,67.5,0,0,66.6,0,9.4,0,0,0,0,0,0
67.1,18.7,68.7,0,0,66.3,0,9.0,0,0,0,0,0,0
67.2,18.9,66.5,0,0,65.6,0,8.3,0,0,0,0,0,0
67.4,18.8,67.8,0,0,65.8,0,7.9,0,0,0,0,0,0
66.6,19.0,68.2,0,0,65.9,0,7.4,0,0,0,0,0,0
66.5,18.9,67.0,0,0,65.7,0,6.8,0,0,0,0,0,0
65.9,19.6,66.4,0,0,65.6,0,6.3,0,0,0,0,0,0
64.8,19.3,66.4,0,0,65.1,0,5.9,0,0,0,0,0,0
66.5,19.5,67.2,0,0,64.5,0,5.3,0,0,0,0,0,0
65.5,20.1,67.0,0,0,64.9,0,4.9,0,0,0,0,0,0
65.3,20.1,66.5,0,0,65.1,0,4.3,0,0,0,0,0,0
64.6,20.2,67.1,0,0,65.1,0,4.0,0,0,0,0,0,0
65.0,20.2,66.3,0,0,64.7,0,3.6,0,0,0,0,0,0
65.5,20.3,66.2,0,0,63.9,0,3.1,0,0,0,0,0,0
64.3,20.5,65.5,0,0,66.3,0,2.7,0,0,0,0,0,0
64.3,20.7,67.1,0,0,65.0,0,2.3,0,0,0,0,0,0
64.8,20.8,65.6,0,0,63.9,0,1.9,0,0,0,0,0,0
64.6,21.1,66.0,0,0,64.1,0,1.6,0,0,0,0,0,0
65.6,21.3,66.5,0,0,64.0,0,1.3,0,0,0,0,0,0
65.2,21.1,65.3,0,0,64.3,0,1.0,0,0,0,0,0,0
64.2,21.4,66.6,0,0,64.6,0,0.7,0,0,0,0,0,0
64.1,21.4,65.7,0,0,65.2,0,0.5,0,0,0,0,0,0
63.0,21.6,65.3,0,0,63.7,0,0.4,0,0,0,0,0,0
63.7,21.6,65.3,0,0,63.4,0,0.2,0,0,0,0,0,0
65.2,21.7,64.5,0,0,64.3,0,0.1,0,0,0,0,0,0
63.2,21.4,65.6,0,0,64.6,0,0.1,0,0,0,0,0,0
63.7,21.6,66.1,0,0,63.6,0,0.0,0,0,0,0,0,0
62.9,21.5,66.6,0,0,64.2,0,0.0,0,0,0,0,0,0
62.8,21.8,66.1,0,0,64.0,0,0.0,0,0,0,0,0,0
64.2,21.3,63.7,0,0,62.2,0,0.0,0,0,0,0,0,0
