gen_0_4,gen_1_0,gen_2_1,gen_5_2,gen_7_3
71.5,73.0,71.5,31.4,0.0
71.1,72.6,71.1,32.3,0.0
70.6,72.2,70.6,33.1,0.0
70.1,71.6,70.1,33.8,0.0
69.6,71.1,69.6,34.4,0.0
69.0,70.4,69.0,35.0,0.0
68.3,69.8,68.3,35.4,0.0
67.7,69.1,67.7,35.8,0.0
67.0,68.5,67.0,36.1,0.0
66.4,67.9,66.4,36.3,0.0
65.9,67.3,65.9,36.4,0.0
65.4,66.9,65.4,36.5,0.0
65.1,66.5,65.1,36.5,0.0
64.9,66.3,64.9,36.4,0.0
64.8,66.2,64.8,36.3,0.0
64.8,66.2,64.8,36.1,0.0
64.9,66.3,64.9,35.8,0.0
65.0,66.4,65.0,35.5,0.0
65.0,66.4,65.0,35.2,0.0
65.1,66.5,65.1,34.8,0.0
65.1,66.5,65.1,34.4,0.0
65.1,66.5,65.1,33.9,0.0
65.1,66.5,65.1,33.5,0.0
65.1,66.5,65.1,33.0,0.0
65.2,66.6,65.2,32.4,0.0
65.3,66.7,65.3,31.9,0.0
65.4,66.8,65.4,31.3,0.0
65.5,66.9,65.5,30.8,0.0
65.6,67.0,65.6,30.2,0.0
65.6,67.1,65.6,29.6,0.0
65.6,67.0,65.6,29.1,0.0
65.5,66.9,65.5,28.5,0.0
65.3,66.7,65.3,28.0,0.0
65.0,66.4,65.0,27.4,0.0
64.7,66.1,64.7,26.9,0.0
64.5,65.9,64.5,26.4,0.0
64.2,65.6,64.2,25.9,0.0
64.1,65.5,64.1,25.4,0.0
63.9,65.3,63.9,25.0,0.0
63.9,65.2,63.9,24.6,0.0
63.8,65.1,63.8,24.2,0.0
63.7,65.0,63.7,23.8,0.0
63.5,64.9,63.5,23.5,0.0
63.4,64.7,63.4,23.2,0.0
63.2,64.5,63.2,23.0,0.0
62.9,64.3,62.9,22.8,0.0
62.7,64.1,62.7,22.6,0.0
62.5,63.9,62.5,22.5,0.0
62.3,63.7,62.3,22.4,0.0
62.2,63.5,62.2,22.4,0.0
62.1,63.4,62.1,22.4,0.0
62.0,63.3,62.0,22.4,0.0
61.9,63.2,61.9,22.4,0.0
61.8,63.1,61.8,22.5,0.0
61.7,63.0,61.7,22.7,0.0
61.5,62.8,61.5,22.8,0.0
61.3,62.7,61.3,23.0,0.0
61.2,62.5,61.2,23.1,0.0
61.0,62.3,61.0,23.3,0.0
60.9,62.2,60.9,23.5,0.0
60.8,62.1,60.8,23.7,0.0
60.8,62.1,60.8,23.9,0.0
60.8,62.1,60.8,24.2,0.0
60.8,62.1,60.8,24.4,0.0
60.9,62.2,60.9,24.6,0.0
60.9,62.2,60.9,24.8,0.0
60.9,62.2,60.9,25.0,0.0
60.9,62.2,60.9,25.2,0.0
60.9,62.2,60.9,25.3,0.0
60.8,62.1,60.8,25.5,0.0
60.8,62.1,60.8,25.6,0.0
60.8,62.1,60.8,25.7,0.0
60.8,62.1,60.8,25.7,0.0
60.9,62.2,60.9,25.7,0.0
61.0,62.4,61.0,25.7,0.0
61.2,62.5,61.2,25.7,0.0
61.4,62.7,61.4,25.6,0.0
61.6,62.9,61.6,25.5,0.0
61.7,63.1,61.7,25.4,0.0
61.9,63.2,61.9,25.3,0.0
62.0,63.3,62.0,25.1,0.0
62.1,63.4,62.1,24.9,0.0
62.2,63.5,62.2,24.8,0.0
62.3,63.6,62.3,24.6,0.0
62.4,63.7,62.4,24.4,0.1
62.5,63.8,62.5,24.2,0.1
62.6,64.0,62.6,24.0,0.2
62.8,64.2,62.8,23.8,0.3
63.0,64.3,63.0,23.6,0.4
63.1,64.5,63.1,23.3,0.6
63.3,64.7,63.3,23.1,0.8
63.4,64.8,63.4,22.9,1.0
63.6,64.9,63.6,22.7,1.2
63.7,65.1,63.7,22.6,1.5
63.8,65.1,63.8,22.4,1.9
63.8,65.2,63.8,22.2,2.2
63.9,65.3,63.9,22.1,2.7
63.9,65.3,63.9,21.9,3.1
63.9,65.3,63.9,21.8,3.7
63.9,65.3,63.9,21.7,4.2
63.9,65.3,63.9,21.6,4.8
63.9,65.3,63.9,21.5,5.3
63.9,65.3,63.9,21.4,5.9
63.9,65.3,63.9,21.3,6.5
63.9,65.3,63.9,21.3,7.1
64.0,65.4,64.0,21.2,7.7
64.0,65.4,64.0,21.2,8.3
