1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
77.7,9.6,79.4,0,0,77.7,0,0.0,0,0,0,0,0,0
77.6,9.7,79.3,0,0,77.6,0,0.0,0,0,0,0,0,0
77.4,9.8,79.1,0,0,77.4,0,0.0,0,0,0,0,0,0
77.1,10.0,78.7,0,0,77.1,0,0.0,0,0,0,0,0,0
76.7,10.1,78.3,0,0,76.7,0,0.0,0,0,0,0,0,0
76.2,10.2,77.9,0,0,76.2,0,0.0,0,0,0,0,0,0
75.7,10.3,77.3,0,0,75.7,0,0.0,0,0,0,0,0,0
75.1,10.5,76.7,0,0,75.1,0,0.0,0,0,0,0,0,0
74.5,10.6,76.1,0,0,74.5,0,0.0,0,0,0,0,0,0
73.9,10.8,75.6,0,0,73.9,0,0.0,0,0,0,0,0,0
73.4,10.9,75.0,0,0,73.4,0,0.0,0,0,0,0,0,0
72.9,11.1,74.5,0,0,72.9,0,0.0,0,0,0,0,0,0
72.5,11.3,74.1,0,0,72.5,0,0.0,0,0,0,0,0,0
72.3,11.4,73.8,0,0,72.3,0,0.0,0,0,0,0,0,0
72.1,11.6,73.6,0,0,72.1,0,0.0,0,0,0,0,0,0
72.0,11.8,73.5,0,0,72.0,0,0.0,0,0,0,0,0,0
71.9,12.0,73.4,0,0,71.9,0,0.0,0,0,0,0,0,0
71.8,12.2,73.3,0,0,71.8,0,0.0,0,0,0,0,0,0
71.7,12.4,73.2,0,0,71.7,0,0.0,0,0,0,0,0,0
71.5,12.6,73.1,0,0,71.5,0,0.0,0,0,0,0,0,0
71.3,12.8,72.9,0,0,71.3,0,0.0,0,0,0,0,0,0
71.1,13.0,72.7,0,0,71.1,0,0.0,0,0,0,0,0,0
70.9,13.2,72.4,0,0,70.9,0,0.0,0,0,0,0,0,0
70.7,13.4,72.2,0,0,70.7,0,0.0,0,0,0,0,0,0
70.5,13.6,72.0,0,0,70.5,0,0.0,0,0,0,0,0,0
70.3,13.9,71.9,0,0,70.3,0,0.0,0,0,0,0,0,0
70.2,14.1,71.7,0,0,70.2,0,0.0,0,0,0,0,0,0
70.1,14.3,71.6,0,0,70.1,0,0.0,0,0,0,0,0,0
69.9,14.5,71.4,0,0,69.9,0,0.0,0,0,0,0,0,0
69.7,14.8,71.2,0,0,69.7,0,0.0,0,0,0,0,0,0
69.4,15.0,70.9,0,0,69.4,0,0.0,0,0,0,0,0,0
69.0,15.2,70.5,0,0,69.0,0,0.0,0,0,0,0,0,0
68.5,15.5,70.0,0,0,68.5,0,0.0,0,0,0,0,0,0
68.0,15.7,69.5,0,0,68.0,0,0.0,0,0,0,0,0,0
67.5,15.9,69.0,0,0,67.5,0,0.0,0,0,0,0,0,0
67.0,16.2,68.4,0,0,67.0,0,0.0,0,0,0,0,0,0
66.5,16.4,68.0,0,0,66.5,0,0.0,0,0,0,0,0,0
66.1,16.6,67.6,0,0,66.1,0,0.0,0,0,0,0,0,0
65.8,16.9,67.2,0,0,65.8,0,0.0,0,0,0,0,0,0
65.5,17.1,66.9,0,0,65.5,0,0.0,0,0,0,0,0,0
65.2,17.3,66.6,0,0,65.2,0,0.0,0,0,0,0,0,0
64.9,17.5,66.3,0,0,64.9,0,0.0,0,0,0,0,0,0
64.6,17.7,66.0,0,0,64.6,0,0.0,0,0,0,0,0,0
64.3,18.0,65.7,0,0,64.3,0,0.0,0,0,0,0,0,0
63.9,18.2,65.3,0,0,63.9,0,0.0,0,0,0,0,0,0
63.6,18.4,65.0,0,0,63.6,0,0.0,0,0,0,0,0,0
63.2,18.6,64.6,0,0,63.2,0,0.0,0,0,0,0,0,0
62.9,18.7,64.3,0,0,62.9,0,0.0,0,0,0,0,0,0
62.7,18.9,64.0,0,0,62.7,0,0.0,0,0,0,0,0,0
62.4,19.1,63.8,0,0,62.4,0,0.0,0,0,0,0,0,0
62.3,19.3,63.6,0,0,62.3,0,0.0,0,0,0,0,0,0
62.1,19.4,63.5,0,0,62.1,0,0.0,0,0,0,0,0,0
62.0,19.6,63.4,0,0,62.0,0,0.0,0,0,0,0,0,0
61.9,19.7,63.2,0,0,61.9,0,0.0,0,0,0,0,0,0
61.8,19.9,63.1,0,0,61.8,0,0.0,0,0,0,0,0,0
61.6,20.0,63.0,0,0,61.6,0,0.0,0,0,0,0,0,0
61.5,20.1,62.8,0,0,61.5,0,0.0,0,0,0,0,0,0
61.3,20.3,62.6,0,0,61.3,0,0.0,0,0,0,0,0,0
61.2,20.4,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.1,20.5,62.4,0,0,61.1,0,0.0,0,0,0,0,0,0
61.0,20.7,62.3,0,0,61.0,0,0.0,0,0,0,0,0,0
61.0,20.8,62.3,0,0,61.0,0,0.0,0,0,0,0,0,0
61.0,20.9,62.4,0,0,61.0,0,0.0,0,0,0,0,0,0
61.1,21.0,62.4,0,0,61.1,0,0.0,0,0,0,0,0,0
61.2,21.2,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.2,21.3,62.6,0,0,61.2,0,0.0,0,0,0,0,0,0
61.3,21.4,62.6,0,0,61.3,0,0.0,0,0,0,0,0,0
61.3,21.6,62.6,0,0,61.3,0,0.0,0,0,0,0,0,0
61.2,21.7,62.6,0,0,61.2,0,0.0,0,0,0,0,0,0
61.2,21.8,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.1,22.0,62.5,0,0,61.1,0,0.0,0,0,0,0,0,0
61.1,22.1,62.4,0,0,61.1,0,0.0,0,0,0,0,0,0
61.1,22.3,62.4,0,0,61.1,0,0.0,0,0,0,0,0,0
61.2,22.5,62.5,0,0,61.2,0,0.0,0,0,0,0,0,0
61.2,22.6,62.6,0,0,61.2,0,0.0,0,0,0,0,0,0
61.3,22.8,62.7,0,0,61.3,0,0.0,0,0,0,0,0,0
61.4,23.0,62.8,0,0,61.4,0,0.0,0,0,0,0,0,0
61.5,23.2,62.9,0,0,61.5,0,0.0,0,0,0,0,0,0
61.6,23.4,62.9,0,0,61.6,0,0.0,0,0,0,0,0,0
