1_G,2_G,3_G,4_G,5_G,6_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
76.5,9.3,79.1,0,0,77.0,0,0.0,0,0,0,0,0,0
78.4,9.5,80.1,0,0,78.2,0,0.0,0,0,0,0,0,0
77.5,9.7,80.5,0,0,79.9,0,0.0,0,0,0,0,0,0
76.7,9.9,79.2,0,0,76.3,0,0.0,0,0,0,0,0,0
77.4,10.0,78.4,0,0,77.1,0,0.0,0,0,0,0,0,0
77.2,10.1,77.6,0,0,75.9,0,0.0,0,0,0,0,0,0
76.1,10.2,78.2,0,0,73.9,0,0.0,0,0,0,0,0,0
77.2,10.4,77.9,0,0,75.1,0,0.0,0,0,0,0,0,0
75.6,10.4,77.7,0,0,74.7,0,0.0,0,0,0,0,0,0
73.7,10.7,76.3,0,0,73.3,0,0.0,0,0,0,0,0,0
74.0,10.6,76.1,0,0,75.2,0,0.0,0,0,0,0,0,0
73.3,11.0,75.5,0,0,73.7,0,0.0,0,0,0,0,0,0
72.2,11.2,74.8,0,0,73.4,0,0.0,0,0,0,0,0,0
71.7,11.1,76.1,0,0,71.1,0,0.0,0,0,0,0,0,0
72.2,11.3,73.0,0,0,72.4,0,0.0,0,0,0,0,0,0
71.6,11.4,73.5,0,0,72.2,0,0.0,0,0,0,0,0,0
73.0,11.7,74.5,0,0,71.7,0,0.0,0,0,0,0,0,0
71.8,12.0,72.9,0,0,71.5,0,0.0,0,0,0,0,0,0
70.8,12.3,73.6,0,0,72.7,0,0.0,0,0,0,0,0,0
72.5,12.5,72.5,0,0,71.8,0,0.0,0,0,0,0,0,0
73.0,12.6,72.8,0,0,71.9,0,0.0,0,0,0,0,0,0
70.6,12.8,73.6,0,0,71.6,0,0.0,0,0,0,0,0,0
70.2,13.1,72.6,0,0,70.0,0,0.0,0,0,0,0,0,0
70.1,13.2,72.0,0,0,70.7,0,0.0,0,0,0,0,0,0
70.2,13.5,71.6,0,0,70.0,0,0.0,0,0,0,0,0,0
72.3,13.8,72.9,0,0,70.9,0,0.0,0,0,0,0,0,0
69.8,13.9,72.7,0,0,69.6,0,0.0,0,0,0,0,0,0
70.7,14.4,71.9,0,0,70.8,0,0.0,0,0,0,0,0,0
70.7,14.2,71.3,0,0,69.7,0,0.0,0,0,0,0,0,0
69.1,14.3,71.7,0,0,70.4,0,0.0,0,0,0,0,0,0
70.1,14.9,71.0,0,0,69.3,0,0.0,0,0,0,0,0,0
70.0,14.9,71.4,0,0,71.1,0,0.0,0,0,0,0,0,0
68.3,15.3,71.1,0,0,69.7,0,0.0,0,0,0,0,0,0
68.0,15.6,69.2,0,0,68.2,0,0.0,0,0,0,0,0,0
66.7,15.5,69.1,0,0,68.6,0,0.0,0,0,0,0,0,0
69.3,16.0,69.5,0,0,66.4,0,0.0,0,0,0,0,0,0
67.4,16.3,68.5,0,0,67.8,0,0.0,0,0,0,0,0,0
66.6,16.4,68.0,0,0,66.9,0,0.0,0,0,0,0,0,0
66.8,16.4,67.2,0,0,66.8,0,0.0,0,0,0,0,0,0
65.3,17.0,68.6,0,0,67.0,0,0.0,0,0,0,0,0,0
65.8,17.1,67.0,0,0,66.2,0,0.0,0,0,0,0,0,0
65.3,17.4,68.5,0,0,64.6,0,0.0,0,0,0,0,0,0
65.7,17.4,67.3,0,0,65.3,0,0.0,0,0,0,0,0,0
65.4,17.9,66.7,0,0,64.0,0,0.0,0,0,0,0,0,0
65.1,18.1,65.6,0,0,64.2,0,0.0,0,0,0,0,0,0
64.4,18.2,65.2,0,0,63.6,0,0.0,0,0,0,0,0,0
64.8,18.4,64.9,0,0,62.0,0,0.0,0,0,0,0,0,0
62.0,18.4,65.8,0,0,63.1,0,0.0,0,0,0,0,0,0
62.2,18.9,64.2,0,0,62.6,0,0.0,0,0,0,0,0,0
62.8,18.7,64.1,0,0,63.3,0,0.0,0,0,0,0,0,0
63.1,19.2,63.8,0,0,62.2,0,0.0,0,0,0,0,0,0
62.5,19.2,62.9,0,0,62.0,0,0.0,0,0,0,0,0,0
62.8,19.5,63.4,0,0,61.5,0,0.0,0,0,0,0,0,0
63.1,19.2,62.8,0,0,61.2,0,0.0,0,0,0,0,0,0
61.4,19.7,62.9,0,0,61.9,0,0.0,0,0,0,0,0,0
62.3,20.0,63.1,0,0,60.5,0,0.0,0,0,0,0,0,0
61.0,20.0,62.8,0,0,63.4,0,0.0,0,0,0,0,0,0
61.4,19.9,62.6,0,0,62.1,0,0.0,0,0,0,0,0,0
60.4,20.1,62.4,0,0,61.6,0,0.0,0,0,0,0,0,0
61.2,20.4,62.1,0,0,61.0,0,0.0,0,0,0,0,0,0
61.2,20.8,60.8,0,0,60.6,0,0.0,0,0,0,0,0,0
61.0,20.5,62.0,0,0,60.8,0,0.0,0,0,0,0,0,0
61.3,20.9,62.9,0,0,62.4,0,0.0,0,0,0,0,0,0
61.1,21.0,62.3,0,0,60.9,0,0.0,0,0,0,0,0,0
60.8,21.3,60.9,0,0,61.1,0,0.0,0,0,0,0,0,0
60.8,21.0,62.3,0,0,60.5,0,0.0,0,0,0,0,0,0
60.2,21.1,63.4,0,0,61.1,0,0.0,0,0,0,0,0,0
61.4,21.4,62.5,0,0,61.0,0,0.0,0,0,0,0,0,0
61.7,21.5,61.7,0,0,60.4,0,0.0,0,0,0,0,0,0
61.1,22.0,62.4,0,0,60.5,0,0.0,0,0,0,0,0,0
60.6,21.8,63.3,0,0,60.7,0,0.0,0,0,0,0,0,0
62.0,22.2,62.6,0,0,61.0,0,0.0,0,0,0,0,0,0
59.9,22.4,63.3,0,0,61.0,0,0.0,0,0,0,0,0,0
61.7,22.4,62.3,0,0,60.9,0,0.0,0,0,0,0,0,0
61.6,22.3,61.9,0,0,61.3,0,0.0,0,0,0,0,0,0
62.6,22.8,62.4,0,0,61.6,0,0.0,0,0,0,0,0,0
60.1,22.9,63.2,0,0,61.7,0,0.0,0,0,0,0,0,0
62.0,23.2,61.8,0,0,61.9,0,0.0,0,0,0,0,0,0
62.7,23.4,63.1,0,0,61.8,0,0.0,0,0,0,0,0,0
61.8,23.2,63.2,0,0,62.0,0,0.0,0,0,0,0,0,0
60.9,23.4,63.8,0,0,61.7,0,0.0,0,0,0,0,0,0
61.4,23.6,61.5,0,0,61.0,0,0.0,0,0,0,0,0,0
61.5,24.2,62.2,0,0,61.2,0,0.0,0,0,0,0,0,0
61.4,23.9,62.1,0,0,60.9,0,0.0,0,0,0,0,0,0
61.7,24.8,62.6,0,0,62.7,0,0.0,0,0,0,0,0,0
62.6,24.2,62.5,0,0,62.2,0,0.1,0,0,0,0,0,0
61.8,24.7,63.3,0,0,61.3,0,0.1,0,0,0,0,0,0
60.1,24.9,63.3,0,0,61.6,0,0.2,0,0,0,0,0,0
61.6,25.1,63.1,0,0,61.2,0,0.2,0,0,0,0,0,0
62.2,25.2,61.7,0,0,60.7,0,0.3,0,0,0,0,0,0
62.0,25.3,62.0,0,0,61.9,0,0.5,0,0,0,0,0,0
61.9,25.5,62.3,0,0,61.7,0,0.6,0,0,0,0,0,0
61.6,26.0,61.6,0,0,61.3,0,0.8,0,0,0,0,0,0
60.6,26.4,63.6,0,0,61.2,0,1.0,0,0,0,0,0,0
61.7,26.9,62.6,0,0,61.3,0,1.2,0,0,0,0,0,0
61.1,26.9,62.3,0,0,60.7,0,1.5,0,0,0,0,0,0
61.9,27.1,62.1,0,0,62.7,0,1.9,0,0,0,0,0,0
61.4,26.8,63.2,0,0,61.6,0,2.2,0,0,0,0,0,0
61.7,27.1,62.6,0,0,61.8,0,2.6,0,0,0,0,0,0
62.1,27.7,63.3,0,0,61.9,0,3.1,0,0,0,0,0,0
60.8,27.6,63.3,0,0,61.1,0,3.5,0,0,0,0,0,0
