gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
77.6,79.2,77.6,12.6,0.0,0.0
77.4,79.1,77.4,12.6,0.0,0.0
77.2,78.8,77.2,12.5,0.0,0.0
76.8,78.5,76.8,12.5,0.0,0.0
76.4,78.1,76.4,12.5,0.0,0.0
75.9,77.6,75.9,12.5,0.0,0.0
75.4,77.1,75.4,12.4,0.0,0.0
74.9,76.5,74.9,12.4,0.0,0.0
74.3,75.9,74.3,12.4,0.0,0.0
73.7,75.3,73.7,12.3,0.0,0.0
73.2,74.8,73.2,12.3,0.0,0.0
72.8,74.3,72.8,12.3,0.0,0.0
72.4,74.0,72.4,12.2,0.0,0.0
72.2,73.7,72.2,12.2,0.0,0.0
72.0,73.6,72.0,12.1,0.0,0.0
72.0,73.5,72.0,12.1,0.0,0.0
71.9,73.5,71.9,12.1,0.0,0.0
71.9,73.4,71.9,12.0,0.0,0.0
71.8,73.4,71.8,12.0,0.0,0.0
71.8,73.3,71.8,11.9,0.0,0.0
71.6,73.2,71.6,11.9,0.0,0.0
71.5,73.0,71.5,11.9,0.0,0.0
71.3,72.9,71.3,11.8,0.0,0.0
71.2,72.8,71.2,11.7,0.0,0.0
71.1,72.6,71.1,11.7,0.0,0.0
71.0,72.6,71.0,11.7,0.0,0.0
71.0,72.5,71.0,11.7,0.0,0.0
71.0,72.5,71.0,11.6,0.0,0.0
70.9,72.4,70.9,11.5,0.0,0.0
70.8,72.3,70.8,11.5,0.0,0.0
70.6,72.1,70.6,11.4,0.0,0.0
70.3,71.8,70.3,11.4,0.0,0.0
70.0,71.5,70.0,11.3,0.0,0.0
69.6,71.1,69.6,11.3,0.0,0.0
69.2,70.7,69.2,11.2,0.0,0.0
68.8,70.2,68.8,11.2,0.0,0.0
68.4,69.9,68.4,11.1,0.0,0.0
68.2,69.6,68.2,11.0,0.0,0.0
67.9,69.4,67.9,10.9,0.0,0.0
67.8,69.2,67.8,10.9,0.0,0.0
67.6,69.1,67.6,10.8,0.0,0.0
67.4,68.9,67.4,10.8,0.0,0.0
67.3,68.7,67.3,10.7,0.0,0.0
67.1,68.5,67.1,10.6,0.0,0.0
66.8,68.3,66.8,10.5,0.0,0.0
66.6,68.1,66.6,10.5,0.0,0.0
66.4,67.8,66.4,10.4,0.0,0.0
66.2,67.6,66.2,10.3,0.0,0.0
66.1,67.5,66.1,10.2,0.0,0.0
66.0,67.4,66.0,10.2,0.0,0.0
65.9,67.4,65.9,10.1,0.0,0.0
65.9,67.3,65.9,10.0,0.0,0.0
65.9,67.4,65.9,9.9,0.0,0.0
65.9,67.4,65.9,9.8,0.0,0.0
65.9,67.3,65.9,9.8,0.0,0.0
65.9,67.3,65.9,9.7,0.0,0.0
65.8,67.3,65.8,9.6,0.0,0.0
65.8,67.2,65.8,9.5,0.0,0.0
65.8,67.2,65.8,9.5,0.0,0.0
65.8,67.2,65.8,9.4,0.0,0.0
65.9,67.3,65.9,9.4,0.0,0.0
66.0,67.4,66.0,9.3,0.0,0.0
66.1,67.6,66.1,9.2,0.0,0.0
66.3,67.8,66.3,9.2,0.0,0.0
66.5,68.0,66.5,9.1,0.0,0.0
66.7,68.1,66.7,9.1,0.0,0.0
66.8,68.3,66.8,9.1,0.0,0.0
66.9,68.4,66.9,9.1,0.0,0.0
67.0,68.5,67.0,9.0,0.0,0.0
67.1,68.6,67.1,9.0,0.0,0.0
67.2,68.6,67.2,9.0,0.0,0.0
67.2,68.7,67.2,9.0,0.0,0.0
67.4,68.8,67.4,9.0,0.0,0.0
67.5,69.0,67.5,9.0,0.0,0.0
67.7,69.2,67.7,9.0,0.0,0.0
68.0,69.4,68.0,9.1,0.0,0.0
68.2,69.7,68.2,9.1,0.0,0.0
68.4,69.9,68.4,9.1,0.0,0.0
68.6,70.1,68.6,9.2,0.0,0.0
68.7,70.2,68.7,9.2,0.0,0.0
68.8,70.3,68.8,9.3,0.0,0.0
68.9,70.4,68.9,9.3,0.0,0.0
69.0,70.5,69.0,9.3,0.0,0.0
69.1,70.6,69.1,9.4,0.0,0.0
69.2,70.7,69.2,9.5,0.1,0.1
69.3,70.8,69.3,9.5,0.2,0.1
69.4,70.9,69.4,9.5,0.2,0.1
69.6,71.1,69.6,9.5,0.3,0.1
69.8,71.3,69.8,9.6,0.4,0.2
69.9,71.4,69.9,9.7,0.5,0.3
70.0,71.5,70.0,9.7,0.7,0.4
70.0,71.6,70.0,9.7,1.0,0.6
70.0,71.5,70.0,9.7,1.5,0.9
70.0,71.5,70.0,9.7,2.0,1.2
69.8,71.4,69.8,9.8,2.7,1.6
69.7,71.2,69.7,9.8,3.4,1.9
69.6,71.1,69.6,9.8,4.1,2.2
69.5,71.0,69.5,9.8,4.7,2.5
69.5,71.0,69.5,9.7,5.4,2.6
69.4,70.9,69.4,9.7,6.1,2.9
69.2,70.7,69.2,9.7,6.9,3.3
69.0,70.4,69.0,9.7,7.7,3.9
68.8,70.3,68.8,9.6,8.5,4.5
68.7,70.2,68.7,9.6,8.9,5.0
69.0,70.5,69.0,9.5,8.9,5.3
69.5,71.0,69.5,9.5,8.4,5.3
70.0,71.5,70.0,9.4,7.9,5.2
70.4,72.0,70.4,9.4,7.8,5.1
70.6,72.1,70.6,9.3,8.5,5.2
70.4,71.9,70.4,9.2,9.8,5.6
70.1,71.6,70.1,9.2,11.5,6.1
69.8,71.3,69.8,9.1,13.1,6.6
69.7,71.2,69.7,9.1,14.2,7.1
69.7,71.2,69.7,9.1,14.9,7.7
69.6,71.1,69.6,9.0,15.7,8.3
69.4,70.9,69.4,9.0,16.7,9.0
68.9,70.4,68.9,8.9,18.1,9.9
68.4,69.9,68.4,8.9,19.7,10.9
68.1,69.5,68.1,8.8,21.0,11.5
68.1,69.6,68.1,8.7,21.5,11.7
68.8,70.3,68.8,8.8,20.9,11.2
69.8,71.4,69.8,8.7,19.5,10.3
70.9,72.5,70.9,8.7,17.9,9.4
71.7,73.2,71.7,8.7,16.8,9.1
71.7,73.2,71.7,8.7,16.8,9.9
71.3,72.8,71.3,8.6,17.6,11.1
70.8,72.3,70.8,8.6,18.5,12.3
70.6,72.2,70.6,8.6,19.0,12.8
71.1,72.7,71.1,8.6,18.6,12.2
72.0,73.6,72.0,8.5,17.6,10.9
73.0,74.6,73.0,8.6,16.5,9.4
73.6,75.2,73.6,8.5,16.0,8.5
73.5,75.1,73.5,8.5,16.4,8.7
73.0,74.6,73.0,8.5,17.4,9.7
72.4,74.0,72.4,8.5,18.6,10.8
72.1,73.7,72.1,8.5,19.5,11.4
72.3,73.8,72.3,8.5,19.6,11.2
72.8,74.4,72.8,8.4,19.3,10.4
73.5,75.1,73.5,8.5,18.7,9.5
73.9,75.5,73.9,8.5,18.2,9.0
74.1,75.7,74.1,8.5,18.0,9.4
74.0,75.6,74.0,8.4,17.9,10.1
74.1,75.7,74.1,8.4,17.6,10.7
74.4,76.0,74.4,8.3,16.9,10.8
75.2,76.8,75.2,8.3,15.8,9.9
76.1,77.8,76.1,8.3,14.6,8.6
76.7,78.4,76.7,8.3,14.2,7.5
76.6,78.3,76.6,8.2,15.1,7.3
75.5,77.2,75.5,8.2,17.6,8.5
74.0,75.6,74.0,8.1,20.8,10.4
72.7,74.2,72.7,8.1,23.6,12.1
72.1,73.6,72.1,8.0,25.3,13.0
72.4,73.9,72.4,8.1,25.3,12.5
73.3,74.9,73.3,8.0,24.2,11.3
74.5,76.1,74.5,7.9,22.4,9.9
75.4,77.0,75.4,8.0,20.6,9.0
75.6,77.3,75.6,8.0,19.3,9.1
75.4,77.0,75.4,7.9,18.4,9.9
74.9,76.5,74.9,7.9,17.9,10.8
74.3,76.0,74.3,7.9,17.5,11.3
74.0,75.6,74.0,7.9,17.1,11.2
73.8,75.4,73.8,7.9,16.7,10.5
73.7,75.3,73.7,7.9,16.1,9.5
73.8,75.4,73.8,7.9,15.3,8.5
73.9,75.5,73.9,7.9,14.3,7.7
74.1,75.7,74.1,7.9,13.2,7.0
74.1,75.7,74.1,7.9,12.3,6.6
73.9,75.5,73.9,8.0,11.9,6.4
73.6,75.2,73.6,8.1,12.1,6.4
73.2,74.7,73.2,8.1,12.4,6.5
72.8,74.4,72.8,8.2,12.6,6.5
72.7,74.3,72.7,8.3,12.3,6.4
72.9,74.4,72.9,8.3,11.4,6.1
73.2,74.7,73.2,8.4,10.0,5.7
73.5,75.0,73.5,8.5,8.7,5.2
73.6,75.2,73.6,8.6,7.5,4.7
73.6,75.2,73.6,8.7,6.6,4.2
73.5,75.1,73.5,8.8,6.1,3.8
73.3,74.9,73.3,8.8,5.7,3.5
73.1,74.7,73.1,8.9,5.5,3.1
73.0,74.6,73.0,9.0,5.2,2.8
72.9,74.5,72.9,9.1,4.9,2.5
72.9,74.5,72.9,9.2,4.5,2.2
72.9,74.5,72.9,9.2,4.1,2.0
73.0,74.6,73.0,9.2,3.5,1.8
73.1,74.7,73.1,9.3,3.0,1.6
73.1,74.7,73.1,9.3,2.5,1.5
73.1,74.7,73.1,9.4,2.1,1.3
73.1,74.7,73.1,9.3,1.7,1.2
73.1,74.6,73.1,9.4,1.4,1.0
73.0,74.6,73.0,9.3,1.1,0.8
73.0,74.6,73.0,9.2,0.9,0.6
73.0,74.5,73.0,9.2,0.6,0.4
73.0,74.5,73.0,9.1,0.4,0.2
73.0,74.5,73.0,9.0,0.2,0.1
73.0,74.5,73.0,8.9,0.1,0.0
73.0,74.5,73.0,8.8,0.0,0.0
73.0,74.5,73.0,8.6,0.0,0.0
72.9,74.5,72.9,8.5,0.0,0.0
72.9,74.5,72.9,8.4,0.0,0.0
72.9,74.5,72.9,8.2,0.0,0.0
72.9,74.5,72.9,8.1,0.0,0.0
73.0,74.6,73.0,7.9,0.0,0.0
73.0,74.6,73.0,7.8,0.0,0.0
73.1,74.7,73.1,7.6,0.0,0.0
73.2,74.8,73.2,7.5,0.0,0.0
73.4,75.0,73.4,7.4,0.1,0.0
73.6,75.2,73.6,7.2,0.1,0.0
73.9,75.5,73.9,7.1,0.1,0.0
74.2,75.8,74.2,7.0,0.0,0.0
74.5,76.2,74.5,7.0,0.0,0.0
75.0,76.6,75.0,6.9,0.0,0.0
75.4,77.1,75.4,6.8,0.0,0.0
75.9,77.6,75.9,6.7,0.0,0.0
76.4,78.1,76.4,6.7,0.0,0.0
77.0,78.6,77.0,6.7,0.0,0.0
77.5,79.2,77.5,6.7,0.0,0.0
78.0,79.7,78.0,6.8,0.0,0.0
78.6,80.3,78.6,6.8,0.0,0.0
79.1,80.8,79.1,6.8,0.0,0.0
79.7,81.4,79.7,6.9,0.0,0.0
80.2,81.9,80.2,6.9,0.0,0.0
80.7,82.5,80.7,7.1,0.0,0.0
81.2,83.0,81.2,7.1,0.0,0.0
81.7,83.5,81.7,7.3,0.0,0.0
82.2,83.9,82.2,7.4,0.0,0.0
82.6,84.4,82.6,7.5,0.0,0.0
82.9,84.7,82.9,7.6,0.0,0.0
83.2,85.0,83.2,7.7,0.0,0.0
83.4,85.2,83.4,7.9,0.0,0.0
83.5,85.3,83.5,8.0,0.0,0.0
83.5,85.3,83.5,8.2,0.0,0.0
83.5,85.3,83.5,8.3,0.0,0.0
83.4,85.2,83.4,8.5,0.0,0.0
83.3,85.2,83.3,8.6,0.0,0.0
83.2,85.0,83.2,8.8,0.0,0.0
83.1,84.9,83.1,8.9,0.0,0.0
82.9,84.7,82.9,9.1,0.0,0.0
82.7,84.5,82.7,9.2,0.0,0.0
82.5,84.3,82.5,9.3,0.0,0.0
82.2,84.0,82.2,9.4,0.0,0.0
81.9,83.7,81.9,9.5,0.0,0.0
81.6,83.4,81.6,9.6,0.0,0.0
81.2,83.0,81.2,9.6,0.0,0.0
80.9,82.6,80.9,9.7,0.0,0.0
80.5,82.3,80.5,9.8,0.0,0.0
80.2,82.0,80.2,9.8,0.0,0.0
79.9,81.6,79.9,9.8,0.0,0.0
79.6,81.3,79.6,9.9,0.0,0.0
79.3,81.1,79.3,9.9,0.0,0.0
79.1,80.8,79.1,9.9,0.0,0.0
78.8,80.5,78.8,9.9,0.0,0.0
78.5,80.2,78.5,9.9,0.0,0.0
78.2,79.9,78.2,9.9,0.0,0.0
77.9,79.6,77.9,9.9,0.0,0.0
77.6,79.3,77.6,9.9,0.0,0.0
77.3,79.0,77.3,9.9,0.0,0.0
77.0,78.7,77.0,9.8,0.0,0.0
76.7,78.4,76.7,9.8,0.0,0.0
76.4,78.1,76.4,9.8,0.0,0.0
76.1,77.8,76.1,9.7,0.0,0.0
75.9,77.5,75.9,9.7,0.0,0.0
75.6,77.3,75.6,9.7,0.0,0.0
75.4,77.0,75.4,9.7,0.0,0.0
75.2,76.9,75.2,9.6,0.0,0.0
75.1,76.7,75.1,9.6,0.0,0.0
75.0,76.6,75.0,9.6,0.0,0.0
75.0,76.6,75.0,9.6,0.0,0.0
75.1,76.7,75.1,9.6,0.0,0.0
75.3,76.9,75.3,9.6,0.0,0.0
75.6,77.3,75.6,9.6,0.0,0.0
76.2,77.8,76.2,9.5,0.0,0.0
76.8,78.4,76.8,9.5,0.0,0.0
77.4,79.1,77.4,9.5,0.0,0.0
78.0,79.7,78.0,9.5,0.0,0.0
78.6,80.3,78.6,9.5,0.0,0.0
78.9,80.6,78.9,9.5,0.0,0.0
79.0,80.7,79.0,9.5,0.0,0.0
79.0,80.7,79.0,9.5,0.0,0.0
78.8,80.5,78.8,9.5,0.0,0.0
78.5,80.2,78.5,9.5,0.0,0.0
