1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
77.6,79.2,77.6,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
77.4,79.1,77.4,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
77.2,78.8,77.2,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
76.8,78.5,76.8,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
76.4,78.1,76.4,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
75.9,77.6,75.9,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
75.4,77.1,75.4,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
74.9,76.5,74.9,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
74.3,75.9,74.3,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
73.7,75.3,73.7,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
73.2,74.8,73.2,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
72.8,74.3,72.8,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
72.4,74.0,72.4,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
72.2,73.7,72.2,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
72.0,73.6,72.0,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
72.0,73.5,72.0,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
71.9,73.5,71.9,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
71.9,73.4,71.9,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
71.8,73.4,71.8,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
71.8,73.3,71.8,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
71.6,73.2,71.6,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
71.5,73.0,71.5,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
71.3,72.9,71.3,0,0,11.8,0.0,0,0.0,0,0,0,0,0,0
71.2,72.8,71.2,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
71.1,72.6,71.1,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
71.0,72.6,71.0,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
71.0,72.5,71.0,0,0,11.7,0.0,0,0.0,0,0,0,0,0,0
71.0,72.5,71.0,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
70.9,72.4,70.9,0,0,11.5,0.0,0,0.0,0,0,0,0,0,0
70.8,72.3,70.8,0,0,11.5,0.0,0,0.0,0,0,0,0,0,0
70.6,72.1,70.6,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
70.3,71.8,70.3,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
70.0,71.5,70.0,0,0,11.3,0.0,0,0.0,0,0,0,0,0,0
69.6,71.1,69.6,0,0,11.3,0.0,0,0.0,0,0,0,0,0,0
69.2,70.7,69.2,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
68.8,70.2,68.8,0,0,11.2,0.0,0,0.0,0,0,0,0,0,0
68.4,69.9,68.4,0,0,11.1,0.0,0,0.0,0,0,0,0,0,0
68.2,69.6,68.2,0,0,11.0,0.0,0,0.0,0,0,0,0,0,0
67.9,69.4,67.9,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
67.8,69.2,67.8,0,0,10.9,0.0,0,0.0,0,0,0,0,0,0
67.6,69.1,67.6,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
67.4,68.9,67.4,0,0,10.8,0.0,0,0.0,0,0,0,0,0,0
67.3,68.7,67.3,0,0,10.7,0.0,0,0.0,0,0,0,0,0,0
67.1,68.5,67.1,0,0,10.6,0.0,0,0.0,0,0,0,0,0,0
66.8,68.3,66.8,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
66.6,68.1,66.6,0,0,10.5,0.0,0,0.0,0,0,0,0,0,0
66.4,67.8,66.4,0,0,10.4,0.0,0,0.0,0,0,0,0,0,0
66.2,67.6,66.2,0,0,10.3,0.0,0,0.0,0,0,0,0,0,0
66.1,67.5,66.1,0,0,10.2,0.0,0,0.0,0,0,0,0,0,0
66.0,67.4,66.0,0,0,10.2,0.0,0,0.0,0,0,0,0,0,0
65.9,67.4,65.9,0,0,10.1,0.0,0,0.0,0,0,0,0,0,0
65.9,67.3,65.9,0,0,10.0,0.0,0,0.0,0,0,0,0,0,0
65.9,67.4,65.9,0,0,9.9,0.0,0,0.0,0,0,0,0,0,0
65.9,67.4,65.9,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
65.9,67.3,65.9,0,0,9.8,0.0,0,0.0,0,0,0,0,0,0
65.9,67.3,65.9,0,0,9.7,0.0,0,0.0,0,0,0,0,0,0
65.8,67.3,65.8,0,0,9.6,0.0,0,0.0,0,0,0,0,0,0
65.8,67.2,65.8,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
65.8,67.2,65.8,0,0,9.5,0.0,0,0.0,0,0,0,0,0,0
65.8,67.2,65.8,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
65.9,67.3,65.9,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
66.0,67.4,66.0,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
66.1,67.6,66.1,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
66.3,67.8,66.3,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
66.5,68.0,66.5,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
66.7,68.1,66.7,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
66.8,68.3,66.8,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
66.9,68.4,66.9,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
67.0,68.5,67.0,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.1,68.6,67.1,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.2,68.6,67.2,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.2,68.7,67.2,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.4,68.8,67.4,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.5,69.0,67.5,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
67.7,69.2,67.7,0,0,9.0,0.0,0,0.0,0,0,0,0,0,0
68.0,69.4,68.0,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
68.2,69.7,68.2,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
68.4,69.9,68.4,0,0,9.1,0.0,0,0.0,0,0,0,0,0,0
68.6,70.1,68.6,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
68.7,70.2,68.7,0,0,9.2,0.0,0,0.0,0,0,0,0,0,0
68.8,70.3,68.8,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
68.9,70.4,68.9,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
69.0,70.5,69.0,0,0,9.3,0.0,0,0.0,0,0,0,0,0,0
69.1,70.6,69.1,0,0,9.4,0.0,0,0.0,0,0,0,0,0,0
69.2,70.7,69.2,0,0,9.5,0.1,0,0.1,0,0,0,0,0,0
69.3,70.8,69.3,0,0,9.5,0.2,0,0.1,0,0,0,0,0,0
69.4,70.9,69.4,0,0,9.5,0.2,0,0.1,0,0,0,0,0,0
69.6,71.1,69.6,0,0,9.5,0.3,0,0.1,0,0,0,0,0,0
69.8,71.3,69.8,0,0,9.6,0.4,0,0.2,0,0,0,0,0,0
69.9,71.4,69.9,0,0,9.7,0.5,0,0.3,0,0,0,0,0,0
70.0,71.5,70.0,0,0,9.7,0.7,0,0.4,0,0,0,0,0,0
70.0,71.6,70.0,0,0,9.7,1.0,0,0.6,0,0,0,0,0,0
70.0,71.5,70.0,0,0,9.7,1.5,0,0.9,0,0,0,0,0,0
70.0,71.5,70.0,0,0,9.7,2.0,0,1.2,0,0,0,0,0,0
69.8,71.4,69.8,0,0,9.8,2.7,0,1.6,0,0,0,0,0,0
69.7,71.2,69.7,0,0,9.8,3.4,0,1.9,0,0,0,0,0,0
69.6,71.1,69.6,0,0,9.8,4.1,0,2.2,0,0,0,0,0,0
69.5,71.0,69.5,0,0,9.8,4.7,0,2.5,0,0,0,0,0,0
69.5,71.0,69.5,0,0,9.7,5.4,0,2.6,0,0,0,0,0,0
69.4,70.9,69.4,0,0,9.7,6.1,0,2.9,0,0,0,0,0,0
69.2,70.7,69.2,0,0,9.7,6.9,0,3.3,0,0,0,0,0,0
69.0,70.4,69.0,0,0,9.7,7.7,0,3.9,0,0,0,0,0,0
68.8,70.3,68.8,0,0,9.6,8.5,0,4.5,0,0,0,0,0,0
68.7,70.2,68.7,0,0,9.6,8.9,0,5.0,0,0,0,0,0,0
69.0,70.5,69.0,0,0,9.5,8.9,0,5.3,0,0,0,0,0,0
69.5,71.0,69.5,0,0,9.5,8.4,0,5.3,0,0,0,0,0,0
70.0,71.5,70.0,0,0,9.4,7.9,0,5.2,0,0,0,0,0,0
70.4,72.0,70.4,0,0,9.4,7.8,0,5.1,0,0,0,0,0,0
70.6,72.1,70.6,0,0,9.3,8.5,0,5.2,0,0,0,0,0,0
70.4,71.9,70.4,0,0,9.2,9.8,0,5.6,0,0,0,0,0,0
70.1,71.6,70.1,0,0,9.2,11.5,0,6.1,0,0,0,0,0,0
69.8,71.3,69.8,0,0,9.1,13.1,0,6.6,0,0,0,0,0,0
69.7,71.2,69.7,0,0,9.1,14.2,0,7.1,0,0,0,0,0,0
69.7,71.2,69.7,0,0,9.1,14.9,0,7.7,0,0,0,0,0,0
69.6,71.1,69.6,0,0,9.0,15.7,0,8.3,0,0,0,0,0,0
