1_G,2_G,3_G,4_G,5_G,6_1_G,6_2_G,7_G,8_G,9_G,10_G,11_G,12_G,13_G,14_G
77.9,78.6,77.8,0,0,12.5,0.0,0,0.0,0,0,0,0,0,0
77.8,80.1,77.3,0,0,12.8,0.0,0,0.0,0,0,0,0,0,0
78.4,78.3,78.6,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
76.5,79.9,78.1,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
76.1,78.0,75.7,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
77.2,79.1,77.3,0,0,12.6,0.0,0,0.0,0,0,0,0,0,0
76.2,77.1,75.9,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
76.4,76.2,76.2,0,0,12.4,0.0,0,0.0,0,0,0,0,0,0
74.4,75.7,74.2,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
74.1,76.9,73.3,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
74.0,74.5,73.8,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
72.9,74.3,73.1,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
72.9,75.8,72.1,0,0,12.3,0.0,0,0.0,0,0,0,0,0,0
71.7,73.0,73.7,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
72.8,75.4,71.1,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
72.9,74.3,73.5,0,0,12.2,0.0,0,0.0,0,0,0,0,0,0
72.4,73.7,72.1,0,0,12.1,0.0,0,0.0,0,0,0,0,0,0
72.3,73.4,72.9,0,0,11.8,0.0,0,0.0,0,0,0,0,0,0
70.8,73.9,73.7,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
70.5,72.7,71.0,0,0,11.9,0.0,0,0.0,0,0,0,0,0,0
70.8,74.3,71.6,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
70.5,73.2,71.9,0,0,12.0,0.0,0,0.0,0,0,0,0,0,0
72.8,73.5,71.2,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
70.7,73.8,70.1,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
71.6,72.5,71.8,0,0,11.8,0.0,0,0.0,0,0,0,0,0,0
70.6,72.4,72.3,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
70.2,72.6,71.7,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
70.9,73.3,70.3,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
72.9,73.5,71.3,0,0,11.4,0.0,0,0.0,0,0,0,0,0,0
69.9,72.6,70.2,0,0,11.3,0.0,0,0.0,0,0,0,0,0,0
71.0,73.6,70.2,0,0,11.3,0.0,0,0.0,0,0,0,0,0,0
69.4,72.0,69.5,0,0,11.6,0.0,0,0.0,0,0,0,0,0,0
71.1,71.5,70.7,0,0,11.1,0.0,0,0.0,0,0,0,0,0,0
